Average_Price,borough,Date
1328247.5,W4,2022-02-01
1335115.0,W4,2022-03-01
1342671.9,W4,2022-04-01
1350009.8,W4,2022-05-01
1357567.2,W4,2022-06-01
1364905.0,W4,2022-07-01
1372462.4,W4,2022-08-01
1380035.2,W4,2022-09-01
1387357.4,W4,2022-10-01
1394930.2,W4,2022-11-01
1402252.8,W4,2022-12-01
2681110.2,SW7,2022-01-01
2694186.5,SW7,2022-02-01
2705915.0,SW7,2022-03-01
2719545.8,SW7,2022-04-01
2733874.2,SW7,2022-05-01
2748726.2,SW7,2022-06-01
2763141.2,SW7,2022-07-01
2778068.2,SW7,2022-08-01
2793379.5,SW7,2022-09-01
2808929.2,SW7,2022-10-01
2825017.5,SW7,2022-11-01
2840604.2,SW7,2022-12-01
446385.0,SM1,2022-01-01
447844.56,SM1,2022-02-01
449160.38,SM1,2022-03-01
450619.84,SM1,2022-04-01
452031.53,SM1,2022-05-01
453508.44,SM1,2022-06-01
454941.84,SM1,2022-07-01
456422.72,SM1,2022-08-01
457903.75,SM1,2022-09-01
459337.12,SM1,2022-10-01
460818.16,SM1,2022-11-01
462251.5,SM1,2022-12-01
553649.56,N13,2022-01-01
548727.5,N13,2022-02-01
555658.6,N13,2022-03-01
554590.6,N13,2022-04-01
555624.4,N13,2022-05-01
561169.06,N13,2022-06-01
557534.56,N13,2022-07-01
564890.4,N13,2022-08-01
562433.25,N13,2022-09-01
565711.75,N13,2022-10-01
568802.4,N13,2022-11-01
567237.06,N13,2022-12-01
716319.25,CR8,2022-01-01
718991.0,CR8,2022-02-01
721411.44,CR8,2022-03-01
724083.1,CR8,2022-04-01
726670.94,CR8,2022-05-01
729342.75,CR8,2022-06-01
731930.56,CR8,2022-07-01
734602.44,CR8,2022-08-01
737274.06,CR8,2022-09-01
739862.06,CR8,2022-10-01
742533.7,CR8,2022-11-01
745121.6,CR8,2022-12-01
362589.75,E6,2022-01-01
363410.4,E6,2022-02-01
365258.78,E6,2022-03-01
366465.88,E6,2022-04-01
368040.6,E6,2022-05-01
369453.28,E6,2022-06-01
370922.6,E6,2022-07-01
372385.88,E6,2022-08-01
373869.28,E6,2022-09-01
375305.84,E6,2022-10-01
376784.22,E6,2022-11-01
378223.2,E6,2022-12-01
484025.56,SE5,2022-01-01
487866.3,SE5,2022-02-01
489345.84,SE5,2022-03-01
491888.72,SE5,2022-04-01
495226.8,SE5,2022-05-01
496805.9,SE5,2022-06-01
499981.5,SE5,2022-07-01
502583.44,SE5,2022-08-01
504830.4,SE5,2022-09-01
508092.34,SE5,2022-10-01
510281.78,SE5,2022-11-01
512964.12,SE5,2022-12-01
652518.5,W3,2022-01-01
655593.8,W3,2022-02-01
654735.5,W3,2022-03-01
662588.5,W3,2022-04-01
663977.4,W3,2022-05-01
669053.44,W3,2022-06-01
671767.0,W3,2022-07-01
676712.44,W3,2022-08-01
679320.3,W3,2022-09-01
684268.3,W3,2022-10-01
686915.2,W3,2022-11-01
691742.2,W3,2022-12-01
575491.25,E15E20,2022-01-01
598977.7,E15E20,2022-02-01
572405.7,E15E20,2022-03-01
584585.1,E15E20,2022-04-01
581986.4,E15E20,2022-05-01
583199.4,E15E20,2022-06-01
584015.6,E15E20,2022-07-01
584808.2,E15E20,2022-08-01
585755.06,E15E20,2022-09-01
586580.5,E15E20,2022-10-01
587483.94,E15E20,2022-11-01
588321.94,E15E20,2022-12-01
638320.44,RM11,2022-01-01
641166.2,RM11,2022-02-01
643744.4,RM11,2022-03-01
646590.25,RM11,2022-04-01
649346.75,RM11,2022-05-01
652192.56,RM11,2022-06-01
654949.1,RM11,2022-07-01
657794.94,RM11,2022-08-01
660640.6,RM11,2022-09-01
663397.25,RM11,2022-10-01
666243.0,RM11,2022-11-01
668999.6,RM11,2022-12-01
525996.25,SM6,2022-01-01
529975.2,SM6,2022-02-01
534681.9,SM6,2022-03-01
533703.94,SM6,2022-04-01
536518.06,SM6,2022-05-01
540631.0,SM6,2022-06-01
540059.56,SM6,2022-07-01
543414.06,SM6,2022-08-01
546758.56,SM6,2022-09-01
546395.4,SM6,2022-10-01
550340.9,SM6,2022-11-01
552720.56,SM6,2022-12-01
707403.0,N14,2022-01-01
707390.9,N14,2022-02-01
711644.2,N14,2022-03-01
712654.3,N14,2022-04-01
715398.06,N14,2022-05-01
718568.9,N14,2022-06-01
719422.44,N14,2022-07-01
723654.6,N14,2022-08-01
724631.75,N14,2022-09-01
727738.94,N14,2022-10-01
730357.2,N14,2022-11-01
731768.4,N14,2022-12-01
630721.9,E1,2022-01-01
641429.4,E1,2022-02-01
664193.9,E1,2022-03-01
681094.25,E1,2022-04-01
665465.8,E1,2022-05-01
652279.25,E1,2022-06-01
641957.1,E1,2022-07-01
638581.25,E1,2022-08-01
640338.8,E1,2022-09-01
646005.94,E1,2022-10-01
655191.4,E1,2022-11-01
665571.4,E1,2022-12-01
395949.25,SE2,2022-01-01
397660.75,SE2,2022-02-01
399229.38,SE2,2022-03-01
400940.88,SE2,2022-04-01
402604.62,SE2,2022-05-01
404316.16,SE2,2022-06-01
405980.03,SE2,2022-07-01
407691.5,SE2,2022-08-01
409403.0,SE2,2022-09-01
411066.94,SE2,2022-10-01
412778.4,SE2,2022-11-01
414442.28,SE2,2022-12-01
431240.72,TW7,2022-01-01
430899.1,TW7,2022-02-01
432231.72,TW7,2022-03-01
432784.62,TW7,2022-04-01
434190.75,TW7,2022-05-01
434772.28,TW7,2022-06-01
436163.72,TW7,2022-07-01
436817.12,TW7,2022-08-01
438247.34,TW7,2022-09-01
438871.6,TW7,2022-10-01
440289.03,TW7,2022-11-01
440925.97,TW7,2022-12-01
1084673.4,N10,2022-01-01
1099293.4,N10,2022-02-01
1108770.4,N10,2022-03-01
1104644.4,N10,2022-04-01
1122235.0,N10,2022-05-01
1116161.2,N10,2022-06-01
1131684.5,N10,2022-07-01
1131652.4,N10,2022-08-01
1138623.8,N10,2022-09-01
1147960.6,N10,2022-10-01
1146436.2,N10,2022-11-01
1161671.9,N10,2022-12-01
377215.78,SM2,2022-01-01
378502.97,SM2,2022-02-01
379509.6,SM2,2022-03-01
380658.72,SM2,2022-04-01
381766.84,SM2,2022-05-01
383023.62,SM2,2022-06-01
384368.16,SM2,2022-07-01
385883.25,SM2,2022-08-01
387398.38,SM2,2022-09-01
388870.88,SM2,2022-10-01
390454.7,SM2,2022-11-01
392057.7,SM2,2022-12-01
777481.25,SW4,2022-01-01
778200.6,SW4,2022-02-01
782172.7,SW4,2022-03-01
786636.94,SW4,2022-04-01
787356.9,SW4,2022-05-01
793232.3,SW4,2022-06-01
795073.44,SW4,2022-07-01
798796.9,SW4,2022-08-01
803616.56,SW4,2022-09-01
805191.9,SW4,2022-10-01
810673.6,SW4,2022-11-01
813211.3,SW4,2022-12-01
455776.56,IG1IG4,2022-01-01
458063.8,IG1IG4,2022-02-01
460129.03,IG1IG4,2022-03-01
462416.2,IG1IG4,2022-04-01
464629.34,IG1IG4,2022-05-01
466916.5,IG1IG4,2022-06-01
469129.72,IG1IG4,2022-07-01
471416.88,IG1IG4,2022-08-01
473704.03,IG1IG4,2022-09-01
475917.25,IG1IG4,2022-10-01
478204.38,IG1IG4,2022-11-01
480417.53,IG1IG4,2022-12-01
634316.75,W7,2022-01-01
637247.7,W7,2022-02-01
639717.7,W7,2022-03-01
642492.2,W7,2022-04-01
645175.94,W7,2022-05-01
647950.5,W7,2022-06-01
650634.25,W7,2022-07-01
653408.75,W7,2022-08-01
656183.2,W7,2022-09-01
658866.94,W7,2022-10-01
661641.5,W7,2022-11-01
664325.3,W7,2022-12-01
402733.94,TW3,2022-01-01
403935.66,TW3,2022-02-01
404728.56,TW3,2022-03-01
406662.8,TW3,2022-04-01
407310.97,TW3,2022-05-01
408971.78,TW3,2022-06-01
410139.75,TW3,2022-07-01
411342.47,TW3,2022-08-01
412953.72,TW3,2022-09-01
414011.47,TW3,2022-10-01
415488.1,TW3,2022-11-01
416749.34,TW3,2022-12-01
476518.06,SE6,2022-01-01
478229.4,SE6,2022-02-01
480233.06,SE6,2022-03-01
482468.84,SE6,2022-04-01
484627.25,SE6,2022-05-01
486862.9,SE6,2022-06-01
489021.3,SE6,2022-07-01
491256.94,SE6,2022-08-01
493492.8,SE6,2022-09-01
495651.22,SE6,2022-10-01
497887.03,SE6,2022-11-01
500045.22,SE6,2022-12-01
580205.25,E5,2022-01-01
581846.75,E5,2022-02-01
587956.1,E5,2022-03-01
589901.8,E5,2022-04-01
595177.25,E5,2022-05-01
598712.0,E5,2022-06-01
602341.5,E5,2022-07-01
607353.7,E5,2022-08-01
610052.56,E5,2022-09-01
615516.6,E5,2022-10-01
618256.8,E5,2022-11-01
623188.06,E5,2022-12-01
877861.7,N8,2022-01-01
881972.0,N8,2022-02-01
885776.44,N8,2022-03-01
889912.56,N8,2022-04-01
893938.0,N8,2022-05-01
898074.25,N8,2022-06-01
902099.8,N8,2022-07-01
906235.94,N8,2022-08-01
910372.1,N8,2022-09-01
914397.6,N8,2022-10-01
918533.6,N8,2022-11-01
922559.44,N8,2022-12-01
412084.88,BR5BR8,2022-01-01
413853.62,BR5BR8,2022-02-01
415448.3,BR5BR8,2022-03-01
417223.56,BR5BR8,2022-04-01
418938.56,BR5BR8,2022-05-01
420713.88,BR5BR8,2022-06-01
422428.88,BR5BR8,2022-07-01
424204.12,BR5BR8,2022-08-01
425979.38,BR5BR8,2022-09-01
427694.5,BR5BR8,2022-10-01
429469.66,BR5BR8,2022-11-01
431184.75,BR5BR8,2022-12-01
703146.06,SW18,2022-01-01
705382.7,SW18,2022-02-01
707416.3,SW18,2022-03-01
709653.4,SW18,2022-04-01
711989.8,SW18,2022-05-01
714400.94,SW18,2022-06-01
716969.4,SW18,2022-07-01
719665.25,SW18,2022-08-01
722361.1,SW18,2022-09-01
724978.7,SW18,2022-10-01
727674.6,SW18,2022-11-01
730292.5,SW18,2022-12-01
749047.3,HA5,2022-01-01
751481.75,HA5,2022-02-01
753670.8,HA5,2022-03-01
756105.25,HA5,2022-04-01
758457.8,HA5,2022-05-01
760892.2,HA5,2022-06-01
763244.8,HA5,2022-07-01
765679.06,HA5,2022-08-01
768113.4,HA5,2022-09-01
770466.0,HA5,2022-10-01
772900.44,HA5,2022-11-01
775276.7,HA5,2022-12-01
680674.25,NW7,2022-01-01
688970.5,NW7,2022-02-01
688823.0,NW7,2022-03-01
697120.4,NW7,2022-04-01
696864.25,NW7,2022-05-01
701934.6,NW7,2022-06-01
703228.44,NW7,2022-07-01
707115.75,NW7,2022-08-01
709299.25,NW7,2022-09-01
712541.0,NW7,2022-10-01
715092.94,NW7,2022-11-01
718082.9,NW7,2022-12-01
901328.94,SE22,2022-01-01
905317.8,SE22,2022-02-01
908274.2,SE22,2022-03-01
908077.3,SE22,2022-04-01
911731.8,SE22,2022-05-01
915188.56,SE22,2022-06-01
915130.56,SE22,2022-07-01
918479.75,SE22,2022-08-01
922076.5,SE22,2022-09-01
922982.5,SE22,2022-10-01
925981.7,SE22,2022-11-01
929275.1,SE22,2022-12-01
328773.0,RM8,2022-01-01
329275.03,RM8,2022-02-01
330154.06,RM8,2022-03-01
331489.12,RM8,2022-04-01
332799.22,RM8,2022-05-01
333974.7,RM8,2022-06-01
335021.47,RM8,2022-07-01
336315.38,RM8,2022-08-01
337682.28,RM8,2022-09-01
338808.25,RM8,2022-10-01
339914.03,RM8,2022-11-01
341168.5,RM8,2022-12-01
528112.25,BR1,2022-01-01
528796.1,BR1,2022-02-01
544594.8,BR1,2022-03-01
535264.9,BR1,2022-04-01
543603.5,BR1,2022-05-01
552648.7,BR1,2022-06-01
543317.94,BR1,2022-07-01
558597.06,BR1,2022-08-01
558162.4,BR1,2022-09-01
555158.9,BR1,2022-10-01
571050.25,BR1,2022-11-01
563446.0,BR1,2022-12-01
452171.6,DA16,2022-01-01
453504.97,DA16,2022-02-01
454662.22,DA16,2022-03-01
456044.6,DA16,2022-04-01
457364.22,DA16,2022-05-01
458746.62,DA16,2022-06-01
460066.06,DA16,2022-07-01
461448.66,DA16,2022-08-01
462831.1,DA16,2022-09-01
464150.6,DA16,2022-10-01
465554.5,DA16,2022-11-01
466944.53,DA16,2022-12-01
1912850.2,NW3,2022-01-01
1918415.0,NW3,2022-02-01
1930539.9,NW3,2022-03-01
1935346.8,NW3,2022-04-01
1950152.8,NW3,2022-05-01
1955742.1,NW3,2022-06-01
1966948.9,NW3,2022-07-01
1977170.2,NW3,2022-08-01
1986201.0,NW3,2022-09-01
1998026.1,NW3,2022-10-01
2006108.5,NW3,2022-11-01
2017760.0,NW3,2022-12-01
629678.56,HA1,2022-01-01
632758.44,HA1,2022-02-01
635556.3,HA1,2022-03-01
638636.06,HA1,2022-04-01
641622.0,HA1,2022-05-01
644701.75,HA1,2022-06-01
647687.56,HA1,2022-07-01
650767.4,HA1,2022-08-01
653847.25,HA1,2022-09-01
656833.0,HA1,2022-10-01
659912.8,HA1,2022-11-01
662898.75,HA1,2022-12-01
603121.5,IG8,2022-01-01
605542.0,IG8,2022-02-01
607722.2,IG8,2022-03-01
610142.7,IG8,2022-04-01
612483.0,IG8,2022-05-01
614903.44,IG8,2022-06-01
617243.9,IG8,2022-07-01
619664.2,IG8,2022-08-01
622084.75,IG8,2022-09-01
624425.25,IG8,2022-10-01
626845.6,IG8,2022-11-01
629186.0,IG8,2022-12-01
633195.06,UB10,2022-01-01
635286.2,UB10,2022-02-01
637183.94,UB10,2022-03-01
639275.1,UB10,2022-04-01
641301.75,UB10,2022-05-01
643392.8,UB10,2022-06-01
645419.56,UB10,2022-07-01
647510.75,UB10,2022-08-01
649602.0,UB10,2022-09-01
651628.7,UB10,2022-10-01
653719.9,UB10,2022-11-01
655746.56,UB10,2022-12-01
570585.0,SE26,2022-01-01
574052.56,SE26,2022-02-01
577229.06,SE26,2022-03-01
580725.75,SE26,2022-04-01
584115.75,SE26,2022-05-01
587612.44,SE26,2022-06-01
591002.4,SE26,2022-07-01
594499.06,SE26,2022-08-01
597995.75,SE26,2022-09-01
601385.6,SE26,2022-10-01
604882.4,SE26,2022-11-01
608272.4,SE26,2022-12-01
500661.66,SE7,2022-01-01
503443.1,SE7,2022-02-01
505915.78,SE7,2022-03-01
508637.2,SE7,2022-04-01
511275.8,SE7,2022-05-01
513997.12,SE7,2022-06-01
516635.7,SE7,2022-07-01
519357.1,SE7,2022-08-01
522078.47,SE7,2022-09-01
524717.06,SE7,2022-10-01
527438.6,SE7,2022-11-01
530077.0,SE7,2022-12-01
364699.25,N9,2022-01-01
365837.66,N9,2022-02-01
366838.75,N9,2022-03-01
367977.12,N9,2022-04-01
369069.75,N9,2022-05-01
370208.1,N9,2022-06-01
371300.7,N9,2022-07-01
372439.06,N9,2022-08-01
373577.47,N9,2022-09-01
374670.03,N9,2022-10-01
375808.34,N9,2022-11-01
376901.06,N9,2022-12-01
506048.1,E4,2022-01-01
508411.66,E4,2022-02-01
510664.16,E4,2022-03-01
513113.62,E4,2022-04-01
515440.53,E4,2022-05-01
517888.94,E4,2022-06-01
520210.3,E4,2022-07-01
522655.0,E4,2022-08-01
525052.1,E4,2022-09-01
527419.8,E4,2022-10-01
529819.3,E4,2022-11-01
532184.6,E4,2022-12-01
548737.75,TW2,2022-01-01
547653.4,TW2,2022-02-01
551831.2,TW2,2022-03-01
551492.56,TW2,2022-04-01
555423.44,TW2,2022-05-01
555539.44,TW2,2022-06-01
559036.25,TW2,2022-07-01
559570.4,TW2,2022-08-01
562934.06,TW2,2022-09-01
563587.44,TW2,2022-10-01
566773.06,TW2,2022-11-01
567592.44,TW2,2022-12-01
2195771.8,SW5,2022-01-01
2205593.0,SW5,2022-02-01
2215141.5,SW5,2022-03-01
2223426.8,SW5,2022-04-01
2232324.2,SW5,2022-05-01
2241964.2,SW5,2022-06-01
2250209.2,SW5,2022-07-01
2258931.2,SW5,2022-08-01
2268557.0,SW5,2022-09-01
2277079.5,SW5,2022-10-01
2285614.8,SW5,2022-11-01
2294800.5,SW5,2022-12-01
554228.2,RM14,2022-01-01
556568.25,RM14,2022-02-01
558289.3,RM14,2022-03-01
560337.9,RM14,2022-04-01
562590.7,RM14,2022-05-01
564469.0,RM14,2022-06-01
566762.06,RM14,2022-07-01
568672.7,RM14,2022-08-01
571036.44,RM14,2022-09-01
573002.0,RM14,2022-10-01
575311.1,RM14,2022-11-01
577332.2,RM14,2022-12-01
524382.2,SM3,2022-01-01
526172.0,SM3,2022-02-01
527919.56,SM3,2022-03-01
529838.56,SM3,2022-04-01
531704.9,SM3,2022-05-01
533624.0,SM3,2022-06-01
535490.1,SM3,2022-07-01
537409.25,SM3,2022-08-01
539328.1,SM3,2022-09-01
541194.5,SM3,2022-10-01
543113.56,SM3,2022-11-01
544979.8,SM3,2022-12-01
622284.6,EN2,2022-01-01
623297.2,EN2,2022-02-01
626000.9,EN2,2022-03-01
627080.8,EN2,2022-04-01
629837.2,EN2,2022-05-01
630979.9,EN2,2022-06-01
633675.9,EN2,2022-07-01
634876.8,EN2,2022-08-01
637575.5,EN2,2022-09-01
638771.7,EN2,2022-10-01
641418.1,EN2,2022-11-01
642664.75,EN2,2022-12-01
1125031.1,W6,2022-01-01
1123662.2,W6,2022-02-01
1131104.1,W6,2022-03-01
1130597.8,W6,2022-04-01
1138794.4,W6,2022-05-01
1138656.1,W6,2022-06-01
1145929.8,W6,2022-07-01
1147208.2,W6,2022-08-01
1152832.0,W6,2022-09-01
1155992.5,W6,2022-10-01
1159513.9,W6,2022-11-01
1164708.0,W6,2022-12-01
338241.16,DA8,2022-01-01
340183.5,DA8,2022-02-01
341234.6,DA8,2022-03-01
342365.12,DA8,2022-04-01
344247.6,DA8,2022-05-01
345002.62,DA8,2022-06-01
346918.28,DA8,2022-07-01
347974.0,DA8,2022-08-01
349398.28,DA8,2022-09-01
351021.56,DA8,2022-10-01
351929.7,DA8,2022-11-01
353829.88,DA8,2022-12-01
529267.6,N11,2022-01-01
531878.9,N11,2022-02-01
532336.1,N11,2022-03-01
535715.4,N11,2022-04-01
536767.56,N11,2022-05-01
539884.94,N11,2022-06-01
541115.2,N11,2022-07-01
544072.25,N11,2022-08-01
545522.56,N11,2022-09-01
548272.4,N11,2022-10-01
549845.7,N11,2022-11-01
552483.56,N11,2022-12-01
811978.5,SE3,2022-01-01
817815.3,SE3,2022-02-01
821145.06,SE3,2022-03-01
827470.56,SE3,2022-04-01
831597.0,SE3,2022-05-01
836473.75,SE3,2022-06-01
842464.75,SE3,2022-07-01
846179.06,SE3,2022-08-01
852350.9,SE3,2022-09-01
856956.25,SE3,2022-10-01
861530.9,SE3,2022-11-01
867536.1,SE3,2022-12-01
562726.7,N15,2022-01-01
566739.25,N15,2022-02-01
567441.2,N15,2022-03-01
570853.2,N15,2022-04-01
572533.2,N15,2022-05-01
574951.44,N15,2022-06-01
577948.1,N15,2022-07-01
579452.75,N15,2022-08-01
583179.4,N15,2022-09-01
584180.4,N15,2022-10-01
587761.75,N15,2022-11-01
589157.4,N15,2022-12-01
1120963.5,W2,2022-01-01
1119782.9,W2,2022-02-01
1124349.6,W2,2022-03-01
1122740.2,W2,2022-04-01
1127724.2,W2,2022-05-01
1125840.4,W2,2022-06-01
1131084.4,W2,2022-07-01
1128941.1,W2,2022-08-01
1134507.9,W2,2022-09-01
1132041.0,W2,2022-10-01
1137878.6,W2,2022-11-01
1135646.4,W2,2022-12-01
296958.62,RM10,2022-01-01
292255.62,RM10,2022-02-01
299166.3,RM10,2022-03-01
294318.75,RM10,2022-04-01
301052.28,RM10,2022-05-01
296813.12,RM10,2022-06-01
302592.84,RM10,2022-07-01
299617.56,RM10,2022-08-01
303898.94,RM10,2022-09-01
302634.3,RM10,2022-10-01
305020.97,RM10,2022-11-01
305741.44,RM10,2022-12-01
2737212.2,SW1,2022-01-01
2732950.5,SW1,2022-02-01
2774785.2,SW1,2022-03-01
2746250.2,SW1,2022-04-01
2764708.2,SW1,2022-05-01
2784894.8,SW1,2022-06-01
2768722.8,SW1,2022-07-01
2801544.0,SW1,2022-08-01
2794967.8,SW1,2022-09-01
2795272.2,SW1,2022-10-01
2829761.8,SW1,2022-11-01
2812141.5,SW1,2022-12-01
569134.25,SE27,2022-01-01
573777.8,SE27,2022-02-01
575504.8,SE27,2022-03-01
580115.4,SE27,2022-04-01
583002.94,SE27,2022-05-01
586550.5,SE27,2022-06-01
590708.3,SE27,2022-07-01
593797.5,SE27,2022-08-01
598409.3,SE27,2022-09-01
601696.06,SE27,2022-10-01
605829.6,SE27,2022-11-01
609782.44,SE27,2022-12-01
597721.25,BR4,2022-01-01
599768.3,BR4,2022-02-01
601719.2,BR4,2022-03-01
603735.25,BR4,2022-04-01
605725.06,BR4,2022-05-01
607819.8,BR4,2022-06-01
609991.8,BR4,2022-07-01
611914.75,BR4,2022-08-01
614104.8,BR4,2022-09-01
616263.2,BR4,2022-10-01
618200.8,BR4,2022-11-01
620411.2,BR4,2022-12-01
212486.84,IG9,2022-01-01
213352.61,IG9,2022-02-01
213492.78,IG9,2022-03-01
213926.27,IG9,2022-04-01
214249.6,IG9,2022-05-01
214620.58,IG9,2022-06-01
214967.66,IG9,2022-07-01
215329.61,IG9,2022-08-01
215689.42,IG9,2022-09-01
216040.73,IG9,2022-10-01
216401.05,IG9,2022-11-01
216752.16,IG9,2022-12-01
444154.28,HA0,2022-01-01
444868.22,HA0,2022-02-01
446743.2,HA0,2022-03-01
449047.66,HA0,2022-04-01
449834.66,HA0,2022-05-01
452290.5,HA0,2022-06-01
454134.2,HA0,2022-07-01
455171.47,HA0,2022-08-01
457748.94,HA0,2022-09-01
459324.53,HA0,2022-10-01
460669.5,HA0,2022-11-01
463085.12,HA0,2022-12-01
504369.16,NW2,2022-01-01
513540.28,NW2,2022-02-01
512072.38,NW2,2022-03-01
515056.9,NW2,2022-04-01
522497.97,NW2,2022-05-01
519562.03,NW2,2022-06-01
526597.44,NW2,2022-07-01
530034.6,NW2,2022-08-01
528685.7,NW2,2022-09-01
537636.8,NW2,2022-10-01
536845.25,NW2,2022-11-01
539345.3,NW2,2022-12-01
1135538.1,SW20,2022-01-01
1134954.4,SW20,2022-02-01
1141129.1,SW20,2022-03-01
1140471.6,SW20,2022-04-01
1147368.8,SW20,2022-05-01
1146690.6,SW20,2022-06-01
1153329.6,SW20,2022-07-01
1152899.0,SW20,2022-08-01
1159361.1,SW20,2022-09-01
1159104.5,SW20,2022-10-01
1165310.8,SW20,2022-11-01
1165301.5,SW20,2022-12-01
352316.38,DA17,2022-01-01
353665.75,DA17,2022-02-01
354881.7,DA17,2022-03-01
356231.06,DA17,2022-04-01
357535.94,DA17,2022-05-01
358885.25,DA17,2022-06-01
360190.16,DA17,2022-07-01
361539.47,DA17,2022-08-01
362888.8,DA17,2022-09-01
364193.7,DA17,2022-10-01
365543.03,DA17,2022-11-01
366847.9,DA17,2022-12-01
569495.56,SE23,2022-01-01
570235.2,SE23,2022-02-01
575363.0,SE23,2022-03-01
574151.6,SE23,2022-04-01
579837.06,SE23,2022-05-01
579371.5,SE23,2022-06-01
582902.56,SE23,2022-07-01
585449.9,SE23,2022-08-01
587161.3,SE23,2022-09-01
591198.94,SE23,2022-10-01
592538.5,SE23,2022-11-01
595482.7,SE23,2022-12-01
331769.16,RM9,2022-01-01
332050.28,RM9,2022-02-01
335783.25,RM9,2022-03-01
335387.5,RM9,2022-04-01
338761.97,RM9,2022-05-01
339378.47,RM9,2022-06-01
342317.44,RM9,2022-07-01
343193.5,RM9,2022-08-01
345858.2,RM9,2022-09-01
346958.8,RM9,2022-10-01
349426.6,RM9,2022-11-01
350698.28,RM9,2022-12-01
1171535.2,SW19,2022-01-01
1183455.9,SW19,2022-02-01
1189770.1,SW19,2022-03-01
1196699.1,SW19,2022-04-01
1207554.2,SW19,2022-05-01
1212857.5,SW19,2022-06-01
1222703.6,SW19,2022-07-01
1230770.1,SW19,2022-08-01
1237780.8,SW19,2022-09-01
1250266.1,SW19,2022-10-01
1260242.1,SW19,2022-11-01
1272627.8,SW19,2022-12-01
1006988.8,NW6,2022-01-01
1008562.2,NW6,2022-02-01
1010930.8,NW6,2022-03-01
1015769.56,NW6,2022-04-01
1018560.5,NW6,2022-05-01
1021288.1,NW6,2022-06-01
1024469.0,NW6,2022-07-01
1027396.2,NW6,2022-08-01
1030219.0,NW6,2022-09-01
1033049.8,NW6,2022-10-01
1035937.9,NW6,2022-11-01
1038674.75,NW6,2022-12-01
655038.7,HA4,2022-01-01
657470.3,HA4,2022-02-01
659684.1,HA4,2022-03-01
662137.6,HA4,2022-04-01
664511.06,HA4,2022-05-01
666964.44,HA4,2022-06-01
669337.75,HA4,2022-07-01
671791.4,HA4,2022-08-01
674244.9,HA4,2022-09-01
676618.1,HA4,2022-10-01
679071.8,HA4,2022-11-01
681445.25,HA4,2022-12-01
641055.6,BR7,2022-01-01
645314.44,BR7,2022-02-01
646319.7,BR7,2022-03-01
650360.06,BR7,2022-04-01
651786.1,BR7,2022-05-01
655616.2,BR7,2022-06-01
657234.94,BR7,2022-07-01
660888.5,BR7,2022-08-01
662763.56,BR7,2022-09-01
666174.2,BR7,2022-10-01
668185.4,BR7,2022-11-01
671471.3,BR7,2022-12-01
800368.4,SE24,2022-01-01
800947.8,SE24,2022-02-01
812994.44,SE24,2022-03-01
812186.6,SE24,2022-04-01
824626.0,SE24,2022-05-01
829118.0,SE24,2022-06-01
834402.9,SE24,2022-07-01
845363.0,SE24,2022-08-01
847388.5,SE24,2022-09-01
857827.9,SE24,2022-10-01
863273.4,SE24,2022-11-01
868932.06,SE24,2022-12-01
1387013.6,NW1,2022-01-01
1417890.8,NW1,2022-02-01
1421577.4,NW1,2022-03-01
1427880.0,NW1,2022-04-01
1434377.8,NW1,2022-05-01
1447291.5,NW1,2022-06-01
1445788.9,NW1,2022-07-01
1450619.2,NW1,2022-08-01
1457870.8,NW1,2022-09-01
1462562.8,NW1,2022-10-01
1464488.9,NW1,2022-11-01
1467828.9,NW1,2022-12-01
543138.5,HA3,2022-01-01
547182.6,HA3,2022-02-01
545856.44,HA3,2022-03-01
548237.1,HA3,2022-04-01
549256.44,HA3,2022-05-01
549334.94,HA3,2022-06-01
552356.25,HA3,2022-07-01
552842.06,HA3,2022-08-01
554670.2,HA3,2022-09-01
555764.8,HA3,2022-10-01
556379.8,HA3,2022-11-01
557923.06,HA3,2022-12-01
350160.03,IG11,2022-01-01
352250.44,IG11,2022-02-01
354149.88,IG11,2022-03-01
356240.2,IG11,2022-04-01
358266.94,IG11,2022-05-01
360357.3,IG11,2022-06-01
362384.1,IG11,2022-07-01
364474.44,IG11,2022-08-01
366564.8,IG11,2022-09-01
368591.5,IG11,2022-10-01
370681.9,IG11,2022-11-01
372714.72,IG11,2022-12-01
,SE20,2022-01-01
,SE20,2022-02-01
,SE20,2022-03-01
,SE20,2022-04-01
,SE20,2022-05-01
,SE20,2022-06-01
,SE20,2022-07-01
,SE20,2022-08-01
,SE20,2022-09-01
,SE20,2022-10-01
,SE20,2022-11-01
,SE20,2022-12-01
632646.7,BR3,2022-01-01
635912.56,BR3,2022-02-01
638851.25,BR3,2022-03-01
642117.5,BR3,2022-04-01
645274.25,BR3,2022-05-01
648540.3,BR3,2022-06-01
651697.0,BR3,2022-07-01
654963.0,BR3,2022-08-01
658229.0,BR3,2022-09-01
661385.8,BR3,2022-10-01
664651.94,BR3,2022-11-01
667808.75,BR3,2022-12-01
374635.2,DA14,2022-01-01
376223.75,DA14,2022-02-01
377632.3,DA14,2022-03-01
379220.94,DA14,2022-04-01
380749.53,DA14,2022-05-01
382390.56,DA14,2022-06-01
383987.5,DA14,2022-07-01
385647.75,DA14,2022-08-01
387308.1,DA14,2022-09-01
388905.03,DA14,2022-10-01
390565.34,DA14,2022-11-01
392162.3,DA14,2022-12-01
