Date,Difference,Predicted_Price,Lower_Confidence_Interval,Upper_Confidence_Interval,borough
2022-09-30,-4261.067527151382,1026303.9537494445,873601.8015494243,1191857.4275822118,N1
2022-10-31,-1195.4690061613946,1029369.5522704344,874501.8193493922,1192759.4202457794,N1
2022-11-30,1602.6786234774668,1032167.6999000732,874233.9921027506,1192492.3457097188,N1
2022-12-31,4140.272305684235,1034705.29358228,873973.2893347851,1192231.94058282,N1
2022-01-31,26915.971876665717,505679.60824030207,420049.13242184976,591310.0840587544,RM2
2022-02-28,28211.816120360003,506975.45248399634,365219.1001865679,594899.8610280934,RM2
2022-03-31,29507.66036405429,508271.2967276906,365219.10018655733,594899.861028104,RM2
2022-04-30,30803.504607748575,509567.14097138494,365219.10018654674,594899.8610281146,RM2
2022-05-31,32099.34885144286,510862.9852150792,365219.10018653615,594899.8610281252,RM2
2022-06-30,33395.19309513715,512158.8294587735,365219.1001865255,594899.8610281358,RM2
2022-07-31,34691.03733883143,513454.6737024678,365219.10018651496,594899.8610281463,RM2
2022-08-31,35986.88158252572,514750.5179461621,365219.1001865044,594899.8610281569,RM2
2022-09-30,37282.725826220005,516046.3621898563,365219.10018649383,594899.8610281674,RM2
2022-10-31,38578.57006991429,517342.20643355063,365219.1001864832,594899.8610281781,RM2
2022-11-30,39874.41431360858,518638.0506772449,365219.10018647264,594899.8610281886,RM2
2022-12-31,41170.25855730286,519933.8949209392,365219.1001864621,594899.8610281993,RM2
2022-01-31,68196.41246062923,555200.4882182049,492254.5713178776,618146.4051185324,BR1
2022-02-28,78609.76989447758,565613.8456520534,411581.1473810144,583253.7190018338,BR1
2022-03-31,37249.09431397111,524253.17007154686,359711.2882217742,531575.5121323643,BR1
2022-04-30,81149.07770033975,568153.1534579155,444763.58477936167,617044.5335085271,BR1
2022-05-31,65554.65778452855,552558.7335421043,385252.23101307015,557567.080670459,BR1
2022-06-30,48007.1374004704,535011.2131580461,383229.3776746077,555683.7330724276,BR1
2022-07-31,91500.02056151428,578504.09631909,444025.8904239121,616968.0274133271,BR1
2022-08-31,53105.822161024014,540109.8979185998,361964.5395523352,535255.2151618358,BR1
2022-09-30,67259.64940804274,554263.7251656185,414505.2215572765,587810.5844519124,BR1
2022-10-31,89594.1262743863,576598.2020319621,422604.24413124134,596072.8611165973,BR1
2022-11-30,49152.15111355294,536156.2268711287,359596.7051491177,533527.4960443671,BR1
2022-12-31,86871.99508331736,573876.0708408931,437615.2730809951,611832.5663736853,BR1
2022-01-31,-4863.963968987853,593993.178888155,507175.1218876862,680811.2358886237,HA8
2022-02-28,-2978.801787023679,595878.3410701192,491641.6608901798,709842.9491880342,HA8
2022-03-31,-1093.639605059505,597763.5032520833,491641.5580177031,709843.052060511,HA8
2022-04-30,791.5225769046692,599648.6654340475,491641.45514532336,709843.1549328907,HA8
2022-05-31,2676.6847588688433,601533.8276160117,491641.3522730406,709843.2578051734,HA8
2022-06-30,4561.8469408330175,603418.9897979759,491641.2494008549,709843.3606773592,HA8
2022-07-31,6447.009122797192,605304.15197994,491641.1465287662,709843.4635494478,HA8
2022-08-31,8332.171304761367,607189.3141619042,491641.0436567745,709843.5664214396,HA8
2022-09-30,10217.33348672554,609074.4763438684,491640.9407848797,709843.6692933342,HA8
2022-10-31,12102.495668689711,610959.6385258326,491640.837913082,709843.772165132,HA8
2022-11-30,13987.657850653886,612844.8007077967,491640.73504138127,709843.8750368328,HA8
2022-12-31,15872.82003261806,614729.9628897608,491640.6321697775,709843.9779084366,HA8
2022-01-31,378687.72982561216,1085576.6187145011,877704.6664190975,1293448.5710099046,EC1
2022-02-28,173880.9214573449,880769.8103462338,245886.3477026563,758277.813338587,EC1
2022-03-31,354014.7673183908,1060903.6562072798,630531.9162762433,1143513.5532236262,EC1
2022-04-30,195070.67861068065,901959.5674995696,288753.8319467245,807135.7684156329,EC1
2022-05-31,350375.1307956396,1057264.0196845285,602761.812832254,1121624.8693154417,EC1
2022-06-30,222454.5493824454,929343.4382713344,318495.58981273137,839441.025138658,EC1
2022-07-31,326195.5773207887,1033084.4662096776,549646.3753795259,1071613.4582749384,EC1
2022-08-31,266928.8607923658,973817.7496812546,385989.7807536031,909254.5639673288,EC1
2022-09-30,288453.9697798464,995342.8586687353,466419.8178727901,990408.1778799488,EC1
2022-10-31,317174.2787191855,1024063.1676080744,473396.4529195215,997821.9427369346,EC1
2022-11-30,252221.72469693812,959110.6135858268,379668.73295294394,904203.9367803392,EC1
2022-12-31,358087.51447459724,1064976.403363486,550488.7687570353,1075020.5885760607,EC1
2022-01-31,-39811.80391798598,419530.24871359294,386478.3959250484,452582.1015021375,RM5
2022-02-28,-44505.216277047584,414836.83635453135,415866.0066182761,493431.27392675856,RM5
2022-03-31,-40513.415926673486,418828.6367049054,424526.9527832087,502140.7531806973,RM5
2022-04-30,-36606.41978636397,422735.632845215,424440.3806643277,502057.7168794492,RM5
2022-05-31,-42107.77751574048,417234.2751158385,414942.5240775748,492738.8657268301,RM5
2022-06-30,-34533.06643711768,424808.9861944612,427889.1702981215,505944.3571222819,RM5
2022-07-31,-36234.939288911504,423107.1133426674,418558.7447844176,496721.61477515264,RM5
2022-08-31,-37290.87297590671,422051.1796556722,419204.18652370555,497368.0513654619,RM5
2022-09-30,-30636.556403745468,428705.49622783344,426857.23283537047,505135.5055721099,RM5
2022-10-31,-35192.492570928654,424149.5600606503,415546.33921227866,494025.8937165128,RM5
2022-11-30,-31467.241341798843,427874.8112897801,423787.4166400686,502347.1910813489,RM5
2022-12-31,-28747.51119847771,430594.5414331012,422781.92758850387,501341.63796129625,RM5
2022-01-31,17733.067821318746,602982.6422894038,505673.6407728157,700291.643805992,BR6
2022-02-28,19386.441295136075,604636.0157632212,461983.9349319183,711821.9609518866,BR6
2022-03-31,21039.814768953405,606289.3892370384,461983.8848468336,711822.0110369712,BR6
2022-04-30,22693.188242770735,607942.7627108558,461983.83476176905,711822.0611220358,BR6
2022-05-31,24346.561716588065,609596.1361846732,461983.7846767245,711822.1112070803,BR6
2022-06-30,25999.935190405395,611249.5096584904,461983.73459170014,711822.1612921047,BR6
2022-07-31,27653.308664222724,612902.8831323078,461983.68450669583,711822.211377109,BR6
2022-08-31,29306.682138040054,614556.2566061252,461983.6344217115,711822.2614620933,BR6
2022-09-30,30960.055611857384,616209.6300799424,461983.5843367474,711822.3115470575,BR6
2022-10-31,32613.42908567471,617863.0035537598,461983.5342518033,711822.3616320016,BR6
2022-11-30,34266.80255949205,619516.3770275771,461983.4841668793,711822.4117169254,BR6
2022-12-31,35920.17603330938,621169.7505013945,461983.43408197537,711822.4618018294,BR6
2022-01-31,1063486.533412974,2470340.104841545,1623309.8419657566,3317370.367717334,NW8
2022-02-28,34347.372316126944,1441200.9437446983,-682409.9284114374,1437838.7490748863,NW8
2022-03-31,1000353.48464286,2407207.0560714314,1302032.771023102,3443686.596487507,NW8
2022-04-30,20340.950274656298,1427194.5217032277,-647081.5528961916,1500763.6270169269,NW8
2022-05-31,654795.1348183635,2061648.7062469348,964358.5319080808,3118256.9800364766,NW8
2022-06-30,886025.8016502734,2292879.3730788445,557472.8032726664,2718695.673248296,NW8
2022-07-31,-185379.0105763222,1221474.5608522492,-756714.975619378,1427612.494023329,NW8
2022-08-31,1135000.7061515823,2541854.277580154,1618356.9399716991,3836109.636341253,NW8
2022-09-30,356746.6415229724,1763600.2129515435,-484182.9021362902,1741381.9157362126,NW8
2022-10-31,216799.9412565052,1623653.5126850766,151399.42982247518,2382414.312501733,NW8
2022-11-30,1123925.88293948,2530779.454368051,1179207.036034999,3448751.9901880934,NW8
2022-12-31,27754.099264595192,1434607.6706931666,-842224.0392841175,1463587.6147914906,NW8
2022-01-31,-86976.5458278151,862157.7041721849,736574.3439633145,987741.0643810552,W5
2022-02-28,-77793.86107372242,871340.3889262776,792986.0312392592,1123647.838268926,W5
2022-03-31,-89183.56908125879,859950.6809187413,772413.2477411997,1103075.8362437277,W5
2022-04-30,-68278.22940350414,880856.0205964958,804698.2822459078,1135380.8971096014,W5
2022-05-31,-86421.05219972818,862713.1978002718,765621.1864056191,1096361.6680019328,W5
2022-06-30,-64671.487306311974,884462.762693688,805475.0152072774,1136292.614579555,W5
2022-07-31,-77703.3374878717,871430.9125121282,770651.1268983327,1101553.672738548,W5
2022-08-31,-66178.32235610066,882955.9276438993,795178.7529737815,1126139.7772897603,W5
2022-09-30,-65464.25310958223,883669.9968904178,784353.0507133863,1115343.5877796505,W5
2022-10-31,-69111.06270215954,880023.1872978405,779990.7430619476,1110984.1377528976,W5
2022-11-30,-54078.997826714774,895055.2521732852,798670.3854356415,1129662.244315248,W5
2022-12-31,-69068.12147503608,880066.128524964,768639.3027917917,1099650.9499115658,W5
2022-01-31,-30013.914245084175,461644.7396010697,412364.314484649,510925.1647174904,DA15
2022-02-28,-29516.575578759846,462142.0782673941,429049.7753955439,555262.2096294124,DA15
2022-03-31,-32727.122233477246,458931.5316126766,425326.1171163644,551570.0972665085,DA15
2022-04-30,-23731.920373276054,467926.7334728778,437529.8869916789,563777.8244210312,DA15
2022-05-31,-30276.52513502759,461382.1287111263,421947.6374731224,548280.4606956823,DA15
2022-06-30,-24197.143288230018,467461.5105579239,434501.3033082385,560974.7680776644,DA15
2022-07-31,-22992.538475453715,468666.11537070014,429573.38704682054,556153.1302710398,DA15
2022-08-31,-26241.69857395166,465416.9552722022,425111.0551998645,551707.9322954473,DA15
2022-09-30,-17862.723346147457,473795.9305000064,436735.60535121616,563339.6527967,DA15
2022-10-31,-23406.75231081049,468251.9015353434,422773.5493645935,549455.7003983881,DA15
2022-11-30,-18302.52404025092,473356.12980590295,433365.2058802365,560160.5583531903,DA15
2022-12-31,-16530.20937820668,475128.4444679472,429994.8783851089,556867.0586312873,DA15
2022-01-31,73643.6671895883,703174.9171895883,611907.7239117123,794442.1104674643,KT3
2022-02-28,99230.16062432702,728761.410624327,540282.276364462,769953.2105050154,KT3
2022-03-31,88073.65859090854,717604.9085909085,503057.89061586256,733691.6053173005,KT3
2022-04-30,82435.86335005534,711967.1133500553,508379.544235977,739407.3652823167,KT3
2022-05-31,95557.91710829089,725089.1671082908,527134.6853863215,758171.9221301496,KT3
2022-06-30,92617.06761839877,722148.3176183988,511067.1451754962,742113.6558447196,KT3
2022-07-31,89917.1062493677,719448.3562493677,511298.75494649995,742363.822315438,KT3
2022-08-31,101646.55048804314,731177.8004880431,525727.8276437968,756793.560833554,KT3
2022-09-30,97602.275697518,727133.525697518,509939.52019736863,741034.4302215811,KT3
2022-10-31,96288.63285643596,725819.882856436,512661.9609990185,743773.2533188175,KT3
2022-11-30,107564.75505405969,737096.0050540597,525251.6440826047,756363.1003126428,KT3
2022-12-31,102777.7923375964,732309.0423375964,509176.50779999257,740312.0667670809,KT3
2022-01-31,-185032.2501584955,1446842.7498415045,1074680.6762840091,1819004.823399,W2
2022-02-28,-114080.89027612994,1517794.1097238702,1212747.1059960965,2192905.6137686344,W2
2022-03-31,-180894.51147729348,1450980.4885227066,1071712.99534699,2058409.762250683,W2
2022-04-30,-108215.20310071977,1523659.7968992805,1211159.5339606416,2197949.0827925056,W2
2022-05-31,-174940.20618534333,1456934.7938146568,1071587.1488475113,2058712.8449832415,W2
2022-06-30,-106715.55467787445,1525159.4453221257,1206364.8982754266,2193834.404739511,W2
2022-07-31,-168794.51082235045,1463080.4891776496,1075756.760700293,2063835.3270107552,W2
2022-08-31,-105282.9738666197,1526592.0261333804,1201103.9164079456,2189669.157503516,W2
2022-09-30,-162655.2795738394,1469219.7204261606,1079890.306443309,2069115.0821422515,W2
2022-10-31,-103754.84022794577,1528120.1597720543,1195928.9443224678,2185621.9343693196,W2
2022-11-30,-156650.44628766744,1475224.5537123326,1083830.688333908,2074128.0995466488,W2
2022-12-31,-102076.28104701555,1529798.7189529843,1191095.8935547797,2181802.436926524,W2
2021-05-31,54496.35609346203,689496.3560934621,352615.52798289456,1026377.1842040296,WD3
2021-06-30,108992.71218692408,743992.7121869241,350061.2739555526,1028931.4382313716,WD3
2021-07-31,163489.0682803861,798489.068280386,347526.0977032375,1031466.6144836866,WD3
2021-08-31,217985.42437384813,852985.4243738481,345009.5780293619,1033983.1341575622,WD3
2021-09-30,272481.78046731016,907481.7804673102,342511.30901147,1036481.403175454,WD3
2021-10-31,326978.1365607722,961978.1365607722,340030.8992368511,1038961.812950073,WD3
2021-11-30,381474.49265423423,1016474.4926542342,337567.9710866435,1041424.7411002804,WD3
2021-12-31,435970.84874769626,1070970.8487476965,335122.16006472305,1043870.5521222012,WD3
2022-01-31,490467.2048411583,1125467.2048411584,332693.11416799587,1046299.5980189282,WD3
2022-02-28,544963.5609346203,1179963.5609346204,330280.49329501827,1048712.218891906,WD3
2022-03-31,599459.9170280823,1234459.9170280823,327883.9686901293,1051108.7434967947,WD3
2022-04-30,653956.2731215444,1288956.2731215444,325503.2224205236,1053489.4897664003,WD3
2022-01-31,-48779.87685630822,524071.96524895495,470535.6404646155,577608.2900332944,KT4
2022-02-28,-18364.88688239304,554486.9552228701,532247.1338438722,674286.5303144844,KT4
2022-03-31,-37444.64454111872,535407.1975641444,482510.9797513059,625033.1891417691,KT4
2022-04-30,-21631.727975674326,551220.1141295888,517301.87281051464,660027.6445309005,KT4
2022-05-31,-24632.423513894733,548219.4185913684,498379.84262020735,641322.4505138781,KT4
2022-06-30,-29652.69125772941,543199.1508475337,496296.3570889717,639366.7916338852,KT4
2022-07-31,-12197.771645279365,560654.0704599838,518748.6514288252,661864.8720066012,KT4
2022-08-31,-31499.19483376976,541352.6472714933,481991.92935015186,625108.9084833936,KT4
2022-09-30,-9778.214649249338,563073.6274560138,523001.0053016312,666144.639277936,KT4
2022-10-31,-22317.12365970509,550534.7184455581,488693.2214486364,631932.6447409784,KT4
2022-11-30,-16430.56206190296,556421.2800433602,507049.8410484969,650426.9663576337,KT4
2022-12-31,-8415.621429292165,564436.220675971,509122.90814491047,652610.6573308374,KT4
2022-01-31,73959.16685596306,928552.0239988202,728829.1086719894,1128274.9393256512,N10
2022-02-28,140218.49442255124,994811.3515654084,663845.7407987529,1177858.628620138,N10
2022-03-31,173213.4715163554,1027806.3286592126,628213.7523844647,1146961.916088858,N10
2022-04-30,104453.70912439124,959046.5662672484,526320.0925638443,1045346.096937942,N10
2022-05-31,193370.3577622158,1047963.2149050728,683669.2464841284,1203349.765077235,N10
2022-06-30,110577.2761673204,965170.1333101776,511523.43461051426,1032076.1164854092,N10
2022-07-31,184603.2812082795,1039196.1383511368,667819.6003099047,1189418.124057728,N10
2022-08-31,145328.78792644886,999921.645069306,554094.899113538,1076541.828608515,N10
2022-09-30,156497.04641781753,1011089.9035606747,604299.171394357,1127223.0598740948,N10
2022-10-31,185965.5544156955,1040558.4115585526,622558.9851628431,1145563.745118627,N10
2022-11-30,135940.5096081494,990533.3667510066,543062.3670353184,1066073.2576353038,N10
2022-12-31,207894.62269626764,1062487.4798391247,664924.6446760115,1188169.295785939,N10
2022-01-31,-552.0576739270573,434422.94232607295,391966.7171028965,476879.16754924937,N17
