Date,ARIMA_Predictions,XGBoost_Predictions,TF_Predictions,Mean_Predictions,weight_xgb,weight_tf,borough
2022-03-01,700561.6800773048,720304.5,753670.8,721000.8885179549,0.3670460843781439,0.2484071231578523,HA5
2022-04-01,702399.8616753308,718294.7,756105.25,721574.8008560307,0.3670460843781439,0.2484071231578523,HA5
2022-05-01,704238.0432733567,718336.7,758457.8,722881.4738066468,0.3670460843781439,0.2484071231578523,HA5
2022-06-01,706076.2248713828,718611.6,760892.2,724293.9639133451,0.3670460843781439,0.2484071231578523,HA5
2022-07-01,707914.4064694088,716489.75,763244.8,724806.4166146357,0.3670460843781439,0.2484071231578523,HA5
2022-08-01,709752.5880674347,713783.9,765679.06,725124.7993283267,0.3670460843781439,0.2484071231578523,HA5
2022-09-01,711590.7696654607,714421.2,768113.4,726670.2920315762,0.3670460843781439,0.2484071231578523,HA5
2022-10-01,713428.9512634866,714130.56,770466.0,727854.883193041,0.3670460843781439,0.2484071231578523,HA5
2022-11-01,715267.1328615126,710453.0,772900.44,727816.6482693629,0.3670460843781439,0.2484071231578523,HA5
2022-12-01,717105.3144595386,716720.3,775276.7,731414.1829419483,0.3670460843781439,0.2484071231578523,HA5
2022-01-01,546401.6960311912,511546.4,651761.94,566566.8885622363,0.4623652345341347,0.3443525592632873,SW16
2022-02-01,553848.2911734502,519727.72,652332.8,571985.5179426095,0.4623652345341347,0.3443525592632873,SW16
2022-03-01,550331.1709992592,509435.3,656944.0,568134.7425299133,0.4623652345341347,0.3443525592632873,SW16
2022-04-01,556314.8928917494,519727.72,658099.8,574448.1493738168,0.4623652345341347,0.3443525592632873,SW16
2022-05-01,554065.4568290542,519727.72,662433.06,575505.5425798607,0.4623652345341347,0.3443525592632873,SW16
2022-06-01,558950.6399337219,519727.72,664028.1,576999.0176541617,0.4623652345341347,0.3443525592632873,SW16
2022-07-01,557653.1661599019,519727.72,667980.7,578109.3269864118,0.4623652345341347,0.3443525592632873,SW16
2022-08-01,561713.4059767346,519727.72,669905.6,579556.9433372467,0.4623652345341347,0.3443525592632873,SW16
2022-09-01,561130.8044579366,519727.72,673686.75,580746.3855098148,0.4623652345341347,0.3443525592632873,SW16
2022-10-01,564571.5564281062,519727.72,675744.94,582120.1646355551,0.4623652345341347,0.3443525592632873,SW16
2022-11-01,564525.785356241,519727.72,679311.5,583339.4719655708,0.4623652345341347,0.3443525592632873,SW16
2022-12-01,567501.3354175976,519727.72,681555.56,584687.3406502365,0.4623652345341347,0.3443525592632873,SW16
2022-01-01,1251444.6613072637,614498.56,595992.9,677343.0691627039,0.5404455161712018,0.3506999923104391,EC3
2022-02-01,805542.7011230448,610829.7,850073.5,715927.8835495829,0.5404455161712018,0.3506999923104391,EC3
2022-03-01,1042547.5812864944,593165.5,715589.2,685016.7486045187,0.5404455161712018,0.3506999923104391,EC3
2022-04-01,1406152.8906313595,614498.56,534223.1,672521.0864144667,0.5404455161712018,0.3506999923104391,EC3
2022-05-01,1089626.9336301174,593165.5,695294.4,683024.1613609557,0.5404455161712018,0.3506999923104391,EC3
2022-06-01,1448687.05953302,614498.56,523859.16,673516.4880641071,0.5404455161712018,0.3506999923104391,EC3
2022-07-01,1595137.8582124305,614498.56,484019.47,675486.5363101617,0.5404455161712018,0.3506999923104391,EC3
2022-08-01,1428022.924280751,614498.56,538477.25,676393.6681791481,0.5404455161712018,0.3506999923104391,EC3
2022-09-01,1789410.3418206456,614498.56,460750.34,688473.4850172721,0.5404455161712018,0.3506999923104391,EC3
2022-10-01,1807969.0835029471,614498.56,461228.38,690661.3360306437,0.5404455161712018,0.3506999923104391,EC3
2022-11-01,1783992.543679629,614498.56,466017.1,689730.7860469834,0.5404455161712018,0.3506999923104391,EC3
2022-12-01,2088339.5077859592,614498.56,457643.97,719923.8634433199,0.5404455161712018,0.3506999923104391,EC3
2022-01-01,689496.3560934621,378381.22,569233.3,542424.237286795,0.4036427398245965,0.1787145077728341,WD3
2022-02-01,743992.7121869241,378381.22,523136.72,556946.1178368679,0.4036427398245965,0.1787145077728341,WD3
2022-03-01,798489.068280386,378381.22,477008.38,571462.322414174,0.4036427398245965,0.1787145077728341,WD3
2022-04-01,852985.4243738481,378381.22,430934.56,585988.2705064439,0.4036427398245965,0.1787145077728341,WD3
2022-05-01,907481.7804673102,378381.22,388088.38,601091.0446925816,0.4036427398245965,0.1787145077728341,WD3
2022-06-01,961978.1365607722,378381.22,354534.84,617854.5484622295,0.4036427398245965,0.1787145077728341,WD3
2022-07-01,1016474.4926542342,378381.22,344910.78,638894.5974713374,0.4036427398245965,0.1787145077728341,WD3
2022-08-01,1070970.8487476965,378381.22,351762.5,662879.1073933188,0.4036427398245965,0.1787145077728341,WD3
2022-09-01,1125467.2048411584,378381.22,377223.03,690189.2816346883,0.4036427398245965,0.1787145077728341,WD3
2022-10-01,1179963.5609346204,378381.22,416599.06,719986.3576089706,0.4036427398245965,0.1787145077728341,WD3
2022-11-01,1234459.9170280823,378381.22,467839.28,751903.7364592263,0.4036427398245965,0.1787145077728341,WD3
2022-12-01,1288956.2731215444,378381.22,524953.3,784870.8485852382,0.4036427398245965,0.1787145077728341,WD3
2022-01-01,1145970.8204348737,980939.94,756337.56,921006.1719332284,0.5496515864600676,0.3445680255989224,N2
2022-02-01,1087429.873180404,957606.2,766814.0,905598.1068592753,0.5496515864600676,0.3445680255989224,N2
2022-03-01,1169929.467279741,980785.2,768058.94,927494.2865684258,0.5496515864600676,0.3445680255989224,N2
2022-04-01,1125891.9603332211,981764.9,777605.56,926663.9356634662,0.5496515864600676,0.3445680255989224,N2
2022-05-01,1112394.7974729545,977956.3,785276.1,925785.82033089,0.5496515864600676,0.3445680255989224,N2
2022-06-01,1181601.3465655774,961467.3,788725.75,925231.9500223337,0.5496515864600676,0.3445680255989224,N2
2022-07-01,1118769.815538927,981764.9,799052.56,933300.502869174,0.5496515864600676,0.3445680255989224,N2
2022-08-01,1141011.5374290403,983086.8,805030.94,938439.7838642076,0.5496515864600676,0.3445680255989224,N2
2022-09-01,1183771.0030672953,961467.3,809904.4,932758.9427441343,0.5496515864600676,0.3445680255989224,N2
2022-10-01,1119638.1901664694,981764.9,820301.3,940713.9962624185,0.5496515864600676,0.3445680255989224,N2
2022-11-01,1168796.6737224609,980785.2,824830.25,946936.037423844,0.5496515864600676,0.3445680255989224,N2
2022-12-01,1179330.5461416626,961467.3,831207.2,939629.4932236344,0.5496515864600676,0.3445680255989224,N2
2022-01-01,703723.0348206792,715536.9,766476.9,727904.7920452001,0.4115438676459186,0.3078668286259159,TW12
2022-02-01,705920.2191959862,715536.9,769885.3,729570.6317779184,0.4115438676459186,0.3078668286259159,TW12
2022-03-01,708117.403571293,715536.9,772964.75,731135.1987173603,0.4115438676459186,0.3078668286259159,TW12
2022-04-01,710314.5879465998,714581.06,776427.7,732424.4624951294,0.4115438676459186,0.3078668286259159,TW12
2022-05-01,712511.7723219066,714581.06,780139.44,734183.6905516433,0.4115438676459186,0.3078668286259159,TW12
2022-06-01,714708.9566972135,714581.06,783969.9,735979.4685580514,0.4115438676459186,0.3078668286259159,TW12
2022-07-01,716906.1410725204,714581.06,787681.9,737738.7766599406,0.4115438676459186,0.3078668286259159,TW12
2022-08-01,719103.3254478272,714581.06,791513.6,739534.9364212162,0.4115438676459186,0.3078668286259159,TW12
2022-09-01,721300.509823134,714456.3,795345.6,741279.844329613,0.4115438676459186,0.3078668286259159,TW12
2022-10-01,723497.694198441,719232.7,799059.9,745005.558654632,0.4115438676459186,0.3078668286259159,TW12
2022-11-01,725694.8785737478,738433.06,802891.8,754703.5704038674,0.4115438676459186,0.3078668286259159,TW12
2022-12-01,727892.0629490546,738433.06,806605.44,756463.3834073554,0.4115438676459186,0.3078668286259159,TW12
2022-01-01,450003.9361299451,459144.25,521505.84,475471.0872832411,0.4330743610592087,0.3008131867821403,UB9
2022-02-01,451797.0868280114,460116.3,522931.12,476797.979964118,0.4330743610592087,0.3008131867821403,UB9
2022-03-01,458708.36155299435,461412.78,524026.53,479528.1422492844,0.4330743610592087,0.3008131867821403,UB9
2022-04-01,457863.20578580914,461412.78,525547.56,479760.781657114,0.4330743610592087,0.3008131867821403,UB9
2022-05-01,461437.9800892132,455491.47,526860.2,478542.5654895207,0.4330743610592087,0.3008131867821403,UB9
2022-06-01,461933.39216944226,455491.47,528332.56,479117.30611671007,0.4330743610592087,0.3008131867821403,UB9
2022-07-01,465516.9676971581,454425.34,529644.9,480003.9957968719,0.4330743610592087,0.3008131867821403,UB9
2022-08-01,465949.95751504257,455748.88,531119.5,481135.9901441341,0.4330743610592087,0.3008131867821403,UB9
2022-09-01,469422.5673012042,453251.97,532483.8,481389.1465775742,0.4330743610592087,0.3008131867821403,UB9
2022-10-01,470011.3137949003,453251.97,533904.9,481973.3049704475,0.4330743610592087,0.3008131867821403,UB9
2022-11-01,473347.14575741655,459331.62,535274.1,485905.8253485377,0.4330743610592087,0.3008131867821403,UB9
2022-12-01,474056.5625721799,452997.5,536690.6,483777.56690392154,0.4330743610592087,0.3008131867821403,UB9
2022-01-01,383632.80203492136,407672.94,380784.84,392533.64679718297,0.4028618967305451,0.275288366347779,RM7
2022-02-01,384649.7666689725,405934.75,382217.66,392555.14475390327,0.4028618967305451,0.275288366347779,RM7
2022-03-01,385666.73130302347,400676.84,383496.75,391116.3615549045,0.4028618967305451,0.275288366347779,RM7
2022-04-01,386683.6959370745,399907.72,384929.44,391528.2251024019,0.4028618967305451,0.275288366347779,RM7
2022-05-01,387700.6605711256,399385.8,386311.03,392025.60887525073,0.4028618967305451,0.275288366347779,RM7
2022-06-01,388717.6252051766,403226.34,387743.75,394294.537052282,0.4028618967305451,0.275288366347779,RM7
2022-07-01,389734.5898392276,403226.34,389125.25,395002.1577303194,0.4028618967305451,0.275288366347779,RM7
2022-08-01,390751.55447327864,401740.66,390558.0,395125.3630743975,0.4028618967305451,0.275288366347779,RM7
2022-09-01,391768.5191073297,397784.47,391990.78,394253.30233263486,0.4028618967305451,0.275288366347779,RM7
2022-10-01,392785.48374138074,397784.47,393372.28,394960.9230106723,0.4028618967305451,0.275288366347779,RM7
2022-11-01,393802.44837543176,397784.47,394805.12,395682.6769934381,0.4028618967305451,0.275288366347779,RM7
2022-12-01,394819.4130094828,396358.5,396186.66,395815.83970412926,0.4028618967305451,0.275288366347779,RM7
2022-01-01,2501860.4137541014,1868462.6,2448898.2,2161130.960882798,0.5057983408390772,0.3843851708672898,W1
2022-02-01,2753337.65568652,1869147.1,2459771.5,2193273.06272028,0.5057983408390772,0.3843851708672898,W1
2022-03-01,2622450.3267744305,1892843.2,2491833.5,2203209.0813097246,0.5057983408390772,0.3843851708672898,W1
2022-04-01,2648276.1018628175,1890784.1,2516724.0,2214571.226969243,0.5057983408390772,0.3843851708672898,W1
2022-05-01,2691979.6138350903,1889464.6,2539649.2,2227515.2991885664,0.5057983408390772,0.3843851708672898,W1
2022-06-01,2600869.5781279686,1897990.5,2571804.0,2234182.1293852665,0.5057983408390772,0.3843851708672898,W1
2022-07-01,2789055.647968473,1906327.6,2585754.0,2264427.127201939,0.5057983408390772,0.3843851708672898,W1
2022-08-01,2547058.2514753006,1870476.8,2628240.0,2236049.536154571,0.5057983408390772,0.3843851708672898,W1
2022-09-01,2864574.305548331,1806287.2,2634053.0,2240685.4720088504,0.5057983408390772,0.3843851708672898,W1
2022-10-01,2500659.1165719884,1868462.6,2695576.0,2255818.3269470287,0.5057983408390772,0.3843851708672898,W1
2022-11-01,2938487.2043635393,1831769.5,2681596.8,2279966.3637437825,0.5057983408390772,0.3843851708672898,W1
2022-12-01,2463706.2071661055,1726591.4,2761770.8,2205446.3701395188,0.5057983408390772,0.3843851708672898,W1
2022-01-01,877278.0485044516,744415.7,706557.94,791062.4383686669,0.3282466426149275,0.2495546112434262,KT2
2022-02-01,925139.535858707,753606.2,711028.8,815401.9728162842,0.3282466426149275,0.2495546112434262,KT2
2022-03-01,915452.3167575096,749645.0,713314.06,810582.0876283231,0.3282466426149275,0.2495546112434262,KT2
2022-04-01,898099.1229723422,745323.4,715593.2,802405.810176617,0.3282466426149275,0.2495546112434262,KT2
2022-05-01,948293.5557423638,707927.2,720121.3,812452.6678940263,0.3282466426149275,0.2495546112434262,KT2
2022-06-01,896867.9879976622,745323.4,720847.56,803197.276301109,0.3282466426149275,0.2495546112434262,KT2
2022-07-01,944611.8149497854,707927.2,724414.06,811969.5196007425,0.3282466426149275,0.2495546112434262,KT2
2022-08-01,929809.9542075502,753606.2,726068.6,821127.0690293015,0.3282466426149275,0.2495546112434262,KT2
2022-09-01,920820.7225426376,753922.06,727988.2,817914.5517078779,0.3282466426149275,0.2495546112434262,KT2
2022-10-01,962426.252333752,716983.9,732209.3,824408.9221833919,0.3282466426149275,0.2495546112434262,KT2
2022-11-01,916836.860516206,753922.06,732415.7,817337.4731967974,0.3282466426149275,0.2495546112434262,KT2
2022-12-01,963401.0048970602,716983.9,737025.2,826022.2915457062,0.3282466426149275,0.2495546112434262,KT2
2022-01-01,1799490.544068439,1530702.6,2737212.2,2011071.5386926872,0.4286288274742545,0.3484949439552764,SW1
2022-02-01,1890431.977244148,1579185.4,2732950.5,2050636.1671536963,0.4286288274742545,0.3484949439552764,SW1
2022-03-01,1700859.5075557546,1543826.1,2774785.2,2007808.1362013335,0.4286288274742545,0.3484949439552764,SW1
2022-04-01,1923815.278383809,1525928.0,2746250.2,2039883.7326987311,0.4286288274742545,0.3484949439552764,SW1
2022-05-01,1813634.442754211,1524159.6,2764708.2,2021001.5760498848,0.4286288274742545,0.3484949439552764,SW1
2022-06-01,1757044.1665739887,1502595.2,2784894.8,2006180.7532695376,0.4286288274742545,0.3484949439552764,SW1
2022-07-01,1948210.872286943,1577187.1,2768722.8,2075123.6460695136,0.4286288274742545,0.3484949439552764,SW1
2022-08-01,1751921.6531398047,1505920.8,2801544.0,2012266.6768440737,0.4286288274742545,0.3484949439552764,SW1
2022-09-01,1836760.0351525492,1530127.4,2794967.8,2039259.009589794,0.4286288274742545,0.3484949439552764,SW1
2022-10-01,1919875.8888644672,1525928.0,2795272.2,2056089.655562366,0.4286288274742545,0.3484949439552764,SW1
2022-11-01,1730572.533411696,1513047.2,2829761.8,2020396.8066614263,0.4286288274742545,0.3484949439552764,SW1
2022-12-01,1911234.9940793156,1542159.6,2812141.5,2067000.0029552728,0.4286288274742545,0.3484949439552764,SW1
2022-01-01,414740.2926962856,457582.06,374635.2,421151.60917365336,0.4892464965766032,0.3627685938367631,DA14
2022-02-01,415888.6036678404,460211.84,376223.75,423184.42857046286,0.4892464965766032,0.3627685938367631,DA14
2022-03-01,417036.9146393952,460543.9,377632.3,424027.79816026776,0.4892464965766032,0.3627685938367631,DA14
2022-04-01,418185.22561095,455459.5,379220.94,422286.51466728933,0.4892464965766032,0.3627685938367631,DA14
2022-05-01,419333.53658250475,453360.56,380749.53,421984.07276592066,0.4892464965766032,0.3627685938367631,DA14
2022-06-01,420481.8475540595,458647.7,382390.56,425336.0343286775,0.4892464965766032,0.3627685938367631,DA14
2022-07-01,421630.1585256143,458287.12,383987.5,425908.87420048646,0.4892464965766032,0.3627685938367631,DA14
2022-08-01,422778.4694971691,455857.84,385647.75,425492.5767245033,0.4892464965766032,0.3627685938367631,DA14
2022-09-01,423926.78046872385,457890.06,387308.1,427259.0887698559,0.4892464965766032,0.3627685938367631,DA14
2022-10-01,425075.09144027863,463310.72,388905.03,430660.3764298474,0.4892464965766032,0.3627685938367631,DA14
2022-11-01,426223.4024118334,458987.56,390565.34,429317.52656504326,0.4892464965766032,0.3627685938367631,DA14
2022-12-01,427371.7133833882,453092.62,392162.3,427182.7074514304,0.4892464965766032,0.3627685938367631,DA14
2022-01-01,344744.0501687129,333373.12,328773.0,333409.30552760145,0.5086149373153295,0.347586392096465,RM8
2022-02-01,350916.59958825243,329737.88,329275.03,332622.47135996923,0.5086149373153295,0.347586392096465,RM8
2022-03-01,354786.455833243,325779.12,330154.06,331471.00594036444,0.5086149373153295,0.347586392096465,RM8
2022-04-01,353924.62414080533,327276.88,331489.12,332572.90748586686,0.5086149373153295,0.347586392096465,RM8
2022-05-01,352822.5641583684,327260.56,332799.22,332861.50506199256,0.5086149373153295,0.347586392096465,RM8
2022-06-01,354654.86404003785,325779.12,333974.7,332780.0856885407,0.5086149373153295,0.347586392096465,RM8
2022-07-01,357875.45388436504,329312.47,335021.47,335404.1598230827,0.5086149373153295,0.347586392096465,RM8
2022-08-01,357821.2709178779,329312.47,336315.38,335846.1138931309,0.5086149373153295,0.347586392096465,RM8
2022-09-01,356604.63570496073,322293.62,337682.28,332576.38725350355,0.5086149373153295,0.347586392096465,RM8
2022-10-01,358562.64381191053,330446.97,338808.25,337396.2336653527,0.5086149373153295,0.347586392096465,RM8
2022-11-01,361505.2279726638,338000.53,339914.03,342045.580882323,0.5086149373153295,0.347586392096465,RM8
2022-12-01,361417.2887573243,338388.66,341168.5,342666.38075697795,0.5086149373153295,0.347586392096465,RM8
2022-01-01,494273.7508942808,530436.94,494225.28,510226.47448635544,0.4416108469874155,0.3575956029954338,UB6
2022-02-01,482821.058941027,557101.8,498367.47,521183.5681519813,0.4416108469874155,0.3575956029954338,UB6
2022-03-01,493571.66537678073,528581.3,497809.28,510547.65213191294,0.4416108469874155,0.3575956029954338,UB6
2022-04-01,490899.7672742899,550615.06,500161.88,520582.7790581542,0.4416108469874155,0.3575956029954338,UB6
2022-05-01,491123.9717301415,552107.94,501865.8,521896.3841678807,0.4416108469874155,0.3575956029954338,UB6
2022-06-01,498716.39008104726,535310.5,502126.34,516096.1290545587,0.4416108469874155,0.3575956029954338,UB6
2022-07-01,490733.0369263152,550615.06,505503.06,522459.28316249594,0.4416108469874155,0.3575956029954338,UB6
2022-08-01,503176.7063556404,531484.94,504774.8,516249.40065244155,0.4416108469874155,0.3575956029954338,UB6
2022-09-01,494309.1991325244,530436.94,508390.1,515298.869613176,0.4416108469874155,0.3575956029954338,UB6
2022-10-01,503805.2235672813,531484.94,508204.34,517601.9912789109,0.4416108469874155,0.3575956029954338,UB6
2022-11-01,500914.52449092065,531484.94,510601.4,517878.7356654533,0.4416108469874155,0.3575956029954338,UB6
2022-12-01,502683.6349602518,531484.94,511990.47,518730.6869612157,0.4416108469874155,0.3575956029954338,UB6
2022-01-01,434422.94232607295,434691.22,451147.12,440007.51670100546,0.4611578704214059,0.3265246352085943,N17
2022-02-01,435602.95582589664,434029.66,453661.44,440773.9580306525,0.4611578704214059,0.3265246352085943,N17
2022-03-01,436782.9693257203,435527.97,455921.78,442453.5096830363,0.4611578704214059,0.3265246352085943,N17
2022-04-01,437962.982825544,435568.56,458436.0,443543.72035893623,0.4611578704214059,0.3265246352085943,N17
2022-05-01,439142.99632536765,438437.84,460865.62,445910.7797071798,0.4611578704214059,0.3265246352085943,N17
2022-06-01,440323.00982519134,437187.12,463379.97,446405.5350616285,0.4611578704214059,0.3265246352085943,N17
2022-07-01,441503.023325015,440402.94,465809.56,448932.3942625488,0.4611578704214059,0.3265246352085943,N17
2022-08-01,442683.03682483867,445915.72,468323.8,452546.1549558827,0.4611578704214059,0.3265246352085943,N17
2022-09-01,443863.0503246624,444933.53,470838.16,453164.748298522,0.4611578704214059,0.3265246352085943,N17
2022-10-01,445043.0638244861,445448.1,473267.7,454445.88847573474,0.4611578704214059,0.3265246352085943,N17
2022-11-01,446223.07732430974,445660.0,475782.03,455615.1360241263,0.4611578704214059,0.3265246352085943,N17
2022-12-01,447403.09082413337,443740.88,478211.6,455773.9706994123,0.4611578704214059,0.3265246352085943,N17
2022-01-01,655277.4293948448,612162.8,597721.25,615169.3472144679,0.4813459896598036,0.3362806292738945,BR4
2022-02-01,658870.2831914265,612162.8,599768.3,616512.9713711826,0.4813459896598036,0.3362806292738945,BR4
2022-03-01,651666.5861907698,612162.8,601719.2,615855.258672646,0.4813459896598036,0.3362806292738945,BR4
2022-04-01,663447.1706854455,623304.94,603735.25,624044.906665753,0.4813459896598036,0.3362806292738945,BR4
2022-05-01,661011.6872825541,623304.94,605725.06,624269.8738819724,0.4813459896598036,0.3362806292738945,BR4
2022-06-01,659731.5226839633,623304.94,607819.8,624740.8264211712,0.4813459896598036,0.3362806292738945,BR4
2022-07-01,669849.7254185526,616258.25,609991.8,623924.6228190996,0.4813459896598036,0.3362806292738945,BR4
2022-08-01,664193.7561768998,623304.94,611914.75,626931.6713932303,0.4813459896598036,0.3362806292738945,BR4
2022-09-01,668581.8685110083,616258.25,614104.8,625076.521696366,0.4813459896598036,0.3362806292738945,BR4
2022-10-01,674297.0410444435,618442.06,616263.2,627895.8133305695,0.4813459896598036,0.3362806292738945,BR4
2022-11-01,669189.784751157,616258.25,618200.8,626564.794893993,0.4813459896598036,0.3362806292738945,BR4
2022-12-01,676861.5962380993,618442.06,620411.2,629758.4119823959,0.4813459896598036,0.3362806292738945,BR4
2022-01-01,561127.7590457158,545184.94,612535.56,570614.0754862807,0.4703897854367516,0.3304100808715991,SE13
2022-02-01,558705.6762780087,545375.6,616539.25,571544.1403283174,0.4703897854367516,0.3304100808715991,SE13
2022-03-01,560767.1222408416,545184.94,620014.94,573013.4991372051,0.4703897854367516,0.3304100808715991,SE13
2022-04-01,562375.3443881811,545184.94,623885.1,574612.597082547,0.4703897854367516,0.3304100808715991,SE13
2022-05-01,564029.3813031457,545184.94,627627.3,576178.5420617766,0.4703897854367516,0.3304100808715991,SE13
2022-06-01,565678.786967808,545048.25,631496.44,577721.2091712212,0.4703897854367516,0.3304100808715991,SE13
2022-07-01,567328.6607889289,568481.5,635238.6,590309.073084783,0.4703897854367516,0.3304100808715991,SE13
2022-08-01,568978.4872857948,545069.94,639137.94,580913.541303133,0.4703897854367516,0.3304100808715991,SE13
2022-09-01,570628.3185664997,538272.75,643049.2,579337.1789020551,0.4703897854367516,0.3304100808715991,SE13
2022-10-01,572278.1493636236,538272.75,646876.06,580930.2585394952,0.4703897854367516,0.3304100808715991,SE13
2022-11-01,573927.9802096309,538272.75,650832.06,582566.0073445165,0.4703897854367516,0.3304100808715991,SE13
2022-12-01,575577.8110506968,538272.75,654751.3,584189.6102739805,0.4703897854367516,0.3304100808715991,SE13
