,BuildDate,Price,EnergyEfficiency,HouseSize,NumOfRms,PricePer,BuildDate,predicted_mean
97,1990.0,-0.7962958952714729,-0.8928092007456483,-0.9241912591316521,-1.1145310710918859,-1.0687975516484838,0.42782463014681665,
99,1900.0,-0.6797797011249571,-1.6967461366313497,0.803588683117039,0.8202969927574064,-1.2015855748431852,0.4657289289887311,
101,1929.0,-0.8116848265738429,-3.143832621225612,0.4862687871087192,2.755125056606699,-1.3350857842797488,0.5258529892207332,
102,1929.0,-0.8193792922250279,-0.169265958448517,-0.43342108098319126,-0.1471170391672397,-1.2551739507310877,0.4657289289887311,
103,1900.0,-0.7721132889391772,0.1523088159057636,0.5615650336191679,0.8202969927574064,-1.289908748494556,0.42782463014681665,
104,1900.0,-0.7237480762745857,-1.6967461366313497,0.2765149575438976,1.7877110246820527,-1.1950196718095067,0.4918698247417755,
105,1966.0,-0.7039623074572529,0.07191512231719344,-0.5194739341379899,-0.1471170391672397,-0.9843919735574576,0.42782463014681665,
106,1966.0,-0.7457322638494001,-0.4104470392142274,-0.3796380477614421,-0.1471170391672397,-1.1144069718823026,0.42782463014681665,
107,1975.0,-0.7567243576368071,-0.5712344263913677,-0.5923499441534599,-0.1471170391672397,-1.080468667211773,0.4657289289887311,
108,1900.0,-0.8248753391187315,-0.6516281199799379,-0.8851985600458839,-1.1145310710918859,-1.1699833312698658,0.4657289289887311,
109,1900.0,-0.8171808734675464,-0.8124155071570781,-0.7561192803136861,-1.1145310710918859,-1.1846352805629503,0.4657289289887311,
110,1975.0,-0.5863469039319964,0.7954583646143247,0.40021593395392047,0.8202969927574064,-1.0254847968622005,-2.0555604663924023,
112,1900.0,-0.6709860260950314,-1.2143839750999288,0.7229141332844153,0.8202969927574064,-1.1823560884506934,0.4657289289887311,
113,1900.0,-0.8897286924644336,-1.2143839750999288,0.10602274223095272,-0.1471170391672397,-1.4262132917447279,0.5140895861318633,
115,1929.0,-0.8556532017234715,-0.8124155071570781,-0.299501328261036,0.8202969927574064,-1.3443170198413752,0.4657289289887311,
116,1900.0,-0.7633196139092514,-1.1339902815113587,-0.6216616972593132,-1.1145310710918859,-1.087095160983272,0.42782463014681665,
117,1982.0,-0.7589227763942886,-0.7320218135685079,-0.6867391674576298,-0.1471170391672397,-1.054969618527839,0.42782463014681665,
118,1929.0,0.05669058263132178,0.956245751791465,2.2019475468825167,0.8202969927574064,-0.7387973949305121,0.5454586610355165,
120,1900.0,-0.8083871984376207,0.1523088159057636,-0.8099023135354352,-1.1145310710918859,-1.14542387340717,0.4657289289887311,
122,1975.0,-0.7237480762745857,-0.08887226485994684,-0.255937071351419,0.8202969927574064,-1.1009834167075419,0.4657289289887311,
123,1966.0,-0.6687876073375499,-0.008478571271376705,-0.7292277637028115,-1.1145310710918859,-0.8046613955622826,0.4657289289887311,
124,1982.0,-0.6731844448525128,-1.1339902815113587,0.10440925123430017,0.8202969927574064,-1.0919424224035397,0.4657289289887311,
126,1929.0,-0.8336690141486572,0.07191512231719344,-0.43342108098319126,-0.1471170391672397,-1.2851057900012466,0.4918698247417755,
127,1929.0,-0.7743117076966586,-1.3751713622770692,-0.567878664037564,-0.1471170391672397,-1.1282683697530838,0.42782463014681665,
128,1990.0,-0.86884371426836,0.5542772838486143,-0.042805667300271646,-0.1471170391672397,-1.3862887637968624,0.5140895861318633,
129,1900.0,-0.7193512387596228,0.393489896671474,-0.0031568152091981058,-0.1471170391672397,-1.1449122180350324,0.42782463014681665,
133,0.0,-0.7017638886997715,-0.9732028943342184,-0.16450591487444552,0.8202969927574064,-1.0820716355113569,0.4657289289887311,
135,1975.0,-0.8138832453313243,-1.5359587494542093,0.10172009957321287,0.8202969927574064,-1.3088583289173659,0.5140895861318633,
136,1929.0,-0.7699148701816957,-0.08887226485994684,-0.06473838824810105,-0.1471170391672397,-1.2185821508875254,0.42782463014681665,
138,1929.0,-0.716378976599508,-0.6516281199799379,0.5161183705467899,0.8202969927574064,-1.2145641535452065,0.4657289289887311,
139,1929.0,-0.69956546994229,-2.581076766105621,0.05654235166694341,-0.1471170391672397,-1.124033618019281,0.4657289289887311,
140,1975.0,-0.6281168603241435,-1.2143839750999288,0.66617303323547,0.8202969927574064,-1.1237062178147117,0.42782463014681665,
142,1975.0,-0.7083591449722157,0.23270250949433371,-0.045645411454379885,-0.1471170391672397,-1.1188076219809269,0.4657289289887311,
143,1975.0,-0.7951966858927322,0.07191512231719344,-0.5888540469940463,-0.1471170391672397,-1.1713954267413618,0.4657289289887311,
144,1900.0,-0.6654899792013278,0.393489896671474,0.3733244173430459,-0.1471170391672397,-1.1280037928301434,0.4657289289887311,
146,1929.0,-0.7391370075769558,-1.2143839750999288,-0.8099023135354352,-1.1145310710918859,-0.9520181427384499,0.42782463014681665,
147,1929.0,-0.7501291013643628,-1.1339902815113587,-0.5759461190208264,-0.1471170391672397,-1.070165120503958,0.42782463014681665,
149,1975.0,-0.6813185942551941,-0.08887226485994684,0.3733244173430459,0.8202969927574064,-1.1495932697420008,0.4657289289887311,
151,1966.0,-0.7699148701816957,-0.4104470392142274,0.5677500824396692,-1.1145310710918859,-1.2876421144701329,0.4657289289887311,
152,1900.0,-0.5533706225697749,0.8758520582028948,6.504590204622448,2.755125056606699,-1.3506595977119822,0.4657289289887311,
155,1900.0,-0.7743117076966586,-1.2143839750999288,-0.4603125975940658,-0.1471170391672397,-1.1547453040050573,0.42782463014681665,
158,1929.0,-0.8710421330258415,-3.3046200084027526,0.6691311000626662,0.8202969927574064,-1.4178882712679157,0.5140895861318633,
160,1929.0,-0.5984382070981442,0.7150646710257546,0.2289169731426493,-0.1471170391672397,-1.0061933278489412,0.5454586610355165,
161,1975.0,-0.8182800828462872,-0.8928092007456483,0.6422395834517916,-0.1471170391672397,-1.352644299123657,0.5258529892207332,
163,1975.0,-0.3665050281838534,0.4738835902600441,1.0187208160040355,0.8202969927574064,-0.8886659048426369,0.5454586610355165,
164,1929.0,-0.8160816640888058,0.6346709774371844,-0.8529287401128346,-1.1145310710918859,-1.1540257627328432,0.4657289289887311,
168,1900.0,-0.7677164514242143,-0.8928092007456483,0.9859131657387686,2.755125056606699,-1.3145309126576845,0.4657289289887311,
169,1949.0,-0.8704925283364712,0.5542772838486143,-0.7668758869580359,-1.1145310710918859,-1.3252402251553062,0.4918698247417755,
170,1900.0,-0.7446330544706593,0.31309620308290387,-0.35274653115056753,-0.1471170391672397,-1.1186270073069857,0.4657289289887311,
173,1900.0,-0.8567524111022122,-0.7320218135685079,0.10440925123430017,-0.1471170391672397,-1.3752648524182438,0.5140895861318633,
174,1929.0,-0.7036699177625079,-0.24965965203708712,-0.24491154954096056,-0.1471170391672397,-1.0661521914522547,0.4657289289887311,
179,1929.0,-0.6687876073375499,-1.4555650558656392,-0.19838922580414764,-0.1471170391672397,-1.0143386206143155,0.4657289289887311,
180,1929.0,-0.79189905775651,-0.24965965203708712,-0.702336247091937,-1.1145310710918859,-1.1335445704192366,0.4657289289887311,
187,0.0,-0.7721132889391772,0.31309620308290387,-0.7937674035689104,-0.1471170391672397,-1.0504289281178396,0.4657289289887311,
189,1900.0,-0.8050895703013986,0.393489896671474,0.22999263380708446,0.8202969927574064,-1.3069201187996586,0.5258529892207332,
190,1929.0,-0.6731844448525128,-0.24965965203708712,-0.21828894809619467,0.8202969927574064,-1.016870461157129,0.42782463014681665,
191,1966.0,-0.372001075077557,-3.143832621225612,2.3256485232925397,1.7877110246820527,-1.0777111562765924,0.4657289289887311,
192,1929.0,-0.6358113259753285,-1.3751713622770692,0.4539989671756696,-0.1471170391672397,-1.1011685581854895,0.4657289289887311,
194,1929.0,-0.009261980093121106,0.956245751791465,4.111245226254611,2.755125056606699,-1.0109608416089173,-2.0555604663924023,
195,1900.0,-0.8886294830856929,0.31309620308290387,-0.48720411420494036,-1.1145310710918859,-1.396817212918365,0.5140895861318633,
196,1900.0,-0.46653308164925844,-0.33005334562565725,1.725967702870037,1.7877110246820527,-1.091230447541958,0.4657289289887311,
198,1990.0,-0.7501291013643628,-0.49084073280279755,0.25607740491963277,0.8202969927574064,-1.2301561088174597,0.42782463014681665,
201,1949.0,-0.7787085452116215,-0.8928092007456483,-1.0530016236977413,-1.1145310710918859,-0.9446562664131046,0.4657289289887311,
202,1929.0,-0.7875022202415471,0.07191512231719344,-0.35274653115056753,-0.1471170391672397,-1.2038566513304891,0.42782463014681665,
203,1900.0,-0.73034333254703,-0.008478571271376705,-0.2989634979288184,-0.1471170391672397,-1.1034010305478463,0.4657289289887311,
206,1929.0,-0.7435338450919186,-0.8124155071570781,-0.6555450081890152,-1.1145310710918859,-1.0277851505729234,0.42782463014681665,
207,1929.0,-0.6863749573974014,-3.626194782757033,0.21197531767779845,1.7877110246820527,-1.1313021851361218,0.4657289289887311,
208,1929.0,-0.6555970947926614,-0.008478571271376705,-0.7292277637028115,-1.1145310710918859,-0.770278154554511,0.4657289289887311,
212,1900.0,-0.7127559824871785,-0.9732028943342184,-0.16504374520666293,-0.1471170391672397,-1.1014891324223508,0.4657289289887311,
214,1949.0,-0.7633196139092514,0.07191512231719344,0.29264986751042216,0.8202969927574064,-1.2530934243684724,0.42782463014681665,
215,1900.0,-0.8007037248802231,-0.49084073280279755,-0.5409871474266895,-1.1145310710918859,-1.1948037333723516,0.4657289289887311,
217,1966.0,-0.8403741913589755,0.07191512231719344,-0.8367938301463098,-1.1145310710918859,-1.228476771764795,0.5140895861318633,
220,1900.0,-0.49731094425399847,-0.4104470392142274,4.132758439543311,3.7225390885313447,-1.2662008264504954,0.5454586610355165,
221,1990.0,-0.41596945022718557,0.1523088159057636,3.7616555103132416,1.7877110246820527,-1.2064749785658497,0.4657289289887311,
222,1990.0,-0.8226769203612501,-0.6516281199799379,0.29264986751042216,0.8202969927574064,-1.336980247309122,0.4657289289887311,
223,1975.0,-0.827073757876213,0.5542772838486143,-1.0578420966876987,-2.081945103016532,-1.1147189319227944,0.5350023027342987,
224,1929.0,-0.8937957671657742,0.7150646710257546,-0.08383136504182181,-0.1471170391672397,-1.4263627153060823,0.5140895861318633,
225,1900.0,-0.7083591449722157,0.4738835902600441,-0.2777191998062275,0.8202969927574064,-1.06663954520558,0.4657289289887311,
227,1966.0,-0.6105295102642921,-0.08887226485994684,0.5992131568743925,0.8202969927574064,-1.092129329517626,0.4657289289887311,
228,1900.0,-0.8545539923447307,-0.33005334562565725,-0.6485532138701878,-1.1145310710918859,-1.3016066757527447,0.5258529892207332,
229,1900.0,-0.7462818685387703,-0.169265958448517,-0.4818258108827654,-0.1471170391672397,-1.0891002458733519,0.4657289289887311,
230,1929.0,-0.83806585166362,0.23270250949433371,-0.2720719813179438,-0.1471170391672397,-1.3134779056369807,0.4918698247417755,
231,1929.0,-0.7127559824871785,-0.33005334562565725,0.21197531767779845,0.8202969927574064,-1.1699833312698658,0.42782463014681665,
232,1900.0,-0.83806585166362,-0.7320218135685079,0.2894228855171171,0.8202969927574064,-1.3585352501650465,0.5350023027342987,
233,1929.0,-0.5984382070981442,-0.7320218135685079,-0.41997532267775395,0.8202969927574064,-0.7985758661803778,0.42782463014681665,
234,1929.0,-0.8061887796801394,-0.5712344263913677,-0.9174683799789335,-0.1471170391672397,-1.102121671386105,0.42782463014681665,
235,1929.0,-0.7391370075769558,-0.08887226485994684,0.1635705877782243,0.8202969927574064,-1.2021351790792436,0.5454586610355165,
237,1929.0,-0.8765381799195451,-0.169265958448517,0.31954138412129673,1.7877110246820527,-1.4140429437803932,0.5258529892207332,
238,1929.0,-0.7699148701816957,0.4738835902600441,-0.702336247091937,-1.1145310710918859,-1.0774849383413483,0.4657289289887311,
243,1900.0,-0.8006949312051932,0.5542772838486143,0.2657583508995476,0.8202969927574064,-1.3036408428007806,0.5258529892207332,
244,1900.0,-0.7171528200021414,-0.9732028943342184,0.1850838010669239,-0.1471170391672397,-1.1724315050757999,0.4657289289887311,
245,1929.0,-0.7809069639691029,-1.2947776686884989,-0.36511662879156986,-0.1471170391672397,-1.1883746061939506,0.4918698247417755,
247,1929.0,-0.8116848265738429,0.31309620308290387,-0.5011877028425953,-0.1471170391672397,-1.2271226458653377,0.42782463014681665,
248,1929.0,-0.8358674329061386,-1.1339902815113587,-0.7547747044831424,-1.1145310710918859,-1.2347446145244316,0.4657289289887311,
250,1929.0,-0.8193792922250279,0.4738835902600441,0.1458221868150472,-0.1471170391672397,-1.3210529781725673,0.5350023027342987,
252,1929.0,-0.8116848265738429,0.07191512231719344,-0.5409871474266895,-0.1471170391672397,-1.2195745442618449,0.4657289289887311,
253,1929.0,-0.7589227763942886,-0.4104470392142274,-0.5528194147354742,-1.1145310710918859,-1.09721236201127,0.4657289289887311,
255,1929.0,-0.8447710288739384,0.5542772838486143,-0.7668758869580359,-1.1145310710918859,-1.2560400095949384,0.4918698247417755,
256,1900.0,-0.7787085452116215,-0.8928092007456483,5.966759872404957,8.559609248154576,-1.430927571060996,0.42782463014681665,
257,1900.0,-0.9266621275901217,0.5542772838486143,-0.16450591487444552,-0.1471170391672397,-1.4817768122267114,0.4918698247417755,
258,1900.0,-0.6687876073375499,-1.85753352380849,0.3278777542706679,-0.1471170391672397,-1.1252888902878282,0.42782463014681665,
259,1966.0,-0.7864030108628065,-0.6516281199799379,-0.6754447304810623,-0.1471170391672397,-1.1274615039597207,0.4657289289887311,
260,1949.0,-0.7951966858927322,0.31309620308290387,0.385694514984048,0.8202969927574064,-1.3059146471034215,0.5140895861318633,
262,1990.0,-0.7270457044108078,0.23270250949433371,1.4489850817780288,1.7877110246820527,-1.3009671065375703,0.4657289289887311,
264,1975.0,-0.5478745756760713,1.1974268325571753,0.12592246452299977,0.8202969927574064,-0.9047219992763097,0.5519938849737777,
265,1929.0,-0.79189905775651,-0.4104470392142274,-1.078817479644181,-1.1145310710918859,-0.9765776006011457,0.4657289289887311,
266,1990.0,-0.7391370075769558,-0.8928092007456483,-0.06178032142090485,-0.1471170391672397,-1.167305604644548,0.4657289289887311,
268,1929.0,-0.7391370075769558,-0.33005334562565725,-0.24518046470706925,-0.1471170391672397,-1.132120833731544,0.4657289289887311,
270,1949.0,-0.7616707998411404,-1.2143839750999288,-0.16450591487444552,-1.1145310710918859,-1.1885424670411073,0.4657289289887311,
271,1929.0,-0.8083871984376207,-1.0535965879227884,-0.48720411420494036,-1.1145310710918859,-1.222513282809517,0.4657289289887311,
274,1900.0,-0.7358393794407336,-0.8124155071570781,-0.5834757436718713,-0.1471170391672397,-1.0345763044430945,0.42782463014681665,
275,1929.0,-0.8171808734675464,0.4738835902600441,0.023734701401676463,-0.1471170391672397,-1.3068686657614257,0.5350023027342987,
277,1949.0,-0.8014533856765244,-0.8124155071570781,0.07751773462342561,0.8202969927574064,-1.2872164298099666,0.42782463014681665,
278,1929.0,-0.6380097447328099,-0.7320218135685079,1.0219477979973406,0.8202969927574064,-1.17853074520546,0.42782463014681665,
279,1975.0,-0.4830212223303692,0.956245751791465,1.252139180186427,-0.1471170391672397,-1.0479775816119787,0.5454586610355165,
281,1929.0,-0.6973670511848086,0.23270250949433371,-0.12443755512424255,-0.1471170391672397,-1.0834871149807734,0.4657289289887311,
282,1966.0,-0.36210819066889055,0.7150646710257546,2.0489348173666406,0.8202969927574064,-1.0411200744502715,0.5454586610355165,
283,1929.0,-0.327483095238558,1.1170331389686052,1.1071939056538131,0.8202969927574064,-0.8657933959152773,0.5519938849737777,
284,1949.0,-0.5528100257866172,0.956245751791465,-0.26884499932463896,-0.1471170391672397,-0.7751807552825596,-2.0555604663924023,
285,1949.0,-0.5698587632508857,0.956245751791465,-0.23442385806271945,-0.1471170391672397,-0.8212022291701245,-2.0555604663924023,
286,1929.0,-0.8622484579959158,-1.6163524430427796,0.009482197597912911,-0.1471170391672397,-1.3784587141051288,0.4657289289887311,
288,1929.0,-0.7732124983179178,-0.008478571271376705,-0.6351074555647506,-0.1471170391672397,-1.1068440033883253,0.4657289289887311,
289,1929.0,-0.7215496575171043,-0.5712344263913677,0.23886683428867303,-0.1471170391672397,-1.186697406759754,0.42782463014681665,
290,1929.0,-0.8402642704211015,0.4738835902600441,0.31685223246020944,1.7877110246820527,-1.3632353823750827,0.5258529892207332,
291,1929.0,-0.6151461896550031,-1.2143839750999288,1.3785293082575372,1.7877110246820527,-1.1905183861552628,0.42782463014681665,
292,1966.0,-0.7128659034250526,0.393489896671474,-0.3479060581606101,-1.1145310710918859,-1.0567983846861089,-2.0555604663924023,
293,1975.0,-0.747271156979637,-0.4104470392142274,-0.2720719813179438,-0.1471170391672397,-1.1417003426989558,0.42782463014681665,
294,1949.0,-0.5698587632508857,0.07191512231719344,0.13130076784517475,-0.1471170391672397,-0.9397384138071045,0.42782463014681665,
295,1929.0,-0.7962958952714729,0.31309620308290387,-1.1594920294768047,-1.1145310710918859,-0.9410087305931049,0.42782463014681665,
296,1949.0,-0.8303713860124351,0.07191512231719344,-1.0691365336642662,-1.1145310710918859,-1.121771354733163,0.42782463014681665,
298,1929.0,-0.8248753391187315,-1.2143839750999288,0.23886683428867303,0.8202969927574064,-1.3363281778120983,0.5258529892207332,
300,1966.0,-0.7545259388793257,-0.33005334562565725,-0.4974228905170728,-0.1471170391672397,-1.1027734571906567,0.4657289289887311,
301,1975.0,-0.8776373892982858,-0.8124155071570781,-0.21828894809619467,-0.1471170391672397,-1.3915940643277742,0.42782463014681665,
302,1900.0,-0.7083591449722157,-0.33005334562565725,0.13130076784517475,-0.1471170391672397,-1.1507264836275268,0.42782463014681665,
303,1929.0,-0.7457322638494001,-0.4104470392142274,-0.21828894809619467,-0.1471170391672397,-1.149836900991874,0.4918698247417755,
304,1929.0,-0.8081673565618727,-0.008478571271376705,-0.9712514132006826,-1.1145310710918859,-1.0868904988344164,0.42782463014681665,
305,1929.0,-0.7962958952714729,0.1523088159057636,-0.567878664037564,-0.1471170391672397,-1.1788319594703967,0.4657289289887311,
308,0.0,-0.6566963041714021,-0.169265958448517,0.5077820003974187,0.8202969927574064,-1.1366863739752506,0.42782463014681665,
309,1966.0,-0.6171247665367364,-1.2143839750999288,0.66617303323547,0.8202969927574064,-1.1103986366629774,0.42782463014681665,
311,1929.0,-0.7336409606832521,-0.08887226485994684,-0.1658504907049892,0.8202969927574064,-1.1384577572791332,0.42782463014681665,
315,1949.0,-0.6028350446131071,1.1974268325571753,0.11570368821086754,-0.1471170391672397,-0.9861609954384333,-2.0555604663924023,
316,1900.0,-0.7325417513045115,-0.008478571271376705,1.2069614322801576,0.8202969927574064,-1.2917573098390598,0.4657289289887311,
318,1900.0,-0.6632915604438464,0.5542772838486143,-0.9986807601437748,-0.1471170391672397,-0.58925009576659,0.42782463014681665,
320,1995.0,-0.8424626891785829,0.31309620308290387,-0.1940865831464074,-0.1471170391672397,-1.3294164066285181,0.5140895861318633,
321,1929.0,-0.40497735643977845,0.5542772838486143,0.5927591928877823,-0.1471170391672397,-0.8350425091120558,0.5519938849737777,
326,1900.0,-0.5313864349949606,-0.169265958448517,1.1531783990584084,-0.1471170391672397,-1.0830909015491366,0.5454586610355165,
331,1929.0,-0.7347401700619929,-1.3751713622770692,-0.056939848430947244,-0.1471170391672397,-1.1607735345713541,0.4657289289887311,
332,1900.0,-0.8864310643282115,0.393489896671474,-0.4065295643723167,-0.1471170391672397,-1.3973198918804666,0.5258529892207332,
335,1929.0,-0.8460241275657028,-0.08887226485994684,1.1679687331943893,1.7877110246820527,-1.404441401943214,0.4657289289887311,
336,1900.0,-0.8006927327864357,0.31309620308290387,-0.8636853467571843,-1.1145310710918859,-1.1055147543802923,0.42782463014681665,
337,1929.0,-0.7413354263344372,-1.5359587494542093,0.10440925123430017,0.8202969927574064,-1.1971279952233713,0.42782463014681665,
338,1929.0,-0.7402362169556964,0.393489896671474,-0.6482842987040791,-1.1145310710918859,-1.0223407562019922,0.42782463014681665,
339,1900.0,-0.8369666422848794,-2.339895685339911,-0.7725231054463195,-1.1145310710918859,-1.233798159050627,0.5140895861318633,
341,1900.0,-0.7182520293808822,0.5542772838486143,0.8842632329496627,2.755125056606699,-1.25287150155646,0.5454586610355165,
342,1966.0,-0.8182800828462872,0.31309620308290387,0.21197531767779845,0.8202969927574064,-1.3247079158048418,0.5140895861318633,
