ID,Price,Date,Postcode,Type,Ownership,Street Number,Flat Number,Street Name,Area,Town,City,County,PricePer,NumOfRms,HouseSize,EnergyEfficiency,BuildDate,Postcode Prefix,Year,Index of Multiple Deprivation,London zone,Nearest station,Distance to station,Average Income,IMD decile,PTAL2021,AI2021
{2A289E9C-E069-CDC8-E050-A8C063054829},40000,1995-01-03 00:00,HA4 7SR,T,F,37,,STOWE CRESCENT,,RUISLIP,HILLINGDON,GREATER LONDON,439.56043956044,5.0,91.0,63.0,1975.0,HA4,1995,16920,6,West Ruislip,1.61622,59400,6,1a,1.91885350820341
{4917D1A9-A5B7-42A5-87F5-F820D29DCADC},59950,1995-01-06 00:00,HA4 7EQ,F,L,26,,SEAFORD CLOSE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,922.307692307692,3.0,65.0,69.0,1975.0,HA4,1995,25715,6,West Ruislip,0.457639,65100,8,2,7.07242817717737
{2342985F-D4BD-4228-B704-582DC37DF6A2},81000,1995-01-06 00:00,HA4 8TX,T,F,78,,BRIXHAM CRESCENT,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,987.80487804878,4.0,82.0,50.0,1949.0,HA4,1995,27928,6,Ruislip Manor,0.354954,65900,9,3,10.0457786505211
{2A289E9C-E1CB-CDC8-E050-A8C063054829},44000,1995-01-11 00:00,HA4 6DB,F,L,36,,GARDEN CLOSE,,RUISLIP,HILLINGDON,GREATER LONDON,1621.22328666175,3.0,27.14,67.0,1949.0,HA4,1995,29710,6,Ruislip,0.279281,65100,10,4,17.1591476185233
{D7BFB340-3A74-4483-AFC3-2A22D2CDED6B},52000,1995-01-12 00:00,HA4 8HE,S,L,53A,,MANOR WAY,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,742.857142857143,3.0,70.0,66.0,1949.0,HA4,1995,31339,6,Ruislip,0.454869,62900,10,3,10.4257032066359
{7F65ACA4-A9BB-4693-B0EB-665147B151FE},78000,1995-01-13 00:00,HA4 0UQ,T,F,146,,EXMOUTH ROAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1040.0,5.0,75.0,67.0,1949.0,HA4,1995,28002,5,South Ruislip,0.923001,65900,9,0,0.0
{43DE5408-A1F5-43A1-8986-9BE6F7EA1E1E},77000,1995-01-16 00:00,HA4 9HP,S,F,8,,HUNTERS HILL,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,780.220893707569,5.0,98.69,67.0,1949.0,HA4,1995,28002,5,South Ruislip,1.05145,65900,9,0,0.0
{C4D429F6-6E19-4E82-A797-375C47C229B5},90000,1995-01-19 00:00,HA4 6HL,S,F,97,,HERLWYN AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1342.88272157565,4.0,67.02,42.0,1966.0,HA4,1995,29710,6,Ruislip,0.704637,65100,10,2,7.6025741608975
{FC8C97C1-78AE-4EFD-8F76-969C154D7BDC},60000,1995-01-19 00:00,HA4 7TX,F,L,26,,DELL FARM ROAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,967.741935483871,3.0,62.0,55.0,1966.0,HA4,1995,21973,6,Ruislip,2.05018,59400,7,1b,3.01374570044672
{06FC1CEA-092E-4B88-B12E-978E53667124},60000,1995-01-23 00:00,HA4 6UD,F,L,14,FLAT 2,GREAT CENTRAL AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1153.84615384615,3.0,52.0,65.0,1966.0,HA4,1995,18915,5,South Ruislip,0.192104,54200,6,3,10.6525715377317
{2A289E9C-E1F0-CDC8-E050-A8C063054829},40000,1995-01-23 00:00,HA4 7LH,F,L,"BELL VIEW MANOR, 10",FLAT 20,THE OAKS,,RUISLIP,HILLINGDON,GREATER LONDON,1212.12121212121,1.0,33.0,56.0,1990.0,HA4,1995,24926,6,Ruislip,0.660769,59400,8,3,11.1371263633139
{F359D62B-F77E-493D-A4DD-BCCB92116024},52500,1995-01-24 00:00,HA4 6RJ,F,L,1,,WARSAW CLOSE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1173.1843575419,2.0,44.75,70.0,1990.0,HA4,1995,21340,5,South Ruislip,0.749244,54200,7,2,9.3022516047238
{24ED55D4-C784-4F39-9E23-F812F99A4B23},84500,1995-01-24 00:00,HA4 6QZ,S,F,26,,GLEBE AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1207.14285714286,4.0,70.0,58.0,1966.0,HA4,1995,21340,5,South Ruislip,0.782348,54200,7,1b,2.86017970080724
{2A289E9C-E4DF-CDC8-E050-A8C063054829},25950,1995-01-25 00:00,HA4 7TU,F,L,6A,,RESERVOIR ROAD,,RUISLIP,HILLINGDON,GREATER LONDON,682.894736842105,2.0,38.0,59.0,1949.0,HA4,1995,21973,6,Ruislip,2.1347,59400,7,1b,3.01374570044672
{2A289E9C-E429-CDC8-E050-A8C063054829},47000,1995-01-25 00:00,HA4 7YF,F,L,54,,BRICKETT CLOSE,,RUISLIP,HILLINGDON,GREATER LONDON,1000.0,2.0,47.0,51.0,1982.0,HA4,1995,21973,6,West Ruislip,1.80166,59400,7,1a,1.94103011421485
{2A289E9E-09AF-CDC8-E050-A8C063054829},48000,1995-01-25 00:00,HA4 6JZ,S,L,12A,,NORTHDOWN CLOSE,,RUISLIP,HILLINGDON,GREATER LONDON,1033.14679294016,3.0,46.46,69.0,1949.0,HA4,1995,23956,6,Ruislip,0.743395,65100,8,3,12.0969130089365
{36B2CD3B-009E-4757-ACF8-94DC852B4D3D},56000,1995-01-26 00:00,HA4 6EQ,F,L,79,,BEECHWOOD AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1256.1686855092,3.0,44.58,57.0,1949.0,HA4,1995,23956,6,Ruislip,0.728769,65100,8,3,12.5753866357955
{41031932-01A6-431F-8738-32565789BF60},56500,1995-01-26 00:00,HA4 8HW,F,L,85A,,MANOR WAY,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,938.850116317714,3.0,60.18,62.0,1966.0,HA4,1995,23632,6,Ruislip Manor,0.223834,62900,8,3,12.6916263709203
{53CD4D01-FF5D-4234-ADE6-A7FC449A4CB7},86000,1995-01-27 00:00,HA4 0DT,T,F,31,,SIDMOUTH DRIVE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,955.555555555556,5.0,90.0,65.0,1975.0,HA4,1995,27551,5,Ruislip Gardens,0.643873,70400,9,1b,3.02799598046943
{613AEED5-85AD-4862-8379-7CD0C18B444E},84500,1995-01-27 00:00,HA4 9TJ,S,F,88,,PINE GARDENS,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1018.07228915663,4.0,83.0,55.0,1949.0,HA4,1995,20174,5,Eastcote,0.725925,65900,7,1a,1.35163272090604
{EE57F81D-AD28-42D0-B819-62D4B5CB519C},79000,1995-01-27 00:00,HA4 6RQ,S,F,80,,WINGFIELD WAY,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1082.19178082192,4.0,73.0,59.0,1949.0,HA4,1995,21340,5,South Ruislip,0.720211,54200,7,2,8.69853289307404
{1E8D49E5-9F00-454E-A9EB-9A6BB086CF90},81000,1995-01-27 00:00,HA4 7YE,T,F,29,,BRICKETT CLOSE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,880.434782608696,4.0,92.0,64.0,1975.0,HA4,1995,21973,6,West Ruislip,1.83331,59400,7,1a,1.94103011421485
{F503817A-265B-440C-86A1-27455A97C67B},115000,1995-01-31 00:00,HA4 9DS,T,F,19,,WHITBY ROAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,920.0,7.0,125.0,55.0,1949.0,HA4,1995,27551,5,Ruislip Gardens,0.648718,70400,9,1b,2.68722865373306
{EEE66554-3CEF-4BDF-9C23-D328A118FE43},55000,1995-01-31 00:00,HA4 6LE,F,L,8,,BERKELEY CLOSE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1015.80969267139,3.0,54.144,62.0,1966.0,HA4,1995,23956,5,Ruislip Gardens,0.5472,65100,8,2,7.645578354571
{94A7196C-0C98-4521-A4DC-42534916F753},112000,1995-01-31 00:00,HA4 9EG,S,F,75,,COLLINS DRIVE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1108.91089108911,6.0,101.0,52.0,1966.0,HA4,1995,25809,5,Eastcote,0.878936,65900,8,1b,2.57207678270471
{7B87EC22-9E16-49D5-B877-BD0EC9203574},77000,1995-01-31 00:00,HA4 6AZ,T,F,23,,HATHERLEIGH ROAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,885.057471264368,5.0,87.0,55.0,1949.0,HA4,1995,27093,6,Ruislip Manor,0.499442,70400,9,3,10.2086792976358
{1490C080-DC64-4EBD-8760-B78FCC7BF4F5},130500,1995-01-31 00:00,HA4 8EU,S,F,21,,SOUTH DRIVE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1035.71428571429,7.0,126.0,53.0,1949.0,HA4,1995,26634,6,Ruislip,0.239344,62900,9,3,14.5246010694092
{85025035-78ED-4F54-900D-09A887B1C385},108000,1995-02-03 00:00,HA4 9RG,S,F,9,,WINDERMERE AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1113.40206185567,6.0,97.0,56.0,1949.0,HA4,1995,22256,5,Eastcote,0.350474,68400,7,2,9.86225561856989
{70C038C9-BCD9-498F-BBB1-CFD7F0AEFFF2},86500,1995-02-04 00:00,HA4 9TL,S,F,26,,PINE GARDENS,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1054.87804878049,5.0,82.0,51.0,1949.0,HA4,1995,20174,5,Eastcote,0.603354,65900,7,2,6.95284217006297
{B32407EB-746B-456C-9484-C8AF9BCD3B95},59995,1995-02-06 00:00,HA4 9LB,D,F,5,,RYAN CLOSE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1499.875,2.0,40.0,66.0,1990.0,HA4,1995,20174,6,Ruislip Manor,0.620895,65900,7,2,9.28890390625104
{32989D71-F5A5-4E56-BA17-DB124C206525},53000,1995-02-07 00:00,HA4 6RA,F,L,9A,,WELDON CLOSE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,890.756302521008,3.0,59.5,69.0,1949.0,HA4,1995,21340,5,South Ruislip,0.770083,54200,7,2,8.69853289307404
{8B0BEF33-B2DD-46BF-A1C8-5F1DA6FF0E2F},120000,1995-02-07 00:00,HA4 8BJ,S,F,185,,EASTCOTE ROAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1276.59574468085,5.0,94.0,62.0,1929.0,HA4,1995,29334,6,Ruislip Manor,0.668606,62900,9,0,0.0
{C888EF2B-A533-4D45-8CAB-52E95AC2370C},235000,1995-02-07 00:00,HA4 7QH,D,F,37,,ST MARTINS APPROACH,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1140.77669902913,9.0,206.0,58.0,1949.0,HA4,1995,30000,6,Ruislip,1.07417,62900,10,1b,2.70431151113889
{9FB0027C-E28F-4A49-9122-E53FC17B4BCE},290000,1995-02-10 00:00,HA4 7XL,D,F,17,,SHERWOOD AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1071.09879963066,9.0,270.75,52.0,1966.0,HA4,1995,30000,6,Ruislip,1.10406,62900,10,1a,2.44957462466396
{477E1AA5-7088-4548-8C7A-1BC88E886E8B},93750,1995-02-10 00:00,HA4 6SP,D,F,7,,DEANE AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1230.79952737298,5.0,76.17,60.0,1949.0,HA4,1995,18915,5,South Ruislip,0.279949,54200,6,3,10.9820025529739
{6972F183-3E24-49BB-AB2F-32F30438C03A},65000,1995-02-10 00:00,HA4 0DF,T,F,73,,DARTMOUTH ROAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,643.564356435644,5.0,101.0,77.0,1949.0,HA4,1995,27551,5,Ruislip Gardens,0.390553,70400,9,2,6.92609231101607
{924170D8-6107-4029-B85A-C18593618FA4},182500,1995-02-10 00:00,HA4 8AJ,D,F,96,,EVELYN AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,780.214612457783,6.0,233.91,49.0,1949.0,HA4,1995,29334,6,Ruislip Manor,0.834157,62900,9,1a,1.70890649178765
{CF7CEE20-60CE-45C9-B312-3F0CEC4E0120},125000,1995-02-14 00:00,HA4 7JQ,S,F,54,,SHARPS LANE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,961.538461538462,8.0,130.0,33.0,1929.0,HA4,1995,28177,6,Ruislip,0.859686,59400,9,1b,3.25099896713506
{0DE379E1-B75D-4CA6-B60E-6E31E4260B9D},94500,1995-02-15 00:00,HA4 9JL,S,F,97,,PAVILION WAY,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1575.0,4.0,60.0,54.0,1949.0,HA4,1995,25809,5,Eastcote,0.866948,65900,8,1a,1.95618453766063
{AEEBDBAB-2CC7-4166-A452-53BEBE76CA81},165500,1995-02-16 00:00,HA4 7TF,D,F,101,,BURY STREET,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1779.56989247312,5.0,93.0,53.0,1929.0,HA4,1995,28177,6,Ruislip,1.29863,59400,9,1b,3.43132675158939
{7CFABDBB-1596-41D9-80CC-2DF2FB3AD546},58500,1995-02-20 00:00,HA4 6EQ,F,L,77A,,BEECHWOOD AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1125.0,4.0,52.0,71.0,1949.0,HA4,1995,23956,6,Ruislip,0.728769,65100,8,3,12.5753866357955
{2A289E9E-0A08-CDC8-E050-A8C063054829},28620,1995-02-20 00:00,HA4 7LW,F,L,24,,SOUTHCOTE RISE,,RUISLIP,HILLINGDON,GREATER LONDON,440.443213296399,3.0,64.98,71.0,1949.0,HA4,1995,28177,6,West Ruislip,0.865656,59400,9,1a,0.876981244146177
{7A7F4659-901C-4F24-985A-3173C9C40534},84000,1995-02-20 00:00,HA4 7DA,F,L,8A,,KINGSEND,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1174.4966442953,4.0,71.52,66.0,1929.0,HA4,1995,26634,6,Ruislip,0.372887,62900,9,4,15.3308886803674
{FD07FE74-B003-452C-88D2-080A73AE2E8D},99000,1995-02-20 00:00,HA4 8UG,S,F,9,,BEECH AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1087.91208791209,5.0,91.0,69.0,1949.0,HA4,1995,28823,5,Eastcote,0.565817,65900,9,2,7.31822519937945
{F02B7895-BB02-41BA-94E3-D78416BF1AF4},97500,1995-02-22 00:00,HA4 0TN,S,F,112,,WEST MEAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,919.811320754717,5.0,106.0,63.0,1949.0,HA4,1995,28002,5,South Ruislip,0.677417,65900,9,2,8.6525416413439
{2A289E9E-09DD-CDC8-E050-A8C063054829},2500,1995-02-23 00:00,HA4 7UN,F,L,167,FLAT 1,PARK AVENUE,,RUISLIP,HILLINGDON,GREATER LONDON,18.796992481203,4.0,133.0,62.0,1949.0,HA4,1995,29334,6,Ruislip Manor,1.23613,62900,9,0,0.0
{D08D056A-2456-4B0D-82E8-BF41B4E789F4},52500,1995-02-24 00:00,HA4 0EU,F,L,448,,VICTORIA ROAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,673.076923076923,4.0,78.0,75.0,1966.0,HA4,1995,18915,5,South Ruislip,0.267701,54200,6,3,10.7040670348283
{601DD003-2FDD-4996-92EA-9C1E2BD76DC5},65000,1995-02-24 00:00,HA4 7EU,F,L,MERLIN COURT,4,BEMBRIDGE GARDENS,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1015.625,3.0,64.0,54.0,1975.0,HA4,1995,25715,6,West Ruislip,0.590329,65100,8,3,13.3274208584752
{DD4825BC-0FFA-41E8-827A-148CAF9A6A50},79000,1995-02-24 00:00,HA4 0RH,S,F,705,,FIELD END ROAD,RUISLIP,RUISLIP,HARROW,GREATER LONDON,925.275240103069,5.0,85.38,53.0,1949.0,HA4,1995,15825,5,South Ruislip,1.36132,56100,5,1b,4.61028056609385
{ED01F6CA-6D93-4794-96A6-6E83FEC98CFE},71500,1995-02-24 00:00,HA4 9SA,T,F,39,,CHELSTON ROAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1153.22580645161,3.0,62.0,65.0,1929.0,HA4,1995,27928,6,Ruislip Manor,0.388589,65900,9,3,10.8813842767605
{922EE849-53A4-4FE5-B688-63601CDB2CE6},72000,1995-02-24 00:00,HA4 0TL,T,F,10,,WEST MEAD,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1254.35540069686,5.0,57.4,68.0,1949.0,HA4,1995,28002,5,South Ruislip,0.471696,65900,9,2,9.36966554497409
{BAB49132-ABED-423D-9C91-DB68538CF667},182000,1995-02-24 00:00,HA4 7JB,D,F,124,,SHARPS LANE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1255.1724137931,7.0,145.0,53.0,1929.0,HA4,1995,24926,6,West Ruislip,0.549166,59400,8,2,8.86239266366129
{4F04C9FF-3ABC-4108-8F98-52D325D81472},112000,1995-02-24 00:00,HA4 6BX,S,F,34,,SHENLEY AVENUE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,1018.18181818182,6.0,110.0,53.0,1949.0,HA4,1995,23632,6,Ruislip Manor,0.211484,62900,8,3,13.5146166935025
{2A289E9E-09C0-CDC8-E050-A8C063054829},44550,1995-02-25 00:00,HA4 6JZ,F,L,8A,,NORTHDOWN CLOSE,,RUISLIP,HILLINGDON,GREATER LONDON,774.782608695652,3.0,57.5,67.0,1949.0,HA4,1995,23956,6,Ruislip,0.743395,65100,8,3,12.0969130089365
{045D7F99-8299-4CA5-9E55-8A72F6E11897},69000,1995-02-27 00:00,HA4 8RW,F,L,92,,LIME GROVE,RUISLIP,RUISLIP,HILLINGDON,GREATER LONDON,907.894736842105,4.0,76.0,57.0,1949.0,HA4,1995,17059,5,Eastcote,0.731489,59900,6,2,8.28653153145258
