ID,Price,Date,Postcode,Type,Newbuild,Ownership,Street Number,Flat Number,Street Name,Area,Town,City,County,PricePer,NumOfRms,HouseSize,EnergyEfficiency,BuildDate,Postcode Prefix,Year
{39662409-EC8A-44C4-BB48-35382F0FE2D4},53000,1995-01-06 00:00,E7 8JX,T,0,F,3,,FERNDALE ROAD,LONDON,LONDON,NEWHAM,GREATER LONDON,552.083333333333,5.0,96.0,65.0,1900,E7,1995
{2A289E9D-927B-CDC8-E050-A8C063054829},38000,1995-01-06 00:00,E7 8HE,T,0,F,109,,SOUTH ESK ROAD,FOREST GATE,LONDON,NEWHAM,GREATER LONDON,584.615384615385,3.0,65.0,64.0,1900,E7,1995
{2A289E9C-E0FA-CDC8-E050-A8C063054829},23500,1995-01-09 00:00,E7 9EJ,F,0,L,58,,TRUMPINGTON ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,551.643192488263,2.0,42.6,49.0,1900,E7,1995
{2A289E9C-E1F6-CDC8-E050-A8C063054829},48750,1995-01-10 00:00,E7 8HY,S,0,F,44,,ST GEORGES ROAD,,LONDON,NEWHAM,GREATER LONDON,982.882719409666,2.0,49.599,28.0,1929,E7,1995
{2A289E9C-E1F7-CDC8-E050-A8C063054829},46000,1995-01-10 00:00,E7 8HY,S,0,F,44,,ST GEORGES ROAD,,LONDON,NEWHAM,GREATER LONDON,927.438053186556,2.0,49.599,28.0,1929,E7,1995
{2A289E9C-E18C-CDC8-E050-A8C063054829},42000,1995-01-11 00:00,E7 0HY,F,0,L,61,,MOORE WALK,,LONDON,NEWHAM,GREATER LONDON,512.19512195122,4.0,82.0,74.0,1990,E7,1995
{2A289E9C-E1B6-CDC8-E050-A8C063054829},22000,1995-01-11 00:00,E7 9AW,F,0,L,46,FLAT 4,EARLHAM GROVE,,LONDON,NEWHAM,GREATER LONDON,415.094339622641,2.0,53.0,42.0,1900,E7,1995
{39C6CA0B-EDD9-49DC-8B84-F29CEEE40BBD},55000,1995-01-11 00:00,E7 0AN,T,0,F,84,,HUDDLESTONE ROAD,LONDON,LONDON,WALTHAM FOREST,GREATER LONDON,663.610038610039,5.0,82.88,78.0,1949,E7,1995
{2A289E9C-E0D3-CDC8-E050-A8C063054829},33000,1995-01-12 00:00,E7 8EY,F,0,L,38A,,SOUTH ESK ROAD,FOREST GATE,LONDON,NEWHAM,GREATER LONDON,827.897641746111,2.0,39.86,69.0,1929,E7,1995
{2A289E9C-E316-CDC8-E050-A8C063054829},49995,1995-01-12 00:00,E7 9PF,T,0,F,32,,BELTON ROAD,,LONDON,NEWHAM,GREATER LONDON,609.69512195122,4.0,82.0,58.0,1949,E7,1995
{DDD69FE0-98AB-462D-B422-864694482C3E},60000,1995-01-12 00:00,E7 8DX,T,0,F,161,,HALLEY ROAD,LONDON,LONDON,NEWHAM,GREATER LONDON,631.578947368421,6.0,95.0,58.0,1929,E7,1995
{43627D41-32F4-47DE-B5F3-18A19FB9E988},63500,1995-01-12 00:00,E7 0LQ,T,0,F,33,,LATIMER ROAD,LONDON,LONDON,NEWHAM,GREATER LONDON,614.952546968817,4.0,103.26,56.0,1929,E7,1995
{0E495D4B-1671-4E66-9375-17590C3F1741},67000,1995-01-12 00:00,E7 0DN,T,0,F,38,,FOREST ROAD,LONDON,LONDON,NEWHAM,GREATER LONDON,471.830985915493,4.0,142.0,60.0,1929,E7,1995
