ID,Price,Date,Postcode,Type,Newbuild,Ownership,Street Number,Flat Number,Street Name,Area,Town,City,County,priceper,year,dateoftransfer,propertytype,duration,price,postcode,lad21cd,transactionid,id,tfarea,numberrooms,classt,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,CONSTRUCTION_AGE_BAND,PricePer,NumOfRms,HouseSize,EnergyEfficiency,BuildDate,Postcode Prefix
{FADC59B8-6200-42CD-AAF2-A3E4BBFD1AAD},59995,1997-06-30 00:00,RM12 4BH,T,N,F,2,,HAYBURN WAY,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,624.947916666667,1997.0,1997-06-30,T,F,59995.0,RM12 4BH,E09000016,{FADC59B8-6200-42CD-AAF2-A3E4BBFD1AAD},20070047.0,96.0,5.0,11.0,68.0,88.0,England and Wales: 1930-1949,624.947916666667,5.0,96.0,68.0,England and Wales: 1930-1949,RM12
{8AA60D4A-EFF5-40EF-A6A5-825DD215A8F7},59995,1997-11-10 00:00,RM12 6QR,F,N,L,19,,LODGE COURT,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,1106.71462829736,1997.0,1997-11-10,F,L,59995.0,RM12 6QR,E09000016,{8AA60D4A-EFF5-40EF-A6A5-825DD215A8F7},20060329.0,54.21,3.0,11.0,57.0,58.0,England and Wales: 1930-1949,1106.71462829736,3.0,54.21,57.0,England and Wales: 1930-1949,RM12
{EAB3A247-61F6-4A19-B1CD-786772C25E2E},87000,1997-09-19 00:00,RM12 4TQ,S,N,F,277,,HORNCHURCH ROAD,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,865.585513879216,1997.0,1997-09-19,S,F,87000.0,RM12 4TQ,E09000016,{EAB3A247-61F6-4A19-B1CD-786772C25E2E},20015082.0,100.51,4.0,11.0,44.0,55.0,England and Wales: 1930-1949,865.585513879216,4.0,100.51,44.0,England and Wales: 1930-1949,RM12
{D1655618-DC3E-441C-B468-8990F9CB8BF1},54000,1997-07-11 00:00,RM12 6TN,F,N,L,87,,LATIMER DRIVE,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,1102.04081632653,1997.0,1997-07-11,F,L,54000.0,RM12 6TN,E09000016,{D1655618-DC3E-441C-B468-8990F9CB8BF1},19998634.0,49.0,3.0,11.0,71.0,80.0,England and Wales: 1983-1990,1102.04081632653,3.0,49.0,71.0,England and Wales: 1983-1990,RM12
{F2EC57F8-4628-46DC-9A03-74F9C4084FD1},98000,1997-08-05 00:00,RM12 5TP,S,N,F,25,,HUNTER DRIVE,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,1195.12195121951,1997.0,1997-08-05,S,F,98000.0,RM12 5TP,E09000016,{F2EC57F8-4628-46DC-9A03-74F9C4084FD1},20045779.0,82.0,4.0,11.0,67.0,84.0,England and Wales: 1950-1966,1195.12195121951,4.0,82.0,67.0,England and Wales: 1950-1966,RM12
{81D3FDC8-B732-450B-BF05-8D3A26BBEEF3},64995,1997-06-30 00:00,RM12 4BU,T,N,F,10,,TENNYSON WAY,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,691.436170212766,1997.0,1997-06-30,T,F,64995.0,RM12 4BU,E09000016,{81D3FDC8-B732-450B-BF05-8D3A26BBEEF3},20003305.0,94.0,5.0,11.0,64.0,88.0,England and Wales: 1930-1949,691.436170212766,5.0,94.0,64.0,England and Wales: 1930-1949,RM12
{7EE312D0-E9B6-42EB-B641-521CE6866DB0},84995,1997-04-11 00:00,RM12 6AL,T,N,F,17,,DAWES AVENUE,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,904.202127659574,1997.0,1997-04-11,T,F,84995.0,RM12 6AL,E09000016,{7EE312D0-E9B6-42EB-B641-521CE6866DB0},20072628.0,94.0,5.0,11.0,81.0,89.0,England and Wales: 1930-1949,904.202127659574,5.0,94.0,81.0,England and Wales: 1930-1949,RM12
{2526B6EE-9BE8-438B-91A5-7517013FD077},102950,1997-12-04 00:00,RM12 6RE,D,N,F,94,,SWANBOURNE DRIVE,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,1286.875,1997.0,1997-12-04,D,F,102950.0,RM12 6RE,E09000016,{2526B6EE-9BE8-438B-91A5-7517013FD077},20038964.0,80.0,4.0,11.0,51.0,88.0,England and Wales: 1976-1982,1286.875,4.0,80.0,51.0,England and Wales: 1976-1982,RM12
{28532F29-9F78-4120-A2A8-4AFE70DDAF8D},78000,1997-01-17 00:00,RM12 4HN,T,N,F,35,,CHESTNUT AVENUE,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,644.628099173554,1997.0,1997-01-17,T,F,78000.0,RM12 4HN,E09000016,{28532F29-9F78-4120-A2A8-4AFE70DDAF8D},20038117.0,121.0,7.0,11.0,69.0,84.0,England and Wales: 1930-1949,644.628099173554,7.0,121.0,69.0,England and Wales: 1930-1949,RM12
{03347D19-DB1E-4EBA-AD43-4E99F4D8EE9D},82995,1997-01-31 00:00,RM12 4JL,T,N,F,7,,THE AVENUE,HORNCHURCH,HORNCHURCH,HAVERING,GREATER LONDON,813.676470588235,1997.0,1997-01-31,T,F,82995.0,RM12 4JL,E09000016,{03347D19-DB1E-4EBA-AD43-4E99F4D8EE9D},20053876.0,102.0,5.0,11.0,63.0,84.0,England and Wales: 1900-1929,813.676470588235,5.0,102.0,63.0,England and Wales: 1900-1929,RM12
