ID,Price,Date,Postcode,Type,Newbuild,Ownership,Street Number,Flat Number,Street Name,Area,Town,City,County,PricePer,NumOfRms,HouseSize,EnergyEfficiency,BuildDate,Postcode Prefix,Year,Index of Multiple Deprivation,London zone,Nearest station,Distance to station,Average Income,IMD decile,PTAL2021,AI2021
{347B27AB-ADB7-49FF-8E05-61353130C901},53000,1995-01-06 00:00,TW12 1RF,T,,F,19,,WINDMILL ROAD,HAMPTON HILL,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,1329.98745294856,2.0,39.85,66.0,1990.0,TW12,1995,25903,6,Fulwell,1.07017,67800,8,1b,4.76987934377481
{2A289E9C-E29D-CDC8-E050-A8C063054829},49000,1995-01-09 00:00,TW12 3PL,T,,L,7,,SONNING GARDENS,,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,1000.0,2.0,49.0,58.0,1982.0,TW12,1995,17419,6,Hampton,1.22144,56400,6,1b,3.02780497669236
{4C5BAABD-F349-4B3B-B75F-E9EB52597615},63000,1995-01-10 00:00,TW12 1JQ,F,,L,113A,BASEMENT FLAT,HAMPTON ROAD,HAMPTON HILL,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,1105.26315789474,2.0,57.0,63.0,1900.0,TW12,1995,25837,6,Fulwell,0.632698,67800,8,3,10.5118161479461
{705459A2-C72E-4CA1-846C-EE403D9A6114},95000,1995-01-12 00:00,TW12 2PS,S,,F,116,,PRIORY ROAD,HAMPTON,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,1085.71428571429,5.0,87.5,41.0,1949.0,TW12,1995,32070,6,Hampton,0.723781,66900,10,1b,4.32455432738325
{7106C8F6-879E-4575-9E49-12AB14B2E5A5},139950,1995-01-18 00:00,TW12 1LG,T,,F,18,,EDWARD ROAD,HAMPTON HILL,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,1093.359375,6.0,128.0,61.0,1929.0,TW12,1995,25903,6,Fulwell,0.799024,67800,8,2,8.04036691363037
{98C9CCCE-56D4-48FA-9ED8-1D8BA1444933},75000,1995-01-20 00:00,TW12 3XE,T,,F,24,,CHEESEMAN CLOSE,HAMPTON,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,961.538461538462,4.0,78.0,71.0,1975.0,TW12,1995,5206,6,Hampton,1.31017,56400,2,1b,2.6338216524209
{5A816A4A-5A81-4064-9B70-F8D3A00E9C6B},205000,1995-01-20 00:00,TW12 2UJ,S,,F,128,,GLOUCESTER ROAD,HAMPTON,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,879.828326180257,9.0,233.0,63.0,1929.0,TW12,1995,32237,6,Hampton,0.838001,66900,10,2,5.34518303210074
{B6E0277D-B4CE-41C2-9BE6-7D53ED818581},149000,1995-01-25 00:00,TW12 3NT,D,,F,18,,COURTLANDS AVENUE,HAMPTON,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,804.058064864282,7.0,185.31,50.0,1949.0,TW12,1995,29370,6,Hampton,0.95187,56400,9,1b,4.53135715688079
{04727957-7A7C-4A42-8609-535BE9E9E439},52500,1995-01-27 00:00,TW12 2QS,F,,L,20,,HOLLYBUSH LANE,HAMPTON,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,1205.51090700344,3.0,43.55,63.0,1929.0,TW12,1995,30910,6,Hampton,0.550731,66900,10,2,6.81901128502203
{2A289EA1-694E-CDC8-E050-A8C063054829},59500,1995-01-27 00:00,TW12 2NH,S,,F,21,,TUDOR ROAD,,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON,743.75,4.0,80.0,55.0,1900.0,TW12,1995,30910,6,Hampton,0.314873,66900,10,2,7.21716255759386
