ID,Price,Date,Postcode,Type,Newbuild,Ownership,Street Number,Flat Number,Street Name,Area,Town,City,County,PricePer,NumOfRms,HouseSize,EnergyEfficiency,BuildDate,Postcode Prefix,Year,Index of Multiple Deprivation,London zone,Nearest station,Distance to station,Average Income,IMD decile,PTAL2021,AI2021
{365762C7-063A-42DA-A029-20EC1A6470EA},59000,1995-01-03 00:00,SW7 4SS,F,,L,101,FLAT B,GLOUCESTER ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,907.692307692308,2.0,65.0,52.0,1900.0,SW7,1995,23929,1,Gloucester Road,0.102239,91100,8,6b,43.6124747627168
{133DE82F-BBDE-4E7B-BFAE-CE77C18F394F},275000,1995-01-04 00:00,SW7 5QX,F,,L,29,FLAT 2,STANHOPE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,2143.58094941149,4.0,128.29,70.0,1975.0,SW7,1995,23929,1,Gloucester Road,0.285807,91100,8,6b,45.4535454103053
{4ED798F1-8038-4E1A-8DDB-2781EFCFD29F},155000,1995-01-06 00:00,SW7 4LT,F,,L,46,FLAT 6,HARRINGTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,2237.62090371012,3.0,69.27,67.0,1929.0,SW7,1995,10320,1,Gloucester Road,0.285757,67000,4,6a,37.6934889125676
{6DF7E8E0-6F56-4C9B-805C-34DF57D21622},85000,1995-01-09 00:00,SW7 3QA,F,,L,56,FLAT 3,ONSLOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,1888.88888888889,2.0,45.0,39.0,1900.0,SW7,1995,25054,1,South Kensington,0.434522,91100,8,6b,40.8677651544802
{6374384A-C266-41DD-B80C-83E7FDBFB1EA},90000,1995-01-10 00:00,SW7 5NX,F,,L,13D,,QUEENS GATE PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,1607.14285714286,2.0,56.0,50.0,1900.0,SW7,1995,26365,1,Gloucester Road,0.367145,90300,9,6a,30.771051013504
{5898A8DD-9E75-4104-AA38-A94A02FB5B03},630000,1995-01-12 00:00,SW7 1JD,S,,F,2,,ENNISMORE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,1717.83825053171,9.0,366.74,62.0,1900.0,SW7,1995,23245,1,Knightsbridge,0.614672,85700,8,3,14.2288293269785
{DBE55710-D054-4C2E-9FCE-03CD2D68B757},341550,1995-01-12 00:00,SW7 5LT,F,,L,16 - 17,FLAT 7,MANSON PLACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,10673.4375,3.0,32.0,24.0,1900.0,SW7,1995,25054,1,South Kensington,0.268016,91100,8,6b,46.2073875346605
{1EC7BE42-AD9D-47CF-99B5-6E3CB9C2266C},231650,1995-01-12 00:00,SW7 5LT,F,,L,16 - 17,FLAT 11,MANSON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,3130.40540540541,3.0,74.0,59.0,1900.0,SW7,1995,25054,1,South Kensington,0.268016,91100,8,6b,46.2073875346605
{453D27A2-AC86-EF91-E050-A8C0630574D7},243750,1995-01-12 00:00,SW7 5LT,F,,L,16 - 17,FLAT 13,MANSON PLACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,3293.91891891892,3.0,74.0,69.0,1929.0,SW7,1995,25054,1,South Kensington,0.268016,91100,8,6b,46.2073875346605
{389B3D07-F7F1-4D92-9D46-9BD147348954},550000,1995-01-13 00:00,SW7 1NL,F,,L,3,FLAT 3,ENNISMORE GARDENS,LONDON,LONDON,CITY OF WESTMINSTER,GREATER LONDON,1827.24252491694,4.0,301.0,79.0,1929.0,SW7,1995,30198,1,South Kensington,0.69135,86100,10,2,9.03690992192909
