ID,Price,Date,Postcode,Type,Ownership,Street Number,Flat Number,Street Name,Area,Town,City,County,PricePer,NumOfRms,HouseSize,EnergyEfficiency,BuildDate,Postcode Prefix,Year
{AD48AC98-5C37-4940-83FC-4C0321C81593},52000,1995-01-04 00:00,DA14 4JP,F,L,23,,JUBILEE WAY,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,1146.25812851317,3.0,45.365,57.0,1982.0,DA14,1995
{2A289E9C-E3DB-CDC8-E050-A8C063054829},46000,1995-01-06 00:00,DA14 4JA,F,L,53A,,HATHERLEY CRESCENT,,SIDCUP,BEXLEY,GREATER LONDON,865.312264860798,3.0,53.16,66.0,1975.0,DA14,1995
{2A289E9C-E13C-CDC8-E050-A8C063054829},46000,1995-01-06 00:00,DA14 4JQ,F,L,223,,BEXLEY LANE,,SIDCUP,BEXLEY,GREATER LONDON,862.71567891973,2.0,53.32,63.0,1929.0,DA14,1995
{55843576-2A97-42C7-99E4-16E126B3D84B},78000,1995-01-09 00:00,DA14 4NT,S,F,63,,LONGMEAD DRIVE,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,896.551724137931,5.0,87.0,45.0,1949.0,DA14,1995
{0909C105-3529-41AE-9673-BCABCDA47168},95000,1995-01-10 00:00,DA14 6JH,S,F,42,,MIDDLETON AVENUE,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,579.268292682927,5.0,164.0,57.0,1966.0,DA14,1995
{C1B28BEF-F156-4FF9-9B1F-1F8962232253},54000,1995-01-12 00:00,DA14 6JA,F,L,"MAYFIELD COURT, 71",FLAT 3,SIDCUP HILL,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,1227.27272727273,2.0,44.0,71.0,1995.0,DA14,1995
{C07A5CBD-B73A-4422-AAFD-BCAFD808703B},57000,1995-01-13 00:00,DA14 6JA,F,L,"MAYFIELD COURT, 71",FLAT 1,SIDCUP HILL,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,1296.33841255401,2.0,43.97,58.0,1995.0,DA14,1995
{96A9A7A6-EF72-44DE-9527-5D278F91AEBC},66500,1995-01-18 00:00,DA14 6BE,S,L,PERRY HOUSE,FLAT 2,CHISLEHURST ROAD,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,868.713259307642,3.0,76.55,73.0,1975.0,DA14,1995
{2A289E9F-7BEB-CDC8-E050-A8C063054829},40000,1995-01-19 00:00,DA14 4EL,F,L,"ST HELENS, 26",3,LANSDOWN ROAD,,SIDCUP,BEXLEY,GREATER LONDON,655.737704918033,3.0,61.0,78.0,1990.0,DA14,1995
{2AE3BE09-EBF4-44E2-941C-0FC2F182D250},66500,1995-01-19 00:00,DA14 4HY,F,L,TUDOR COURT,18A,HATHERLEY CRESCENT,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,1055.55555555556,3.0,63.0,68.0,1982.0,DA14,1995
{540E7D43-A37F-4733-84F4-38D43795EEA7},59995,1995-01-20 00:00,DA14 5LA,S,F,60,,ELLENBOROUGH ROAD,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,845.0,4.0,71.0,66.0,1966.0,DA14,1995
{77CB76C0-9153-4BF7-97FA-0DEE14EC0901},76000,1995-01-20 00:00,DA14 4AY,T,F,13,,LANGFORD PLACE,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,1023.43118771883,5.0,74.26,60.0,1975.0,DA14,1995
{2A289E9C-E38B-CDC8-E050-A8C063054829},40500,1995-01-24 00:00,DA14 4EN,F,L,"FINCH COURT, 10",FLAT 1,LANSDOWN ROAD,,SIDCUP,BEXLEY,GREATER LONDON,920.454545454545,2.0,44.0,68.0,1990.0,DA14,1995
{DD2EE660-A251-4BAD-9CB2-0504BAB6F63A},62000,1995-01-27 00:00,DA14 6JA,F,L,"HEATHFIELD COURT, 69",FLAT 6,SIDCUP HILL,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,1102.41820768137,3.0,56.24,66.0,1982.0,DA14,1995
{EBFE37E3-9BC1-4DE3-B1F3-69295F422334},68500,1995-01-27 00:00,DA14 4RS,S,F,47,,CLEVE ROAD,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,951.388888888889,4.0,72.0,63.0,1949.0,DA14,1995
{2A289E9C-E486-CDC8-E050-A8C063054829},43900,1995-01-27 00:00,DA14 6JT,F,L,32,,AMBERLEY COURT,,SIDCUP,BEXLEY,GREATER LONDON,783.928571428571,3.0,56.0,36.0,1975.0,DA14,1995
{F4F1E4EF-82E9-4F60-98A8-0B3BEE0881BC},62000,1995-01-27 00:00,DA14 6AW,F,L,RAVENSHOE,FLAT 5,THE PARK,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,794.871794871795,3.0,78.0,49.0,1966.0,DA14,1995
{051C741F-0EF2-4281-9E0F-AB52CC8C50E8},55500,1995-01-30 00:00,DA14 4DE,S,F,50,,BIRKBECK ROAD,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,711.538461538462,5.0,78.0,45.0,1900.0,DA14,1995
{28263147-F310-4CF6-901D-9CA9B8C29F0A},54950,1995-01-30 00:00,DA14 6JA,F,L,"HEATHFIELD COURT, 69",FLAT 9,SIDCUP HILL,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,1248.86363636364,2.0,44.0,81.0,1995.0,DA14,1995
{2A289E9D-37B2-CDC8-E050-A8C063054829},35000,1995-01-31 00:00,DA14 6JA,F,L,"TEMPLEMORE, 73",FLAT 7,SIDCUP HILL,,SIDCUP,BEXLEY,GREATER LONDON,708.502024291498,2.0,49.4,78.0,1975.0,DA14,1995
{D11BF61E-3EDE-4635-95E3-BA723945CDA9},192500,1995-01-31 00:00,DA14 6NF,D,F,ELM PARADE,1A,MAIN ROAD,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,3517.90935672515,4.0,54.72,49.0,1949.0,DA14,1995
{2A289E9D-7580-CDC8-E050-A8C063054829},42500,1995-02-03 00:00,DA14 4EN,F,L,"FINCH COURT, 10",FLAT 11,LANSDOWN ROAD,,SIDCUP,BEXLEY,GREATER LONDON,1062.5,2.0,40.0,77.0,1990.0,DA14,1995
{A6D08661-60A6-498D-9F25-2AF6D5CFB987},70000,1995-02-08 00:00,DA14 4AZ,T,F,41,,LANGFORD PLACE,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,921.052631578947,4.0,76.0,59.0,1975.0,DA14,1995
{00DE5C99-2016-4841-811E-27DFB1AB3980},58000,1995-02-09 00:00,DA14 4DJ,T,F,145,,BIRKBECK ROAD,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,935.483870967742,4.0,62.0,37.0,1929.0,DA14,1995
{80643125-8898-4AEE-A58D-A6B5B6FA5047},93000,1995-02-13 00:00,DA14 4PD,T,F,50,,COTTAGE FIELD CLOSE,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,962.533636928172,4.0,96.62,33.0,1982.0,DA14,1995
{D5A0652B-6ACC-418C-93DF-94B842C167D9},90000,1995-02-17 00:00,DA14 5AN,S,F,139,,MAIDSTONE ROAD,SIDCUP,SIDCUP,BROMLEY,GREATER LONDON,661.764705882353,7.0,136.0,46.0,1949.0,DA14,1995
{0BEE35A3-8442-4839-90E8-C00F0706A795},59950,1995-02-20 00:00,DA14 6RU,F,L,"LINDEN COURT, 192",27,MAIN ROAD,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,788.815789473684,3.0,76.0,72.0,1966.0,DA14,1995
{BE171B0C-62BC-475B-AAE1-B51AD4B025F2},69995,1995-02-20 00:00,DA14 4NP,T,F,45,,FOOTS CRAY LANE,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,777.722222222222,4.0,90.0,72.0,1949.0,DA14,1995
{2A289E9D-F3DE-CDC8-E050-A8C063054829},29250,1995-02-21 00:00,DA14 4DA,F,L,EMBLIN COURT,1,GRANVILLE ROAD,,SIDCUP,BEXLEY,GREATER LONDON,585.0,3.0,50.0,59.0,1966.0,DA14,1995
{2A289E9E-680E-CDC8-E050-A8C063054829},43000,1995-02-24 00:00,DA14 6JW,F,L,158,,SIDCUP HILL,,SIDCUP,BEXLEY,GREATER LONDON,693.548387096774,3.0,62.0,67.0,1966.0,DA14,1995
{F7A24B3F-2699-4E4F-BD57-71992E87FF77},76000,1995-02-28 00:00,DA14 6LQ,S,F,5,,LINCOLN ROAD,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,655.172413793103,5.0,116.0,34.0,1929.0,DA14,1995
{A389C920-D322-4DD4-AF14-31A61D62CC77},58000,1995-02-28 00:00,DA14 5LB,S,F,167,,ELLENBOROUGH ROAD,SIDCUP,SIDCUP,BEXLEY,GREATER LONDON,840.579710144928,4.0,69.0,70.0,1966.0,DA14,1995
