Date,Price
2022-01-31,300000.0
2022-02-28,326250.0
2022-03-31,292250.0
2022-04-30,98666.66666666667
2022-05-31,273300.0
2022-06-30,
2022-07-31,387777.77777777775
2022-08-31,362200.0
2022-09-30,337714.28571428574
2022-10-31,322625.0
2022-11-30,341200.0
2022-12-31,388475.0
