Date,Price
2022-01-31,155166.66666666666
2022-02-28,276666.6666666667
2022-03-31,417312.5
2022-04-30,124750.0
2022-05-31,275000.0
2022-06-30,402750.0
2022-07-31,222500.0
2022-08-31,203000.0
2022-09-30,136250.0
2022-10-31,300000.0
2022-11-30,265166.6666666667
2022-12-31,220750.0
