Date,Price
2022-02-28,675500.0
2022-03-31,457500.0
2022-04-30,376666.6666666667
2022-05-31,477428.5714285714
2022-06-30,262500.0
2022-07-31,436665.8333333333
2022-08-31,105000.0
2022-09-30,460833.3333333333
2022-10-31,225000.0
2022-11-30,552500.0
2022-12-31,480500.0
