Date,Price
2022-01-31,390000.0
2022-02-28,439000.0
2022-03-31,221000.0
2022-04-30,306333.3333333333
2022-05-31,293875.0
2022-06-30,375000.0
2022-07-31,255450.0
2022-08-31,311000.0
2022-09-30,148000.0
2022-10-31,543333.3333333334
2022-11-30,455800.0
2022-12-31,317857.14285714284
