Date,Price
2022-01-31,405000.0
2022-02-28,
2022-03-31,255000.0
2022-04-30,
2022-05-31,300000.0
2022-06-30,575000.0
2022-07-31,342500.0
2022-08-31,298750.0
2022-09-30,265000.0
2022-10-31,230000.0
2022-11-30,579000.0
