Date,Price
2022-01-31,262833.3333333333
2022-02-28,217928.57142857142
2022-03-31,268243.75
2022-04-30,464950.0
2022-05-31,189000.0
2022-06-30,255000.0
2022-07-31,488000.0
2022-08-31,186625.0
2022-09-30,205000.0
2022-10-31,284600.0
2022-11-30,238458.33333333334
