Date,Price
2022-01-31,470000.0
2022-02-28,
2022-03-31,500000.0
2022-04-30,
2022-05-31,267500.0
2022-06-30,
2022-07-31,395000.0
2022-08-31,
2022-09-30,
2022-10-31,
2022-11-30,370000.0
