Date,Price
2022-01-31,166500.0
2022-02-28,2841091.6666666665
2022-03-31,174000.0
2022-04-30,419642.85714285716
2022-05-31,416902.17391304346
2022-06-30,475166.6666666667
2022-07-31,297500.0
2022-08-31,290250.0
2022-09-30,447000.0
2022-10-31,420500.0
2022-11-30,223166.66666666666
2022-12-31,398316.6666666667
