Date,Price
2022-01-31,275937.5
2022-02-28,
2022-03-31,240000.0
2022-04-30,290833.3333333333
2022-05-31,131000.0
2022-06-30,157500.0
2022-07-31,
2022-08-31,247500.0
2022-09-30,
2022-10-31,
2022-11-30,
2022-12-31,315000.0
