Date,Price
2022-02-28,365000.0
2022-03-31,450000.0
2022-04-30,
2022-05-31,
2022-06-30,390000.0
2022-07-31,225880.0
2022-08-31,490000.0
2022-09-30,
2022-10-31,
2022-11-30,365000.0
2022-12-31,459000.0
