Date,Price
2022-01-31,285000.0
2022-02-28,211500.0
2022-03-31,293750.0
2022-04-30,292000.0
2022-05-31,
2022-06-30,438000.0
2022-07-31,280000.0
2022-08-31,352500.0
2022-09-30,396000.0
2022-10-31,190000.0
2022-11-30,298333.3333333333
2022-12-31,307666.6666666667
