Date,Price
2022-01-31,417500.0
2022-02-28,939000.0
2022-03-31,
2022-04-30,
2022-05-31,650812.5
2022-06-30,600666.6666666666
2022-07-31,989833.3333333334
2022-08-31,387500.0
2022-09-30,698571.4285714285
2022-10-31,400000.0
2022-11-30,1428750.0
2022-12-31,525000.0
