Date,Price
2022-01-31,285963.8888888889
2022-02-28,291148.0
2022-03-31,218173.68421052632
2022-04-30,283638.0869565217
2022-05-31,264781.25
2022-06-30,184987.64705882352
2022-07-31,242960.47368421053
2022-08-31,310010.8695652174
2022-09-30,429031.25
2022-10-31,217578.94736842104
2022-11-30,246722.41379310345
2022-12-31,231332.5652173913
