Date,Price
2022-03-31,369500.0
2022-04-30,325000.0
2022-05-31,
2022-06-30,
2022-07-31,372500.0
2022-08-31,
2022-09-30,375000.0
2022-10-31,395000.0
2022-11-30,477000.0
2022-12-31,330000.0
