Date,Price
2022-01-31,418625.0
2022-02-28,378100.0
2022-03-31,375375.0
2022-04-30,329000.0
2022-05-31,361118.75
2022-06-30,320000.0
2022-07-31,278600.0
2022-08-31,251375.0
2022-09-30,258000.0
2022-10-31,1367500.0
2022-11-30,328750.0
