Date,Price
2022-03-31,385000.0
2022-04-30,182500.0
2022-05-31,
2022-06-30,
2022-07-31,168333.33333333334
2022-08-31,162000.0
2022-09-30,188000.0
2022-10-31,275000.0
2022-11-30,
2022-12-31,212000.0
