Postcode,Ward Code,London zone,Index of Multiple Deprivation,Nearest station,Distance to station,Average Income,IMD decile,Ward Name,AvPTAI2015,PTAL
E1 0AA,E05009332,2,3911,Shadwell,0.358964,46600,2,Shadwell,25.857143,6
E1 0AB,E05009332,2,7611,Shadwell,0.477719,46600,3,Shadwell,25.857143,6
E1 0AD,E05009332,2,3911,Shadwell,0.210212,46600,2,Shadwell,25.857143,6
E1 0AE,E05009332,2,11397,Shadwell,0.307178,68700,4,Shadwell,25.857143,6
E1 0AF,E05009332,2,5313,Shadwell,0.401158,46600,2,Shadwell,25.857143,6
E1 0AG,E05009332,2,3911,Shadwell,0.306344,46600,2,Shadwell,25.857143,6
E1 0AH,E05009332,2,5313,Shadwell,0.377743,46600,2,Shadwell,25.857143,6
E1 0AJ,E05009332,2,11397,Shadwell,0.285946,68700,4,Shadwell,25.857143,6
E1 0AL,E05009332,2,11397,Shadwell,0.305896,68700,4,Shadwell,25.857143,6
E1 0AN,E05009332,2,11397,Shadwell,0.314954,68700,4,Shadwell,25.857143,6
E1 0AP,E05009332,2,5313,Shadwell,0.360195,46600,2,Shadwell,25.857143,6
E1 0AQ,E05009332,2,3911,Shadwell,0.418304,46600,2,Shadwell,25.857143,6
E1 0AR,E05009332,2,11397,Shadwell,0.335401,68700,4,Shadwell,25.857143,6
E1 0AS,E05009332,2,11397,Shadwell,0.294378,68700,4,Shadwell,25.857143,6
E1 0AT,E05009332,2,3911,Shadwell,0.270907,46600,2,Shadwell,25.857143,6
E1 0AU,E05009332,2,10599,Shadwell,0.244211,68700,4,Shadwell,25.857143,6
E1 0AW,E05009332,2,5313,Shadwell,0.362837,46600,2,Shadwell,25.857143,6
E1 0AX,E05009332,2,10599,Shadwell,0.244211,68700,4,Shadwell,25.857143,6
E1 0AY,E05009332,2,3911,Shadwell,0.298789,46600,2,Shadwell,25.857143,6
E1 0AZ,E05009332,2,3911,Shadwell,0.225527,46600,2,Shadwell,25.857143,6
E1 0BA,E05009332,2,3911,Shadwell,0.257362,46600,2,Shadwell,25.857143,6
E1 0BB,E05009332,2,3911,Shadwell,0.346619,46600,2,Shadwell,25.857143,6
E1 0BD,E05009332,2,3911,Shadwell,0.384488,46600,2,Shadwell,25.857143,6
E1 0BE,E05009332,2,5313,Shadwell,0.392998,46600,2,Shadwell,25.857143,6
E1 0BF,E05009332,2,3911,Shadwell,0.289287,46600,2,Shadwell,25.857143,6
E1 0BG,E05009332,2,3911,Shadwell,0.327191,46600,2,Shadwell,25.857143,6
E1 0BH,E05009332,2,5604,Shadwell,0.268948,68700,2,Shadwell,25.857143,6
E1 0BJ,E05009336,2,7506,Shadwell,0.323557,71000,3,Whitechapel,34.255102,6
E1 0BL,E05009332,2,5604,Shadwell,0.218025,68700,2,Shadwell,25.857143,6
E1 0BN,E05009332,2,3911,Shadwell,0.348451,46600,2,Shadwell,25.857143,6
E1 0BP,E05009332,2,5604,Shadwell,0.125261,68700,2,Shadwell,25.857143,6
E1 0BQ,E05009332,2,5313,Shadwell,0.394593,46600,2,Shadwell,25.857143,6
E1 0BS,E05009332,2,10599,Shadwell,0.0826949,68700,4,Shadwell,25.857143,6
E1 0BT,E05009332,2,10599,Shadwell,0.106352,68700,4,Shadwell,25.857143,6
E1 0BU,E05009332,2,10599,Shadwell,0.150118,68700,4,Shadwell,25.857143,6
E1 0BW,E05009332,2,5604,Shadwell,0.0593854,68700,2,Shadwell,25.857143,6
E1 0BX,E05009332,2,10599,Shadwell,0.0893026,68700,4,Shadwell,25.857143,6
E1 0BY,E05009332,2,5604,Shadwell,0.18228,68700,2,Shadwell,25.857143,6
E1 0BZ,E05009332,2,5604,Shadwell,0.18228,68700,2,Shadwell,25.857143,6
E1 0DA,E05009332,2,5604,Shadwell,0.12307,68700,2,Shadwell,25.857143,6
E1 0DB,E05009332,2,3911,Shadwell,0.273829,46600,2,Shadwell,25.857143,6
E1 0DD,E05009332,2,10599,Shadwell,0.113205,68700,4,Shadwell,25.857143,6
E1 0DE,E05009332,2,5604,Shadwell,0.0582653,68700,2,Shadwell,25.857143,6
E1 0DF,E05009332,2,5604,Shadwell,0.124942,68700,2,Shadwell,25.857143,6
E1 0DG,E05009332,2,5604,Shadwell,0.255574,68700,2,Shadwell,25.857143,6
E1 0DH,E05009332,2,5604,Shadwell,0.103862,68700,2,Shadwell,25.857143,6
E1 0DJ,E05009332,2,3911,Shadwell,0.488488,46600,2,Shadwell,25.857143,6
E1 0DL,E05009332,2,7611,Shadwell,0.580558,46600,3,Shadwell,25.857143,6
E1 0DN,E05009332,2,5604,Shadwell,0.148171,68700,2,Shadwell,25.857143,6
E1 0DP,E05009332,2,7611,Shadwell,0.563255,46600,3,Shadwell,25.857143,6
E1 0DQ,E05009332,2,7611,Shadwell,0.60191,46600,3,Shadwell,25.857143,6
E1 0DR,E05009332,2,5604,Shadwell,0.171379,68700,2,Shadwell,25.857143,6
E1 0DS,E05009332,2,3911,Shadwell,0.328297,46600,2,Shadwell,25.857143,6
E1 0DT,E05009332,2,7611,Shadwell,0.547802,46600,3,Shadwell,25.857143,6
E1 0DU,E05009332,2,7611,Shadwell,0.527059,46600,3,Shadwell,25.857143,6
E1 0DW,E05009332,2,5604,Shadwell,0.151434,68700,2,Shadwell,25.857143,6
E1 0DX,E05009332,2,7611,Shadwell,0.465871,46600,3,Shadwell,25.857143,6
E1 0DY,E05009332,2,11397,Shadwell,0.280424,68700,4,Shadwell,25.857143,6
E1 0DZ,E05009332,2,7611,Shadwell,0.446008,46600,3,Shadwell,25.857143,6
E1 0EA,E05009332,2,7611,Shadwell,0.566823,46600,3,Shadwell,25.857143,6
E1 0EB,E05009332,2,7611,Shadwell,0.443608,46600,3,Shadwell,25.857143,6
E1 0ED,E05009332,2,11397,Shadwell,0.336172,68700,4,Shadwell,25.857143,6
E1 0EE,E05009332,2,11397,Shadwell,0.326081,68700,4,Shadwell,25.857143,6
E1 0EF,E05009332,2,7611,Shadwell,0.564859,46600,3,Shadwell,25.857143,6
E1 0EG,E05009332,2,7611,Shadwell,0.562844,46600,3,Shadwell,25.857143,6
E1 0EH,E05009332,2,11397,Shadwell,0.198281,68700,4,Shadwell,25.857143,6
E1 0EJ,E05009332,2,11397,Shadwell,0.27998,68700,4,Shadwell,25.857143,6
E1 0EL,E05009332,2,7611,Shadwell,0.525751,46600,3,Shadwell,25.857143,6
E1 0EN,E05009329,2,4342,Limehouse,0.518461,50400,2,St. Dunstan's,21.014493,5
E1 0EP,E05009334,2,6032,Limehouse,0.649481,46600,2,Stepney Green,22.59375,5
E1 0EQ,E05009332,2,11397,Shadwell,0.29877,68700,4,Shadwell,25.857143,6
E1 0ER,E05009334,2,6032,Limehouse,0.672996,46600,2,Stepney Green,22.59375,5
E1 0ES,E05009334,2,6032,Limehouse,0.678988,46600,2,Stepney Green,22.59375,5
E1 0ET,E05009334,2,6032,Limehouse,0.685885,46600,2,Stepney Green,22.59375,5
E1 0EU,E05009336,2,7506,Shadwell,0.344217,71000,3,Whitechapel,34.255102,6
E1 0EW,E05009332,2,5604,Shadwell,0.212793,68700,2,Shadwell,25.857143,6
E1 0EX,E05009336,2,7506,Shadwell,0.333509,71000,3,Whitechapel,34.255102,6
E1 0EY,E05009336,2,7506,Shadwell,0.304233,71000,3,Whitechapel,34.255102,6
E1 0EZ,E05009336,2,7506,Shadwell,0.376424,71000,3,Whitechapel,34.255102,6
E1 0FA,E05009329,2,4342,Limehouse,0.529535,50400,2,St. Dunstan's,21.014493,5
E1 0FB,E05009334,2,6032,Limehouse,0.654294,46600,2,Stepney Green,22.59375,5
E1 0FD,E05009332,2,16124,Limehouse,0.199387,68700,5,Shadwell,25.857143,6
E1 0FE,E05009332,2,11397,Limehouse,0.238781,68700,4,Shadwell,25.857143,6
E1 0FJ,E05009329,2,5381,Limehouse,0.0776545,50400,2,St. Dunstan's,21.014493,5
E1 0FL,E05009329,2,5381,Limehouse,0.091483,50400,2,St. Dunstan's,21.014493,5
E1 0FN,E05009329,2,5381,Limehouse,0.0758548,50400,2,St. Dunstan's,21.014493,5
E1 0FU,E05009332,2,10599,Shadwell,0.216723,68700,4,Shadwell,25.857143,6
E1 0HA,E05009334,2,6032,Shadwell,0.618317,46600,2,Stepney Green,22.59375,5
E1 0HE,E05009332,2,7611,Shadwell,0.618165,46600,3,Shadwell,25.857143,6
E1 0HF,E05009334,2,6032,Limehouse,0.621517,46600,2,Stepney Green,22.59375,5
E1 0HH,E05009332,2,11397,Limehouse,0.31903,68700,4,Shadwell,25.857143,6
E1 0HJ,E05009334,2,4874,Limehouse,0.235773,50400,2,Stepney Green,22.59375,5
E1 0HL,E05009332,2,16124,Limehouse,0.219428,68700,5,Shadwell,25.857143,6
E1 0HQ,E05009334,2,6032,Limehouse,0.513774,46600,2,Stepney Green,22.59375,5
E1 0HR,E05009332,2,16124,Limehouse,0.170517,68700,5,Shadwell,25.857143,6
E1 0HS,E05009332,2,16124,Limehouse,0.234143,68700,5,Shadwell,25.857143,6
E1 0HT,E05009332,2,16124,Limehouse,0.219428,68700,5,Shadwell,25.857143,6
E1 0HU,E05009332,2,11397,Limehouse,0.245646,68700,4,Shadwell,25.857143,6
E1 0HW,E05009332,2,16124,Limehouse,0.219428,68700,5,Shadwell,25.857143,6
E1 0HX,E05009332,2,11397,Limehouse,0.29553,68700,4,Shadwell,25.857143,6
E1 0HY,E05009332,2,16124,Limehouse,0.185474,68700,5,Shadwell,25.857143,6
E1 0HZ,E05009332,2,16124,Limehouse,0.219428,68700,5,Shadwell,25.857143,6
E1 0JA,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0JB,E05009332,2,16124,Limehouse,0.175594,68700,5,Shadwell,25.857143,6
E1 0JD,E05009332,2,16124,Limehouse,0.219428,68700,5,Shadwell,25.857143,6
E1 0JF,E05009332,2,11397,Limehouse,0.31903,68700,4,Shadwell,25.857143,6
E1 0JG,E05009332,2,11397,Limehouse,0.291355,68700,4,Shadwell,25.857143,6
E1 0JH,E05009332,2,11397,Limehouse,0.339332,68700,4,Shadwell,25.857143,6
E1 0JJ,E05009332,2,7611,Limehouse,0.341816,46600,3,Shadwell,25.857143,6
E1 0JL,E05009332,2,7611,Limehouse,0.336347,46600,3,Shadwell,25.857143,6
E1 0JN,E05009332,2,7611,Limehouse,0.465098,46600,3,Shadwell,25.857143,6
E1 0JP,E05009332,2,11397,Limehouse,0.346713,68700,4,Shadwell,25.857143,6
E1 0JQ,E05009332,2,11397,Limehouse,0.242335,68700,4,Shadwell,25.857143,6
E1 0JR,E05009332,2,11397,Limehouse,0.311071,68700,4,Shadwell,25.857143,6
E1 0JS,E05009332,2,11397,Limehouse,0.289241,68700,4,Shadwell,25.857143,6
E1 0JW,E05009332,2,11397,Limehouse,0.364729,68700,4,Shadwell,25.857143,6
E1 0LA,E05009334,2,8047,Shadwell,0.437307,46600,3,Stepney Green,22.59375,5
E1 0LB,E05009332,2,7611,Shadwell,0.556183,46600,3,Shadwell,25.857143,6
E1 0LD,E05009332,2,7611,Limehouse,0.439517,46600,3,Shadwell,25.857143,6
E1 0LE,E05009332,2,7611,Limehouse,0.387055,46600,3,Shadwell,25.857143,6
E1 0LF,E05009332,2,7611,Shadwell,0.44491,46600,3,Shadwell,25.857143,6
E1 0LG,E05009332,2,7611,Shadwell,0.578646,46600,3,Shadwell,25.857143,6
E1 0LH,E05009332,2,7611,Limehouse,0.511844,46600,3,Shadwell,25.857143,6
E1 0LJ,E05009332,2,7611,Limehouse,0.411485,46600,3,Shadwell,25.857143,6
E1 0LL,E05009332,2,7611,Limehouse,0.533158,46600,3,Shadwell,25.857143,6
E1 0LN,E05009332,2,7611,Limehouse,0.506668,46600,3,Shadwell,25.857143,6
E1 0LP,E05009332,2,7611,Limehouse,0.571954,46600,3,Shadwell,25.857143,6
E1 0LQ,E05009332,2,7611,Limehouse,0.613077,46600,3,Shadwell,25.857143,6
E1 0LR,E05009332,2,7611,Shadwell,0.554468,46600,3,Shadwell,25.857143,6
E1 0LS,E05009332,2,7611,Shadwell,0.508839,46600,3,Shadwell,25.857143,6
E1 0LT,E05009332,2,11397,Limehouse,0.439307,68700,4,Shadwell,25.857143,6
E1 0LW,E05009332,2,7611,Limehouse,0.589982,46600,3,Shadwell,25.857143,6
E1 0NA,E05009334,2,4874,Limehouse,0.34915,50400,2,Stepney Green,22.59375,5
E1 0NB,E05009334,2,4874,Limehouse,0.284031,50400,2,Stepney Green,22.59375,5
E1 0ND,E05009329,2,5381,Limehouse,0.140431,50400,2,St. Dunstan's,21.014493,5
E1 0NE,E05009329,2,4874,Limehouse,0.127947,50400,2,St. Dunstan's,21.014493,5
E1 0NF,E05009329,2,4874,Limehouse,0.203274,50400,2,St. Dunstan's,21.014493,5
E1 0NG,E05009334,2,4874,Limehouse,0.251861,50400,2,Stepney Green,22.59375,5
E1 0NH,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0NJ,E05009329,2,4874,Limehouse,0.247889,50400,2,St. Dunstan's,21.014493,5
E1 0NL,E05009329,2,5381,Limehouse,0.305765,50400,2,St. Dunstan's,21.014493,5
E1 0NN,E05009329,2,4874,Limehouse,0.344272,50400,2,St. Dunstan's,21.014493,5
E1 0NP,E05009329,2,4342,Limehouse,0.540981,50400,2,St. Dunstan's,21.014493,5
E1 0NQ,E05009329,2,4874,Limehouse,0.30902,50400,2,St. Dunstan's,21.014493,5
E1 0NR,E05009329,2,4342,Limehouse,0.500493,50400,2,St. Dunstan's,21.014493,5
E1 0NS,E05009329,2,5381,Limehouse,0.15179,50400,2,St. Dunstan's,21.014493,5
E1 0NT,E05009329,2,4874,Limehouse,0.275263,50400,2,St. Dunstan's,21.014493,5
E1 0NU,E05009334,2,4874,Limehouse,0.291687,50400,2,Stepney Green,22.59375,5
E1 0NW,E05009329,2,4342,Limehouse,0.526826,50400,2,St. Dunstan's,21.014493,5
E1 0NX,E05009334,2,4874,Limehouse,0.362654,50400,2,Stepney Green,22.59375,5
E1 0NY,E05009329,2,4342,Limehouse,0.529111,50400,2,St. Dunstan's,21.014493,5
E1 0NZ,E05009329,2,4342,Limehouse,0.494701,50400,2,St. Dunstan's,21.014493,5
E1 0PA,E05009334,2,6032,Limehouse,0.681878,46600,2,Stepney Green,22.59375,5
E1 0PB,E05009334,2,6032,Shadwell,0.710761,46600,2,Stepney Green,22.59375,5
E1 0PD,E05009334,2,8047,Shadwell,0.633569,46600,3,Stepney Green,22.59375,5
E1 0PE,E05009334,2,8047,Shadwell,0.686443,46600,3,Stepney Green,22.59375,5
E1 0PF,E05009334,2,8047,Stepney Green,0.652164,46600,3,Stepney Green,22.59375,5
E1 0PG,E05009334,2,8047,Shadwell,0.598062,46600,3,Stepney Green,22.59375,5
E1 0PH,E05009334,2,8047,Shadwell,0.533508,46600,3,Stepney Green,22.59375,5
E1 0PJ,E05009334,2,8047,Shadwell,0.589802,46600,3,Stepney Green,22.59375,5
E1 0PL,E05009334,2,8047,Shadwell,0.538652,46600,3,Stepney Green,22.59375,5
E1 0PN,E05009334,2,8047,Shadwell,0.560784,46600,3,Stepney Green,22.59375,5
E1 0PP,E05009334,2,6032,Limehouse,0.601708,46600,2,Stepney Green,22.59375,5
E1 0PQ,E05009334,2,6032,Limehouse,0.684051,46600,2,Stepney Green,22.59375,5
E1 0PR,E05009334,2,6032,Limehouse,0.499548,46600,2,Stepney Green,22.59375,5
E1 0PS,E05009334,2,6032,Limehouse,0.560722,46600,2,Stepney Green,22.59375,5
E1 0PT,E05009334,2,6032,Limehouse,0.527501,46600,2,Stepney Green,22.59375,5
E1 0PU,E05009334,2,6032,Limehouse,0.582706,46600,2,Stepney Green,22.59375,5
E1 0PW,E05009334,2,8047,Shadwell,0.492569,46600,3,Stepney Green,22.59375,5
E1 0PX,E05009334,2,8047,Shadwell,0.519623,46600,3,Stepney Green,22.59375,5
E1 0PY,E05009334,2,8047,Shadwell,0.461924,46600,3,Stepney Green,22.59375,5
E1 0PZ,E05009334,2,6032,Limehouse,0.62013,46600,2,Stepney Green,22.59375,5
E1 0QA,E05009334,2,6032,Limehouse,0.341036,46600,2,Stepney Green,22.59375,5
E1 0QB,E05009334,2,6032,Limehouse,0.42628,46600,2,Stepney Green,22.59375,5
E1 0QD,E05009334,2,6032,Limehouse,0.39816,46600,2,Stepney Green,22.59375,5
E1 0QE,E05009334,2,6032,Limehouse,0.518074,46600,2,Stepney Green,22.59375,5
E1 0QF,E05009334,2,6032,Limehouse,0.490981,46600,2,Stepney Green,22.59375,5
E1 0QG,E05009334,2,6032,Limehouse,0.535429,46600,2,Stepney Green,22.59375,5
E1 0QH,E05009334,2,8223,Limehouse,0.604548,46600,3,Stepney Green,22.59375,5
E1 0QJ,E05009334,2,8223,Limehouse,0.625005,46600,3,Stepney Green,22.59375,5
E1 0QL,E05009334,2,8223,Stepney Green,0.628479,46600,3,Stepney Green,22.59375,5
E1 0QN,E05009334,2,6032,Limehouse,0.42434,46600,2,Stepney Green,22.59375,5
E1 0QP,E05009334,2,6032,Limehouse,0.681878,46600,2,Stepney Green,22.59375,5
E1 0QQ,E05009334,2,6032,Limehouse,0.557992,46600,2,Stepney Green,22.59375,5
E1 0QW,E05009334,2,6032,Limehouse,0.583091,46600,2,Stepney Green,22.59375,5
E1 0QX,E05009332,2,7611,Shadwell,0.580558,46600,3,Shadwell,25.857143,6
E1 0QZ,E05009334,2,6032,Limehouse,0.681878,46600,2,Stepney Green,22.59375,5
E1 0RA,E05009334,2,4874,Limehouse,0.308084,50400,2,Stepney Green,22.59375,5
E1 0RB,E05009334,2,4874,Limehouse,0.392271,50400,2,Stepney Green,22.59375,5
E1 0RD,E05009334,2,4874,Limehouse,0.392271,50400,2,Stepney Green,22.59375,5
E1 0RE,E05009334,2,4874,Limehouse,0.392881,50400,2,Stepney Green,22.59375,5
E1 0RF,E05009334,2,4874,Limehouse,0.464309,50400,2,Stepney Green,22.59375,5
E1 0RG,E05009334,2,4874,Limehouse,0.449384,50400,2,Stepney Green,22.59375,5
E1 0RH,E05009334,2,4874,Limehouse,0.513287,50400,2,Stepney Green,22.59375,5
E1 0RJ,E05009334,2,4874,Limehouse,0.503948,50400,2,Stepney Green,22.59375,5
E1 0RL,E05009334,2,4874,Limehouse,0.430116,50400,2,Stepney Green,22.59375,5
E1 0RQ,E05009334,2,4874,Limehouse,0.395612,50400,2,Stepney Green,22.59375,5
E1 0RS,E05009336,2,6983,Whitechapel,0.109236,50500,3,Whitechapel,34.255102,6
E1 0RT,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0RU,E05009334,2,4874,Limehouse,0.430116,50400,2,Stepney Green,22.59375,5
E1 0SA,E05009334,2,6032,Shadwell,0.628296,46600,2,Stepney Green,22.59375,5
E1 0SB,E05009334,2,6032,Shadwell,0.625097,46600,2,Stepney Green,22.59375,5
E1 0SD,E05009334,2,6032,Shadwell,0.665108,46600,2,Stepney Green,22.59375,5
E1 0SE,E05009334,2,8047,Shadwell,0.661835,46600,3,Stepney Green,22.59375,5
E1 0SF,E05009334,2,8047,Shadwell,0.623535,46600,3,Stepney Green,22.59375,5
E1 0SG,E05009334,2,8047,Shadwell,0.565464,46600,3,Stepney Green,22.59375,5
E1 0SH,E05009334,2,6032,Limehouse,0.638162,46600,2,Stepney Green,22.59375,5
E1 0SJ,E05009332,2,7611,Shadwell,0.44491,46600,3,Shadwell,25.857143,6
E1 0SL,E05009332,2,7611,Shadwell,0.44491,46600,3,Shadwell,25.857143,6
E1 0SN,E05009332,2,7611,Shadwell,0.580558,46600,3,Shadwell,25.857143,6
E1 0SP,E05009332,2,7611,Shadwell,0.579261,46600,3,Shadwell,25.857143,6
E1 0SQ,E05009334,2,8047,Shadwell,0.589729,46600,3,Stepney Green,22.59375,5
E1 0SR,E05009332,2,7611,Shadwell,0.44491,46600,3,Shadwell,25.857143,6
E1 0SS,E05009332,2,7611,Shadwell,0.579261,46600,3,Shadwell,25.857143,6
E1 0ST,E05009332,2,7611,Shadwell,0.580558,46600,3,Shadwell,25.857143,6
E1 0SU,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0SW,E05009332,2,7611,Shadwell,0.580558,46600,3,Shadwell,25.857143,6
E1 0SX,E05009332,2,7611,Shadwell,0.580558,46600,3,Shadwell,25.857143,6
E1 0SY,E05009332,2,7611,Shadwell,0.579261,46600,3,Shadwell,25.857143,6
E1 0SZ,E05009332,2,7611,Shadwell,0.580558,46600,3,Shadwell,25.857143,6
E1 0TA,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0TB,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0TD,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0TE,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0TF,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0TG,E05009336,2,6983,Whitechapel,0.109236,50500,3,Whitechapel,34.255102,6
E1 0TH,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0TQ,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WA,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WB,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WD,E05009336,2,6983,Whitechapel,0.109236,50500,3,Whitechapel,34.255102,6
E1 0WF,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WG,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WH,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WJ,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WL,E05009336,2,6983,Whitechapel,0.109236,50500,3,Whitechapel,34.255102,6
E1 0WN,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WP,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WQ,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WR,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WS,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WT,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WU,E05009336,2,6983,Whitechapel,0.110699,50500,3,Whitechapel,34.255102,6
E1 0WW,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WX,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WY,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0WZ,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0XA,E05009332,2,7611,Shadwell,0.529257,46600,3,Shadwell,25.857143,6
E1 0YQ,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0YZ,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 0ZZ,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 1AA,E05009336,2,6983,Whitechapel,0.109236,50500,3,Whitechapel,34.255102,6
E1 1AB,E05009336,1,22328,Aldgate East,0.535469,60700,7,Whitechapel,34.255102,6
E1 1AD,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 1AE,E05009336,1,11050,Aldgate East,0.487009,60700,4,Whitechapel,34.255102,6
E1 1AF,E05009336,1,22328,Aldgate East,0.535469,60700,7,Whitechapel,34.255102,6
E1 1AG,E05009336,1,11050,Aldgate East,0.494499,60700,4,Whitechapel,34.255102,6
E1 1AH,E05009336,2,10715,Whitechapel,0.0473226,51400,4,Whitechapel,34.255102,6
E1 1AJ,E05009336,1,14542,Aldgate East,0.379234,60700,5,Whitechapel,34.255102,6
E1 1AL,E05009336,2,11050,Whitechapel,0.30982,60700,4,Whitechapel,34.255102,6
E1 1AN,E05009336,1,14542,Aldgate East,0.379234,60700,5,Whitechapel,34.255102,6
E1 1AP,E05009336,2,10715,Whitechapel,0.0473226,51400,4,Whitechapel,34.255102,6
E1 1AQ,E05009333,1,4749,Aldgate East,0.375269,61300,2,Spitalfields & Banglatown,47.931818,7
E1 1AR,E05009333,1,4749,Aldgate East,0.378359,61300,2,Spitalfields & Banglatown,47.931818,7
E1 1AS,E05009336,2,11050,Whitechapel,0.478336,60700,4,Whitechapel,34.255102,6
E1 1AT,E05009336,2,11050,Whitechapel,0.580721,60700,4,Whitechapel,34.255102,6
E1 1AU,E05009336,2,6983,Whitechapel,0.11203,50500,3,Whitechapel,34.255102,6
E1 1AW,E05009336,2,6845,Shadwell,0.483333,60700,3,Whitechapel,34.255102,6
E1 1AX,E05009336,2,11050,Whitechapel,0.580721,60700,4,Whitechapel,34.255102,6
E1 1AY,E05009336,2,6845,Shadwell,0.487539,60700,3,Whitechapel,34.255102,6
E1 1AZ,E05009336,2,6845,Shadwell,0.433658,60700,3,Whitechapel,34.255102,6
E1 1BA,E05009336,2,6983,Whitechapel,0.0759961,50500,3,Whitechapel,34.255102,6
E1 1BB,E05009336,2,6983,Whitechapel,0.110699,50500,3,Whitechapel,34.255102,6
E1 1BE,E05009336,2,6983,Whitechapel,0.145614,50500,3,Whitechapel,34.255102,6
E1 1BF,E05009336,2,6845,Shadwell,0.434605,60700,3,Whitechapel,34.255102,6
E1 1BG,E05009336,2,6983,Whitechapel,0.155083,50500,3,Whitechapel,34.255102,6
E1 1BH,E05009336,2,6983,Whitechapel,0.167817,50500,3,Whitechapel,34.255102,6
E1 1BJ,E05009336,2,6983,Whitechapel,0.12959,50500,3,Whitechapel,34.255102,6
E1 1BL,E05009336,2,6983,Whitechapel,0.0853589,50500,3,Whitechapel,34.255102,6
E1 1BN,E05009336,2,6845,Shadwell,0.429754,60700,3,Whitechapel,34.255102,6
E1 1BP,E05009336,2,11050,Whitechapel,0.580721,60700,4,Whitechapel,34.255102,6
E1 1BQ,E05009336,2,6983,Whitechapel,0.190017,50500,3,Whitechapel,34.255102,6
E1 1BS,E05009336,2,6983,Whitechapel,0.207494,50500,3,Whitechapel,34.255102,6
E1 1BT,E05009333,2,10715,Whitechapel,0.0740756,51400,4,Spitalfields & Banglatown,47.931818,7
E1 1BU,E05009333,2,10715,Whitechapel,0.130869,51400,4,Spitalfields & Banglatown,47.931818,7
E1 1BW,E05009333,2,10715,Whitechapel,0.130869,51400,4,Spitalfields & Banglatown,47.931818,7
E1 1BX,E05009336,1,11050,Aldgate East,0.487668,60700,4,Whitechapel,34.255102,6
E1 1BY,E05009333,2,10715,Whitechapel,0.00493513,51400,4,Spitalfields & Banglatown,47.931818,7
E1 1BZ,E05009336,2,6983,Whitechapel,0.0603088,50500,3,Whitechapel,34.255102,6
E1 1DA,E05009336,2,11050,Whitechapel,0.258524,60700,4,Whitechapel,34.255102,6
E1 1DB,E05009333,2,10715,Whitechapel,0.0897631,51400,4,Spitalfields & Banglatown,47.931818,7
E1 1DD,E05009336,2,6345,Shadwell,0.591609,60700,2,Whitechapel,34.255102,6
E1 1DE,E05009333,2,10715,Whitechapel,0.187678,51400,4,Spitalfields & Banglatown,47.931818,7
E1 1DF,E05009336,1,11050,Aldgate East,0.328152,60700,4,Whitechapel,34.255102,6
