Postcode,Ward Code,London zone,Index of Multiple Deprivation,Nearest station,Distance to station,Average Income,IMD decile,Ward Name,AvPTAI2015,PTAL
E8 2EY,E05009382,2,7514,Dalston Kingsland,0.458152,56200,3,Shacklewell,18.756098,4
E8 2EZ,E05009370,2,6411,Dalston Kingsland,0.342936,66400,2,Dalston,30.222222,6
E8 2FA,E05009370,2,6411,Dalston Kingsland,0.0230758,66400,2,Dalston,30.222222,6
E8 2FB,E05009382,2,5257,Dalston Kingsland,0.620002,49400,2,Shacklewell,18.756098,4
E8 2FD,E05009370,2,6737,Dalston Junction,0.257006,62600,3,Dalston,30.222222,6
E8 2FE,E05009370,2,6737,Dalston Junction,0.268224,62600,3,Dalston,30.222222,6
E8 2FF,E05009382,2,7514,Dalston Kingsland,0.340292,56200,3,Shacklewell,18.756098,4
E8 2FG,E05009382,2,5257,Rectory Road,0.56741,49400,2,Shacklewell,18.756098,4
E8 2FH,E05009370,2,6737,Dalston Junction,0.247976,62600,3,Dalston,30.222222,6
E8 2FJ,E05009370,2,6737,Dalston Junction,0.227074,62600,3,Dalston,30.222222,6
E8 2FL,E05009372,2,8528,Hackney Downs,0.345759,49400,3,Hackney Central,29.820513,6
E8 2FN,E05009372,2,8528,Hackney Downs,0.345759,49400,3,Hackney Central,29.820513,6
E8 2FP,E05009382,2,7514,Dalston Kingsland,0.583049,56200,3,Shacklewell,18.756098,4
E8 2FQ,E05009370,2,6737,Dalston Junction,0.356656,62600,3,Dalston,30.222222,6
E8 2FR,E05009370,2,6737,Dalston Junction,0.353781,62600,3,Dalston,30.222222,6
E8 2GN,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2GR,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2HA,E05009372,2,2627,Hackney Downs,0.260134,49400,1,Hackney Central,29.820513,6
E8 2HB,E05009372,2,8528,Hackney Downs,0.289318,49400,3,Hackney Central,29.820513,6
E8 2HD,E05009370,2,6737,Dalston Kingsland,0.487421,62600,3,Dalston,30.222222,6
E8 2HE,E05009382,2,7514,Dalston Kingsland,0.488161,56200,3,Shacklewell,18.756098,4
E8 2HF,E05009370,2,6737,Dalston Kingsland,0.511747,62600,3,Dalston,30.222222,6
E8 2HG,E05009372,2,8528,Hackney Downs,0.423764,49400,3,Hackney Central,29.820513,6
E8 2HH,E05009372,2,2627,Hackney Downs,0.214277,49400,1,Hackney Central,29.820513,6
E8 2HJ,E05009372,2,8528,Hackney Downs,0.419111,49400,3,Hackney Central,29.820513,6
E8 2HL,E05009372,2,6737,Hackney Downs,0.529841,62600,3,Hackney Central,29.820513,6
E8 2HN,E05009372,2,8528,Hackney Downs,0.403997,49400,3,Hackney Central,29.820513,6
E8 2HP,E05009372,2,8528,Hackney Downs,0.266363,49400,3,Hackney Central,29.820513,6
E8 2HQ,E05009372,2,8528,Hackney Downs,0.46619,49400,3,Hackney Central,29.820513,6
E8 2HR,E05009372,2,2627,Hackney Downs,0.175382,49400,1,Hackney Central,29.820513,6
E8 2HS,E05009372,2,8528,Hackney Downs,0.266388,49400,3,Hackney Central,29.820513,6
E8 2HT,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2HU,E05009372,2,8528,Hackney Downs,0.495406,49400,3,Hackney Central,29.820513,6
E8 2HW,E05009372,2,8528,Hackney Downs,0.356274,49400,3,Hackney Central,29.820513,6
E8 2HX,E05009372,2,8528,Hackney Downs,0.470077,49400,3,Hackney Central,29.820513,6
E8 2HY,E05009382,2,5257,Hackney Downs,0.577457,49400,2,Shacklewell,18.756098,4
E8 2HZ,E05009372,2,8528,Hackney Downs,0.413621,49400,3,Hackney Central,29.820513,6
E8 2JA,E05009382,2,7514,Dalston Kingsland,0.612555,56200,3,Shacklewell,18.756098,4
E8 2JB,E05009382,2,5801,Hackney Downs,0.528222,49400,2,Shacklewell,18.756098,4
E8 2JD,E05009382,2,5801,Hackney Downs,0.56486,49400,2,Shacklewell,18.756098,4
E8 2JE,E05009382,2,5801,Hackney Downs,0.573289,49400,2,Shacklewell,18.756098,4
E8 2JF,E05009382,2,5257,Hackney Downs,0.583537,49400,2,Shacklewell,18.756098,4
E8 2JG,E05009382,2,5801,Hackney Downs,0.625732,49400,2,Shacklewell,18.756098,4
E8 2JH,E05009382,2,5257,Hackney Downs,0.643005,49400,2,Shacklewell,18.756098,4
E8 2JJ,E05009382,2,5257,Rectory Road,0.646716,49400,2,Shacklewell,18.756098,4
E8 2JL,E05009372,2,8528,Hackney Downs,0.360155,49400,3,Hackney Central,29.820513,6
E8 2JN,E05009372,2,8528,Hackney Downs,0.501158,49400,3,Hackney Central,29.820513,6
E8 2JP,E05009370,2,7953,Dalston Junction,0.0813992,66400,3,Dalston,30.222222,6
E8 2JQ,E05009382,2,5257,Hackney Downs,0.632098,49400,2,Shacklewell,18.756098,4
E8 2JR,E05009370,2,6411,Dalston Kingsland,0.107795,66400,2,Dalston,30.222222,6
E8 2JS,E05009370,2,6411,Dalston Kingsland,0.0966873,66400,2,Dalston,30.222222,6
E8 2JT,E05009370,2,7953,Dalston Junction,0.0775602,66400,3,Dalston,30.222222,6
E8 2JU,E05009371,2,11738,Dalston Junction,0.106044,66400,4,De Beauvoir,22.133333,5
E8 2JW,E05009372,2,8528,Hackney Downs,0.442863,49400,3,Hackney Central,29.820513,6
E8 2JX,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2JY,E05009371,2,11738,Dalston Junction,0.187282,66400,4,De Beauvoir,22.133333,5
E8 2JZ,E05009370,2,6411,Dalston Junction,0.110032,66400,2,Dalston,30.222222,6
E8 2LB,E05009370,2,6411,Dalston Kingsland,0.0409632,66400,2,Dalston,30.222222,6
E8 2LD,E05009370,2,6411,Dalston Kingsland,0.171034,66400,2,Dalston,30.222222,6
E8 2LE,E05009370,2,6411,Dalston Kingsland,0.107338,66400,2,Dalston,30.222222,6
E8 2LF,E05009370,2,6411,Dalston Kingsland,0.126061,66400,2,Dalston,30.222222,6
E8 2LG,E05009370,2,6737,Dalston Kingsland,0.243456,62600,3,Dalston,30.222222,6
E8 2LH,E05009370,2,6737,Dalston Kingsland,0.238569,62600,3,Dalston,30.222222,6
E8 2LJ,E05009370,2,6737,Dalston Kingsland,0.434393,62600,3,Dalston,30.222222,6
E8 2LL,E05009370,2,6737,Dalston Kingsland,0.465918,62600,3,Dalston,30.222222,6
E8 2LN,E05009370,2,6737,Dalston Kingsland,0.518629,62600,3,Dalston,30.222222,6
E8 2LP,E05009370,2,6411,Dalston Kingsland,0.243397,66400,2,Dalston,30.222222,6
E8 2LQ,E05009370,2,6411,Dalston Kingsland,0.148365,66400,2,Dalston,30.222222,6
E8 2LR,E05009370,2,6411,Dalston Kingsland,0.281481,66400,2,Dalston,30.222222,6
E8 2LS,E05009370,2,6737,Dalston Kingsland,0.118776,62600,3,Dalston,30.222222,6
E8 2LT,E05009370,2,6411,Dalston Kingsland,0.197316,66400,2,Dalston,30.222222,6
E8 2LU,E05009370,2,6411,Dalston Kingsland,0.172859,66400,2,Dalston,30.222222,6
E8 2LW,E05009370,2,6411,Dalston Kingsland,0.336162,66400,2,Dalston,30.222222,6
E8 2LX,E05009370,2,6737,Dalston Kingsland,0.108833,62600,3,Dalston,30.222222,6
E8 2LY,E05009370,2,7953,Dalston Junction,0.199475,66400,3,Dalston,30.222222,6
E8 2LZ,E05009370,2,7953,Dalston Junction,0.199475,66400,3,Dalston,30.222222,6
E8 2NA,E05009370,2,6737,Dalston Junction,0.316071,62600,3,Dalston,30.222222,6
E8 2NB,E05009370,2,6411,Dalston Kingsland,0.0514591,66400,2,Dalston,30.222222,6
E8 2ND,E05009370,2,6737,Dalston Junction,0.241225,62600,3,Dalston,30.222222,6
E8 2NE,E05009370,2,6737,Dalston Junction,0.300311,62600,3,Dalston,30.222222,6
E8 2NF,E05009370,2,7953,Dalston Junction,0.121582,66400,3,Dalston,30.222222,6
E8 2NG,E05009370,2,6737,Dalston Junction,0.339345,62600,3,Dalston,30.222222,6
E8 2NH,E05009370,2,6737,Dalston Kingsland,0.394048,62600,3,Dalston,30.222222,6
E8 2NJ,E05009370,2,6737,Dalston Kingsland,0.324481,62600,3,Dalston,30.222222,6
E8 2NL,E05009370,2,6737,Dalston Kingsland,0.41757,62600,3,Dalston,30.222222,6
E8 2NN,E05009370,2,6411,Dalston Kingsland,0.251168,66400,2,Dalston,30.222222,6
E8 2NP,E05009370,2,6737,Dalston Kingsland,0.192057,62600,3,Dalston,30.222222,6
E8 2NQ,E05009370,2,6411,Dalston Kingsland,0.338299,66400,2,Dalston,30.222222,6
E8 2NR,E05009370,2,6737,Dalston Kingsland,0.20435,62600,3,Dalston,30.222222,6
E8 2NS,E05009370,2,6411,Dalston Kingsland,0.11134,66400,2,Dalston,30.222222,6
E8 2NT,E05009370,2,6737,Dalston Kingsland,0.0450606,62600,3,Dalston,30.222222,6
E8 2NU,E05009370,2,6737,Dalston Kingsland,0.398675,62600,3,Dalston,30.222222,6
E8 2NW,E05009370,2,6411,Dalston Kingsland,0.281035,66400,2,Dalston,30.222222,6
E8 2NX,E05009370,2,6411,Dalston Kingsland,0.121457,66400,2,Dalston,30.222222,6
E8 2NY,E05009370,2,6737,Dalston Junction,0.34771,62600,3,Dalston,30.222222,6
E8 2NZ,E05009370,2,6737,Dalston Junction,0.367157,62600,3,Dalston,30.222222,6
E8 2PA,E05009370,2,6737,Dalston Kingsland,0.0455118,62600,3,Dalston,30.222222,6
E8 2PB,E05009370,2,6411,Dalston Kingsland,0.0995528,66400,2,Dalston,30.222222,6
E8 2PD,E05009370,2,6737,Dalston Kingsland,0.347317,62600,3,Dalston,30.222222,6
E8 2PE,E05009370,2,6737,Dalston Junction,0.21968,62600,3,Dalston,30.222222,6
E8 2PF,E05009370,2,6737,Dalston Junction,0.21968,62600,3,Dalston,30.222222,6
E8 2PG,E05009370,2,6411,Dalston Kingsland,0.0756367,66400,2,Dalston,30.222222,6
E8 2PH,E05009370,2,6737,Dalston Kingsland,0.433675,62600,3,Dalston,30.222222,6
E8 2PJ,E05009370,2,6737,Dalston Kingsland,0.073516,62600,3,Dalston,30.222222,6
E8 2PN,E05009382,2,5257,Hackney Downs,0.543464,49400,2,Shacklewell,18.756098,4
E8 2PQ,E05009370,2,6411,Dalston Kingsland,0.038,66400,2,Dalston,30.222222,6
E8 2PU,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2PX,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2PY,E05009370,2,6737,Dalston Kingsland,0.0594279,62600,3,Dalston,30.222222,6
E8 2PZ,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2QA,E05009382,2,5257,Hackney Downs,0.602592,49400,2,Shacklewell,18.756098,4
E8 2QB,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2QD,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2QE,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2QF,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2QG,E05009382,2,5257,Hackney Downs,0.602592,49400,2,Shacklewell,18.756098,4
E8 2QH,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2QJ,E05009382,2,5257,Hackney Downs,0.543464,49400,2,Shacklewell,18.756098,4
E8 2QL,E05009382,2,5257,Hackney Downs,0.602592,49400,2,Shacklewell,18.756098,4
E8 2QN,E05009382,2,5257,Hackney Downs,0.602592,49400,2,Shacklewell,18.756098,4
E8 2QP,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2QQ,E05009382,2,5257,Hackney Downs,0.543464,49400,2,Shacklewell,18.756098,4
E8 2QR,E05009382,2,5257,Hackney Downs,0.543464,49400,2,Shacklewell,18.756098,4
E8 2QS,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2QT,E05009382,2,5257,Hackney Downs,0.543464,49400,2,Shacklewell,18.756098,4
E8 2QU,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2QW,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2QX,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2QY,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2QZ,E05009382,2,5257,Hackney Downs,0.602592,49400,2,Shacklewell,18.756098,4
E8 2RA,E05009382,2,5257,Hackney Downs,0.590993,49400,2,Shacklewell,18.756098,4
E8 2RB,E05009382,2,5257,Hackney Downs,0.560326,49400,2,Shacklewell,18.756098,4
E8 2RD,E05009382,2,5801,Hackney Downs,0.550188,49400,2,Shacklewell,18.756098,4
E8 2RE,E05009382,2,5257,Hackney Downs,0.618828,49400,2,Shacklewell,18.756098,4
E8 2RF,E05009382,2,5257,Rectory Road,0.636327,49400,2,Shacklewell,18.756098,4
E8 2RH,E05009382,2,5801,Hackney Downs,0.500567,49400,2,Shacklewell,18.756098,4
E8 2RJ,E05009382,2,5801,Hackney Downs,0.537439,49400,2,Shacklewell,18.756098,4
E8 2RL,E05009382,2,5801,Hackney Downs,0.563859,49400,2,Shacklewell,18.756098,4
E8 2RN,E05009382,2,5801,Hackney Downs,0.589094,49400,2,Shacklewell,18.756098,4
E8 2RP,E05009382,2,5801,Rectory Road,0.616868,49400,2,Shacklewell,18.756098,4
E8 2RR,E05009382,2,5801,Hackney Downs,0.567426,49400,2,Shacklewell,18.756098,4
E8 2RS,E05009382,2,5801,Hackney Downs,0.596132,49400,2,Shacklewell,18.756098,4
E8 2RW,E05009382,2,5801,Hackney Downs,0.616555,49400,2,Shacklewell,18.756098,4
E8 2UH,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WA,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WB,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WD,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WE,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WF,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WG,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WH,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WJ,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WL,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WN,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WQ,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WR,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WT,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WW,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WX,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WY,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2WZ,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XA,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XB,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XD,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XE,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XF,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2XG,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2XH,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XJ,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XL,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XN,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2XP,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XQ,E05009370,2,6737,Dalston Kingsland,0.556728,62600,3,Dalston,30.222222,6
E8 2XR,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XS,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XT,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XU,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XW,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2XZ,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2YA,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2YB,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2YD,E05009370,2,6411,Dalston Kingsland,0.0369692,66400,2,Dalston,30.222222,6
E8 2YE,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2YF,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2YP,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2YQ,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2YT,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2YZ,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2ZT,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 2ZZ,E05009382,2,5257,Hackney Downs,0.543464,49400,2,Shacklewell,18.756098,4
E8 3AA,E05009381,2,7078,London Fields,0.653206,66400,3,London Fields,18.852941,4
E8 3AB,E05009381,2,7078,Dalston Junction,0.575437,66400,3,London Fields,18.852941,4
E8 3AD,E05009381,2,7078,Dalston Junction,0.531084,66400,3,London Fields,18.852941,4
E8 3AE,E05009381,2,12683,London Fields,0.467507,62600,4,London Fields,18.852941,4
E8 3AF,E05009370,2,7953,Dalston Junction,0.28335,66400,3,Dalston,30.222222,6
E8 3AG,E05009370,2,7078,Dalston Junction,0.469396,66400,3,Dalston,30.222222,6
E8 3AH,E05009370,2,6737,Dalston Junction,0.3058,62600,3,Dalston,30.222222,6
E8 3AJ,E05009381,2,9108,Haggerston,0.412853,62600,3,London Fields,18.852941,4
E8 3AL,E05009381,2,9108,Haggerston,0.422814,62600,3,London Fields,18.852941,4
E8 3AN,E05009381,2,9108,Haggerston,0.429839,62600,3,London Fields,18.852941,4
E8 3AP,E05009381,2,9108,Haggerston,0.434966,62600,3,London Fields,18.852941,4
E8 3AQ,E05009370,2,7497,Dalston Junction,0.434142,62600,3,Dalston,30.222222,6
E8 3AR,E05009370,2,7078,Dalston Junction,0.401624,66400,3,Dalston,30.222222,6
E8 3AS,E05009370,2,7078,Dalston Junction,0.359472,66400,3,Dalston,30.222222,6
E8 3AT,E05009381,2,7078,Dalston Junction,0.497642,66400,3,London Fields,18.852941,4
E8 3AU,E05009370,2,7953,Dalston Junction,0.166364,66400,3,Dalston,30.222222,6
E8 3AW,E05009381,2,9108,Haggerston,0.414459,62600,3,London Fields,18.852941,4
E8 3AX,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 3AY,E05009370,2,7953,Dalston Junction,0.264684,66400,3,Dalston,30.222222,6
E8 3AZ,E05009370,2,7953,Dalston Junction,0.149486,66400,3,Dalston,30.222222,6
E8 3BA,E05009381,2,9108,Haggerston,0.406066,62600,3,London Fields,18.852941,4
E8 3BB,E05009381,2,6091,Haggerston,0.391515,66400,2,London Fields,18.852941,4
E8 3BD,E05009370,2,7078,Dalston Junction,0.432406,66400,3,Dalston,30.222222,6
E8 3BE,E05009381,2,9828,London Fields,0.262196,66400,3,London Fields,18.852941,4
E8 3BF,E05009381,2,7078,Dalston Junction,0.446654,66400,3,London Fields,18.852941,4
E8 3BG,E05009370,2,7953,Dalston Junction,0.0717694,66400,3,Dalston,30.222222,6
E8 3BH,E05009381,2,7497,London Fields,0.57403,62600,3,London Fields,18.852941,4
E8 3BJ,E05009370,2,7497,Hackney Downs,0.580813,62600,3,Dalston,30.222222,6
E8 3BL,E05009381,2,7078,Dalston Junction,0.414764,66400,3,London Fields,18.852941,4
E8 3BN,E05009381,2,7078,Dalston Junction,0.435501,66400,3,London Fields,18.852941,4
E8 3BP,E05009370,2,7078,Dalston Junction,0.599762,66400,3,Dalston,30.222222,6
E8 3BQ,E05009370,2,7953,Dalston Junction,0.0887313,66400,3,Dalston,30.222222,6
E8 3BS,E05009381,2,7078,Dalston Junction,0.588223,66400,3,London Fields,18.852941,4
E8 3BT,E05009370,2,7078,Dalston Junction,0.467035,66400,3,Dalston,30.222222,6
E8 3BU,E05009381,2,7078,Dalston Junction,0.479001,66400,3,London Fields,18.852941,4
E8 3BW,E05009381,2,7078,Dalston Junction,0.357183,66400,3,London Fields,18.852941,4
E8 3BX,E05009370,2,7078,Dalston Junction,0.280996,66400,3,Dalston,30.222222,6
E8 3BY,E05009370,2,7953,Dalston Junction,0.240461,66400,3,Dalston,30.222222,6
E8 3BZ,E05009381,2,7078,Dalston Junction,0.492183,66400,3,London Fields,18.852941,4
E8 3DA,E05009381,2,7078,Dalston Junction,0.320632,66400,3,London Fields,18.852941,4
E8 3DB,E05009381,2,7078,Dalston Junction,0.257346,66400,3,London Fields,18.852941,4
E8 3DD,E05009370,2,7953,Dalston Junction,0.17151,66400,3,Dalston,30.222222,6
E8 3DE,E05009370,2,7953,Dalston Junction,0.00313363,66400,3,Dalston,30.222222,6
E8 3DF,E05009370,2,7953,Dalston Junction,0.119821,66400,3,Dalston,30.222222,6
E8 3DG,E05009370,2,7953,Dalston Junction,0.115394,66400,3,Dalston,30.222222,6
E8 3DH,E05009381,2,10641,London Fields,0.623861,62600,4,London Fields,18.852941,4
E8 3DJ,E05009370,2,6411,Dalston Junction,0.0725469,66400,2,Dalston,30.222222,6
E8 3DL,E05009370,2,6411,Dalston Junction,0.113409,66400,2,Dalston,30.222222,6
E8 3DN,E05009370,2,7953,Dalston Junction,0.0296788,66400,3,Dalston,30.222222,6
E8 3DP,E05009370,2,6411,Dalston Junction,0.113025,66400,2,Dalston,30.222222,6
E8 3DQ,E05009381,2,9828,London Fields,0.134619,66400,3,London Fields,18.852941,4
E8 3DR,E05009381,2,7078,Dalston Junction,0.651049,66400,3,London Fields,18.852941,4
E8 3DS,E05009370,2,7953,Dalston Junction,0.178957,66400,3,Dalston,30.222222,6
E8 3DT,E05009370,2,7953,Dalston Junction,0.102256,66400,3,Dalston,30.222222,6
E8 3DU,E05009370,2,7953,Dalston Junction,0.140974,66400,3,Dalston,30.222222,6
E8 3DW,E05009370,2,7953,Dalston Junction,0.15277,66400,3,Dalston,30.222222,6
E8 3DX,E05009370,2,7953,Dalston Junction,0.146251,66400,3,Dalston,30.222222,6
E8 3DY,E05009370,2,7953,Dalston Junction,0.170855,66400,3,Dalston,30.222222,6
E8 3DZ,E05009370,2,7953,Dalston Junction,0.14164,66400,3,Dalston,30.222222,6
E8 3EA,E05009370,2,7953,Dalston Junction,0.0296788,66400,3,Dalston,30.222222,6
E8 3EB,E05009370,2,7497,Hackney Downs,0.508388,62600,3,Dalston,30.222222,6
E8 3ED,E05009370,2,7497,Hackney Downs,0.481715,62600,3,Dalston,30.222222,6
E8 3EE,E05009370,2,7497,Dalston Junction,0.544739,62600,3,Dalston,30.222222,6
E8 3EF,E05009370,2,7497,Hackney Downs,0.611966,62600,3,Dalston,30.222222,6
E8 3EG,E05009381,2,7497,London Fields,0.555916,62600,3,London Fields,18.852941,4
E8 3EH,E05009381,2,10641,London Fields,0.594501,62600,4,London Fields,18.852941,4
E8 3EJ,E05009381,2,10641,London Fields,0.437202,62600,4,London Fields,18.852941,4
E8 3EL,E05009381,2,10641,London Fields,0.408425,62600,4,London Fields,18.852941,4
E8 3EN,E05009381,2,10641,London Fields,0.361402,62600,4,London Fields,18.852941,4
E8 3EP,E05009381,2,10641,London Fields,0.414386,62600,4,London Fields,18.852941,4
E8 3EQ,E05009381,2,10641,London Fields,0.482847,62600,4,London Fields,18.852941,4
E8 3ER,E05009381,2,10641,London Fields,0.433541,62600,4,London Fields,18.852941,4
E8 3ES,E05009381,2,10641,London Fields,0.345694,62600,4,London Fields,18.852941,4
E8 3ET,E05009381,2,10641,London Fields,0.382634,62600,4,London Fields,18.852941,4
E8 3EU,E05009381,2,10641,London Fields,0.389925,62600,4,London Fields,18.852941,4
E8 3EW,E05009381,2,10641,London Fields,0.48979,62600,4,London Fields,18.852941,4
E8 3EX,E05009370,2,7497,Dalston Junction,0.530326,62600,3,Dalston,30.222222,6
E8 3EY,E05009381,2,10641,London Fields,0.370988,62600,4,London Fields,18.852941,4
E8 3EZ,E05009370,2,7497,Hackney Downs,0.504743,62600,3,Dalston,30.222222,6
E8 3FA,E05009381,2,6490,London Fields,0.380687,66400,2,London Fields,18.852941,4
E8 3FB,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 3FD,E05009381,2,10641,London Fields,0.634132,62600,4,London Fields,18.852941,4
E8 3FE,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 3FF,E05009372,2,12683,London Fields,0.273867,62600,4,Hackney Central,29.820513,6
E8 3FG,E05009386,2,4640,London Fields,0.272529,66400,2,Victoria,14.480519,3
E8 3FH,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 3FJ,E05009331,2,10499,Cambridge Heath,0.232613,56500,4,St. Peter's,29.954128,6
E8 3FL,E05009381,2,9108,Haggerston,0.360674,62600,3,London Fields,18.852941,4
E8 3FN,E05009381,2,9828,London Fields,0.196885,66400,3,London Fields,18.852941,4
E8 3FP,E05009381,2,6490,London Fields,0.383844,66400,2,London Fields,18.852941,4
E8 3FQ,E05009370,2,7953,Dalston Junction,0.216357,66400,3,Dalston,30.222222,6
E8 3FR,E05009381,2,5285,London Fields,0.363098,52300,2,London Fields,18.852941,4
E8 3FS,E05009370,2,7953,Dalston Junction,0.0228003,66400,3,Dalston,30.222222,6
E8 3FT,E05009370,2,7953,Dalston Junction,0.00996826,66400,3,Dalston,30.222222,6
E8 3FU,E05009381,2,9828,London Fields,0.11647,66400,3,London Fields,18.852941,4
E8 3FW,E05009381,2,9828,London Fields,0.186788,66400,3,London Fields,18.852941,4
E8 3FX,E05009381,2,9828,London Fields,0.170463,66400,3,London Fields,18.852941,4
E8 3FY,E05009381,2,9828,London Fields,0.211499,66400,3,London Fields,18.852941,4
